Age	Live_vol_perc	Repeat	PI	PI proportion
63	67.03970081	12	0.07	4.868171836
63	67.03970081	12	0.07	4.868171836
63	67.03970081	12	0.07	4.868171836
63	67.03970081	12	0.07	4.868171836
63	67.03970081	12	0.07	4.868171836
63	67.03970081	12	0.07	4.868171836
63	67.03970081	12	0.00	0
63	67.03970081	12	0.00	0
64	69.25401959	12	0.00	0
64	69.25401959	12	0.00	0
64	69.25401959	12	0.00	0
64	69.25401959	12	0.07	5.028967367
64	69.25401959	12	0.07	5.028967367
64	69.25401959	12	0.07	5.028967367
64	69.25401959	12	0.07	5.028967367
64	69.25401959	12	0.07	5.028967367
64	69.25401959	12	0.07	5.028967367
64	69.25401959	12	0.07	5.028967367
64	69.25401959	12	0.00	0
64	69.25401959	12	0.00	0
65	71.46833837	12	0.00	0
65	71.46833837	12	0.00	0
65	71.46833837	12	0.00	0
65	71.46833837	12	0.07	5.189762899
65	71.46833837	12	0.07	5.189762899
65	71.46833837	12	0.07	5.189762899
65	71.46833837	12	0.07	5.189762899
65	71.46833837	12	0.07	5.189762899
65	71.46833837	12	0.07	5.189762899
65	71.46833837	12	0.07	5.189762899
65	71.46833837	12	0.00	0
65	71.46833837	12	0.00	0
66	73.54554763	12	0.00	0
66	73.54554763	12	0.00	0
66	73.54554763	12	0.00	0
66	73.54554763	12	0.07	5.340602051
66	73.54554763	12	0.07	5.340602051
66	73.54554763	12	0.07	5.340602051
66	73.54554763	12	0.07	5.340602051
66	73.54554763	12	0.07	5.340602051
66	73.54554763	12	0.07	5.340602051
66	73.54554763	12	0.07	5.340602051
66	73.54554763	12	0.00	0
66	73.54554763	12	0.00	0
67	75.62275689	12	0.00	0
67	75.62275689	12	0.00	0
67	75.62275689	12	0.00	0
67	75.62275689	12	0.07	5.491441202
67	75.62275689	12	0.07	5.491441202
67	75.62275689	12	0.07	5.491441202
67	75.62275689	12	0.07	5.491441202
67	75.62275689	12	0.07	5.491441202
67	75.62275689	12	0.07	5.491441202
67	75.62275689	12	0.07	5.491441202
67	75.62275689	12	0.00	0
67	75.62275689	12	0.00	0
68	77.69996615	12	0.00	0
68	77.69996615	12	0.00	0
68	77.69996615	12	0.00	0
68	77.69996615	12	0.07	5.642280354
68	77.69996615	12	0.07	5.642280354
68	77.69996615	12	0.07	5.642280354
68	77.69996615	12	0.07	5.642280354
68	77.69996615	12	0.07	5.642280354
68	77.69996615	12	0.07	5.642280354
68	77.69996615	12	0.07	5.642280354
68	77.69996615	12	0.00	0
68	77.69996615	12	0.00	0
69	79.77717541	12	0.00	0
69	79.77717541	12	0.00	0
69	79.77717541	12	0.00	0
69	79.77717541	12	0.07	5.793119506
69	79.77717541	12	0.07	5.793119506
69	79.77717541	12	0.07	5.793119506
69	79.77717541	12	0.07	5.793119506
69	79.77717541	12	0.07	5.793119506
69	79.77717541	12	0.07	5.793119506
69	79.77717541	12	0.07	5.793119506
69	79.77717541	12	0.00	0
69	79.77717541	12	0.00	0
70	81.85438467	12	0.00	0
70	81.85438467	12	0.00	0
70	81.85438467	12	0.00	0
70	81.85438467	12	0.07	5.943958658
70	81.85438467	12	0.07	5.943958658
70	81.85438467	12	0.07	5.943958658
70	81.85438467	12	0.07	5.943958658
70	81.85438467	12	0.07	5.943958658
70	81.85438467	12	0.07	5.943958658
70	81.85438467	12	0.07	5.943958658
70	81.85438467	12	0.00	0
70	81.85438467	12	0.00	0
71	83.76020702	12	0.00	0
71	83.76020702	12	0.00	0
71	83.76020702	12	0.00	0
71	83.76020702	12	0.07	6.082352335
71	83.76020702	12	0.07	6.082352335
71	83.76020702	12	0.07	6.082352335
71	83.76020702	12	0.07	6.082352335
71	83.76020702	12	0.07	6.082352335
71	83.76020702	12	0.07	6.082352335
71	83.76020702	12	0.07	6.082352335
71	83.76020702	12	0.00	0
71	83.76020702	12	0.00	0
72	85.66602938	12	0.00	0
72	85.66602938	12	0.00	0
72	85.66602938	12	0.00	0
72	85.66602938	12	0.07	6.220746013
72	85.66602938	12	0.07	6.220746013
72	85.66602938	12	0.07	6.220746013
72	85.66602938	12	0.07	6.220746013
72	85.66602938	12	0.07	6.220746013
72	85.66602938	12	0.07	6.220746013
72	85.66602938	12	0.07	6.220746013
72	85.66602938	12	0.00	0
72	85.66602938	12	0.00	0
73	87.57185174	12	0.00	0
73	87.57185174	12	0.00	0
73	87.57185174	12	0.00	0
73	87.57185174	12	0.07	6.35913969
73	87.57185174	12	0.07	6.35913969
73	87.57185174	12	0.07	6.35913969
73	87.57185174	12	0.07	6.35913969
73	87.57185174	12	0.07	6.35913969
73	87.57185174	12	0.07	6.35913969
73	87.57185174	12	0.07	6.35913969
73	87.57185174	12	0.00	0
73	87.57185174	12	0.00	0
74	89.47767409	12	0.00	0
74	89.47767409	12	0.00	0
74	89.47767409	12	0.00	0
74	89.47767409	12	0.07	6.497533367
74	89.47767409	12	0.07	6.497533367
74	89.47767409	12	0.07	6.497533367
74	89.47767409	12	0.07	6.497533367
74	89.47767409	12	0.07	6.497533367
74	89.47767409	12	0.07	6.497533367
74	89.47767409	12	0.07	6.497533367
74	89.47767409	12	0.00	0
74	89.47767409	12	0.00	0
75	91.38349645	12	0.00	0
75	91.38349645	12	0.00	0
75	91.38349645	12	0.00	0
75	91.38349645	12	0.07	6.635927045
75	91.38349645	12	0.07	6.635927045
75	91.38349645	12	0.07	6.635927045
75	91.38349645	12	0.07	6.635927045
75	91.38349645	12	0.07	6.635927045
75	91.38349645	12	0.07	6.635927045
75	91.38349645	12	0.07	6.635927045
75	91.38349645	12	0.00	0
75	91.38349645	12	0.00	0
76	93.12478738	12	0.00	0
76	93.12478738	12	0.00	0
76	93.12478738	12	0.00	0
76	93.12478738	12	0.07	6.762373066
76	93.12478738	12	0.07	6.762373066
76	93.12478738	12	0.07	6.762373066
76	93.12478738	12	0.07	6.762373066
76	93.12478738	12	0.07	6.762373066
76	93.12478738	12	0.07	6.762373066
76	93.12478738	12	0.07	6.762373066
76	93.12478738	12	0.00	0
76	93.12478738	12	0.00	0
77	94.86607831	12	0.00	0
77	94.86607831	12	0.00	0
77	94.86607831	12	0.00	0
77	94.86607831	12	0.07	6.888819088
77	94.86607831	12	0.07	6.888819088
77	94.86607831	12	0.07	6.888819088
77	94.86607831	12	0.07	6.888819088
77	94.86607831	12	0.07	6.888819088
77	94.86607831	12	0.07	6.888819088
77	94.86607831	12	0.07	6.888819088
77	94.86607831	12	0.00	0
77	94.86607831	12	0.00	0
78	96.60736924	12	0.00	0
78	96.60736924	12	0.00	0
78	96.60736924	12	0.00	0
78	96.60736924	12	0.07	7.01526511
78	96.60736924	12	0.07	7.01526511
78	96.60736924	12	0.07	7.01526511
78	96.60736924	12	0.07	7.01526511
78	96.60736924	12	0.07	7.01526511
78	96.60736924	12	0.07	7.01526511
78	96.60736924	12	0.07	7.01526511
78	96.60736924	12	0.00	0
78	96.60736924	12	0.00	0
79	98.34866017	12	0.00	0
79	98.34866017	12	0.00	0
79	98.34866017	12	0.00	0
79	98.34866017	12	0.07	7.141711131
79	98.34866017	12	0.07	7.141711131
79	98.34866017	12	0.07	7.141711131
79	98.34866017	12	0.07	7.141711131
79	98.34866017	12	0.07	7.141711131
79	98.34866017	12	0.07	7.141711131
79	98.34866017	12	0.07	7.141711131
79	98.34866017	12	0.00	0
79	98.34866017	12	0.00	0
80	100.0899511	12	0.00	0
80	100.0899511	12	0.00	0
80	100.0899511	12	0.00	0
80	100.0899511	12	0.07	7.268157153
80	100.0899511	12	0.07	7.268157153
80	100.0899511	12	0.07	7.268157153
80	100.0899511	12	0.07	7.268157153
80	100.0899511	12	0.07	7.268157153
80	100.0899511	12	0.07	7.268157153
80	100.0899511	12	0.07	7.268157153
80	100.0899511	12	0.00	0
80	100.0899511	12	0.00	0
81	101.7215544	12	0.00	0
81	101.7215544	12	0.00	0
81	101.7215544	12	0.00	0
81	101.7215544	12	0.07	7.38663807
81	101.7215544	12	0.07	7.38663807
81	101.7215544	12	0.07	7.38663807
81	101.7215544	12	0.07	7.38663807
81	101.7215544	12	0.07	7.38663807
81	101.7215544	12	0.07	7.38663807
81	101.7215544	12	0.07	7.38663807
81	101.7215544	12	0.00	0
81	101.7215544	12	0.00	0
82	103.3531577	12	0.00	0
82	103.3531577	12	0.00	0
82	103.3531577	12	0.00	0
82	103.3531577	12	0.07	7.505118987
82	103.3531577	12	0.07	7.505118987
82	103.3531577	12	0.07	7.505118987
82	103.3531577	12	0.07	7.505118987
82	103.3531577	12	0.07	7.505118987
82	103.3531577	12	0.07	7.505118987
82	103.3531577	12	0.07	7.505118987
82	103.3531577	12	0.00	0
82	103.3531577	12	0.00	0
83	104.984761	12	0.00	0
83	104.984761	12	0.00	0
83	104.984761	12	0.00	0
83	104.984761	12	0.07	7.623599904
83	104.984761	12	0.07	7.623599904
83	104.984761	12	0.07	7.623599904
83	104.984761	12	0.07	7.623599904
83	104.984761	12	0.07	7.623599904
83	104.984761	12	0.07	7.623599904
83	104.984761	12	0.07	7.623599904
83	104.984761	12	0.00	0
83	104.984761	12	0.00	0
84	106.6163644	12	0.00	0
84	106.6163644	12	0.00	0
84	106.6163644	12	0.00	0
84	106.6163644	12	0.07	7.742080829
84	106.6163644	12	0.07	7.742080829
84	106.6163644	12	0.07	7.742080829
84	106.6163644	12	0.07	7.742080829
84	106.6163644	12	0.07	7.742080829
84	106.6163644	12	0.07	7.742080829
84	106.6163644	12	0.07	7.742080829
84	106.6163644	12	0.00	0
84	106.6163644	12	0.00	0
85	108.2479677	12	0.00	0
85	108.2479677	12	0.00	0
85	108.2479677	12	0.00	0
85	108.2479677	12	0.07	7.860561746
85	108.2479677	12	0.07	7.860561746
85	108.2479677	12	0.07	7.860561746
85	108.2479677	12	0.07	7.860561746
85	108.2479677	12	0.07	7.860561746
85	108.2479677	12	0.07	7.860561746
85	108.2479677	12	0.07	7.860561746
85	108.2479677	12	0.00	0
85	108.2479677	12	0.00	0
86	109.7973053	12	0.00	0
86	109.7973053	12	0.00	0
86	109.7973053	12	0.00	0
86	109.7973053	12	0.07	7.973068836
86	109.7973053	12	0.07	7.973068836
86	109.7973053	12	0.07	7.973068836
86	109.7973053	12	0.07	7.973068836
86	109.7973053	12	0.07	7.973068836
86	109.7973053	12	0.07	7.973068836
86	109.7973053	12	0.07	7.973068836
86	109.7973053	12	0.00	0
86	109.7973053	12	0.00	0
87	111.3466429	12	0.00	0
87	111.3466429	12	0.00	0
87	111.3466429	12	0.00	0
87	111.3466429	12	0.07	8.085575926
87	111.3466429	12	0.07	8.085575926
87	111.3466429	12	0.07	8.085575926
87	111.3466429	12	0.07	8.085575926
87	111.3466429	12	0.07	8.085575926
87	111.3466429	12	0.07	8.085575926
87	111.3466429	12	0.07	8.085575926
87	111.3466429	12	0.00	0
87	111.3466429	12	0.00	0
88	112.8959805	12	0.00	0
88	112.8959805	12	0.00	0
88	112.8959805	12	0.00	0
88	112.8959805	12	0.07	8.198083016
88	112.8959805	12	0.07	8.198083016
88	112.8959805	12	0.07	8.198083016
88	112.8959805	12	0.07	8.198083016
88	112.8959805	12	0.07	8.198083016
88	112.8959805	12	0.07	8.198083016
88	112.8959805	12	0.07	8.198083016
88	112.8959805	12	0.00	0
88	112.8959805	12	0.00	0
89	114.4453181	12	0.00	0
89	114.4453181	12	0.00	0
89	114.4453181	12	0.00	0
89	114.4453181	12	0.07	8.310590107
89	114.4453181	12	0.07	8.310590107
89	114.4453181	12	0.07	8.310590107
89	114.4453181	12	0.07	8.310590107
89	114.4453181	12	0.07	8.310590107
89	114.4453181	12	0.07	8.310590107
89	114.4453181	12	0.07	8.310590107
89	114.4453181	12	0.00	0
89	114.4453181	12	0.00	0
90	115.9946557	12	0.00	0
90	115.9946557	12	0.00	0
90	115.9946557	12	0.00	0
90	115.9946557	12	0.07	8.423097197
90	115.9946557	12	0.07	8.423097197
90	115.9946557	12	0.07	8.423097197
90	115.9946557	12	0.07	8.423097197
90	115.9946557	12	0.07	8.423097197
90	115.9946557	12	0.07	8.423097197
90	115.9946557	12	0.07	8.423097197
90	115.9946557	12	0.00	0
90	115.9946557	12	0.00	0
91	117.3588954	12	0.00	0
91	117.3588954	12	0.00	0
91	117.3588954	12	0.00	0
91	117.3588954	12	0.07	8.522163171
91	117.3588954	12	0.07	8.522163171
91	117.3588954	12	0.07	8.522163171
91	117.3588954	12	0.07	8.522163171
91	117.3588954	12	0.07	8.522163171
91	117.3588954	12	0.07	8.522163171
91	117.3588954	12	0.07	8.522163171
91	117.3588954	12	0.00	0
91	117.3588954	12	0.00	0
92	118.7231351	12	0.00	0
92	118.7231351	12	0.00	0
92	118.7231351	12	0.00	0
92	118.7231351	12	0.07	8.621229146
92	118.7231351	12	0.07	8.621229146
92	118.7231351	12	0.07	8.621229146
92	118.7231351	12	0.07	8.621229146
92	118.7231351	12	0.07	8.621229146
92	118.7231351	12	0.07	8.621229146
92	118.7231351	12	0.07	8.621229146
92	118.7231351	12	0.00	0
92	118.7231351	12	0.00	0
93	120.0873749	12	0.00	0
93	120.0873749	12	0.00	0
93	120.0873749	12	0.00	0
93	120.0873749	12	0.07	8.720295127
93	120.0873749	12	0.07	8.720295127
93	120.0873749	12	0.07	8.720295127
93	120.0873749	12	0.07	8.720295127
93	120.0873749	12	0.07	8.720295127
93	120.0873749	12	0.07	8.720295127
93	120.0873749	12	0.07	8.720295127
93	120.0873749	12	0.00	0
93	120.0873749	12	0.00	0
94	121.4516146	12	0.00	0
94	121.4516146	12	0.00	0
94	121.4516146	12	0.00	0
94	121.4516146	12	0.07	8.819361102
94	121.4516146	12	0.07	8.819361102
94	121.4516146	12	0.07	8.819361102
94	121.4516146	12	0.07	8.819361102
94	121.4516146	12	0.07	8.819361102
94	121.4516146	12	0.07	8.819361102
94	121.4516146	12	0.07	8.819361102
94	121.4516146	12	0.00	0
94	121.4516146	12	0.00	0
95	122.8158544	12	0.00	0
95	122.8158544	12	0.00	0
95	122.8158544	12	0.00	0
95	122.8158544	12	0.07	8.918427083
95	122.8158544	12	0.07	8.918427083
95	122.8158544	12	0.07	8.918427083
95	122.8158544	12	0.07	8.918427083
95	122.8158544	12	0.07	8.918427083
95	122.8158544	12	0.07	8.918427083
95	122.8158544	12	0.07	8.918427083
95	122.8158544	12	0.00	0
95	122.8158544	12	0.00	0
96	123.9401525	12	0.00	0
96	123.9401525	12	0.00	0
96	123.9401525	12	0.00	0
96	123.9401525	12	0.07	9.000069398
96	123.9401525	12	0.07	9.000069398
96	123.9401525	12	0.07	9.000069398
96	123.9401525	12	0.07	9.000069398
96	123.9401525	12	0.07	9.000069398
96	123.9401525	12	0.07	9.000069398
96	123.9401525	12	0.07	9.000069398
96	123.9401525	12	0.00	0
96	123.9401525	12	0.00	0
97	125.0644505	12	0.00	0
97	125.0644505	12	0.00	0
97	125.0644505	12	0.00	0
97	125.0644505	12	0.07	9.081711705
97	125.0644505	12	0.07	9.081711705
97	125.0644505	12	0.07	9.081711705
97	125.0644505	12	0.07	9.081711705
97	125.0644505	12	0.07	9.081711705
97	125.0644505	12	0.07	9.081711705
97	125.0644505	12	0.07	9.081711705
97	125.0644505	12	0.00	0
97	125.0644505	12	0.00	0
98	126.1887486	12	0.00	0
98	126.1887486	12	0.00	0
98	126.1887486	12	0.00	0
98	126.1887486	12	0.07	9.16335402
98	126.1887486	12	0.07	9.16335402
98	126.1887486	12	0.07	9.16335402
98	126.1887486	12	0.07	9.16335402
98	126.1887486	12	0.07	9.16335402
98	126.1887486	12	0.07	9.16335402
98	126.1887486	12	0.07	9.16335402
98	126.1887486	12	0.00	0
98	126.1887486	12	0.00	0
99	127.3130467	12	0.00	0
99	127.3130467	12	0.00	0
99	127.3130467	12	0.00	0
99	127.3130467	12	0.07	9.244996335
99	127.3130467	12	0.07	9.244996335
99	127.3130467	12	0.07	9.244996335
99	127.3130467	12	0.07	9.244996335
99	127.3130467	12	0.07	9.244996335
99	127.3130467	12	0.07	9.244996335
99	127.3130467	12	0.07	9.244996335
99	127.3130467	12	0.00	0
99	127.3130467	12	0.00	0
100	128.4373448	12	0.00	0
100	128.4373448	12	0.00	0
100	128.4373448	12	0.00	0
100	128.4373448	12	0.07	9.326638649
100	128.4373448	12	0.07	9.326638649
100	128.4373448	12	0.07	9.326638649
100	128.4373448	12	0.07	9.326638649
100	128.4373448	12	0.07	9.326638649
100	128.4373448	12	0.07	9.326638649
100	128.4373448	12	0.07	9.326638649
100	128.4373448	12	0.00	0
100	128.4373448	12	0.00	0
101	129.4540119	12	0.00	0
101	129.4540119	12	0.00	0
101	129.4540119	12	0.00	0
101	129.4540119	12	0.07	9.400465204
101	129.4540119	12	0.07	9.400465204
101	129.4540119	12	0.07	9.400465204
101	129.4540119	12	0.07	9.400465204
101	129.4540119	12	0.07	9.400465204
101	129.4540119	12	0.07	9.400465204
101	129.4540119	12	0.07	9.400465204
101	129.4540119	12	0.00	0
101	129.4540119	12	0.00	0
102	130.4405149	12	0.00	0
102	130.4405149	12	0.00	0
102	130.4405149	12	0.00	0
102	130.4405149	12	0.07	9.472101355
102	130.4405149	12	0.07	9.472101355
102	130.4405149	12	0.07	9.472101355
102	130.4405149	12	0.07	9.472101355
102	130.4405149	12	0.07	9.472101355
102	130.4405149	12	0.07	9.472101355
102	130.4405149	12	0.07	9.472101355
102	130.4405149	12	0.00	0
102	130.4405149	12	0.00	0
103	131.3971966	12	0.00	0
103	131.3971966	12	0.00	0
103	131.3971966	12	0.00	0
103	131.3971966	12	0.07	9.541571995
103	131.3971966	12	0.07	9.541571995
103	131.3971966	12	0.07	9.541571995
103	131.3971966	12	0.07	9.541571995
103	131.3971966	12	0.07	9.541571995
103	131.3971966	12	0.07	9.541571995
103	131.3971966	12	0.07	9.541571995
103	131.3971966	12	0.00	0
103	131.3971966	12	0.00	0
104	132.3254281	12	0.00	0
104	132.3254281	12	0.00	0
104	132.3254281	12	0.00	0
104	132.3254281	12	0.07	9.608976688
104	132.3254281	12	0.07	9.608976688
104	132.3254281	12	0.07	9.608976688
104	132.3254281	12	0.07	9.608976688
104	132.3254281	12	0.07	9.608976688
104	132.3254281	12	0.07	9.608976688
104	132.3254281	12	0.07	9.608976688
104	132.3254281	12	0.00	0
104	132.3254281	12	0.00	0
105	133.2255521	12	0.00	0
105	133.2255521	12	0.00	0
105	133.2255521	12	0.00	0
105	133.2255521	12	0.07	9.674340319
105	133.2255521	12	0.07	9.674340319
105	133.2255521	12	0.07	9.674340319
105	133.2255521	12	0.07	9.674340319
105	133.2255521	12	0.07	9.674340319
105	133.2255521	12	0.07	9.674340319
105	133.2255521	12	0.07	9.674340319
105	133.2255521	12	0.00	0
105	133.2255521	12	0.00	0
106	134.098597	12	0.00	0
106	134.098597	12	0.00	0
106	134.098597	12	0.00	0
106	134.098597	12	0.07	9.737737568
106	134.098597	12	0.07	9.737737568
106	134.098597	12	0.07	9.737737568
106	134.098597	12	0.07	9.737737568
106	134.098597	12	0.07	9.737737568
106	134.098597	12	0.07	9.737737568
106	134.098597	12	0.07	9.737737568
106	134.098597	12	0.00	0
106	134.098597	12	0.00	0
107	134.945591	12	0.00	0
107	134.945591	12	0.00	0
107	134.945591	12	0.00	0
107	134.945591	12	0.07	9.799243098
107	134.945591	12	0.07	9.799243098
107	134.945591	12	0.07	9.799243098
107	134.945591	12	0.07	9.799243098
107	134.945591	12	0.07	9.799243098
107	134.945591	12	0.07	9.799243098
107	134.945591	12	0.07	9.799243098
107	134.945591	12	0.00	0
107	134.945591	12	0.00	0
108	135.7672198	12	0.00	0
108	135.7672198	12	0.00	0
108	135.7672198	12	0.00	0
108	135.7672198	12	0.07	9.858906702
108	135.7672198	12	0.07	9.858906702
108	135.7672198	12	0.07	9.858906702
108	135.7672198	12	0.07	9.858906702
108	135.7672198	12	0.07	9.858906702
108	135.7672198	12	0.07	9.858906702
108	135.7672198	12	0.07	9.858906702
108	135.7672198	12	0.00	0
108	135.7672198	12	0.00	0
109	136.5641689	12	0.00	0
109	136.5641689	12	0.00	0
109	136.5641689	12	0.00	0
109	136.5641689	12	0.07	9.916778159
109	136.5641689	12	0.07	9.916778159
109	136.5641689	12	0.07	9.916778159
109	136.5641689	12	0.07	9.916778159
109	136.5641689	12	0.07	9.916778159
109	136.5641689	12	0.07	9.916778159
109	136.5641689	12	0.07	9.916778159
109	136.5641689	12	0.00	0
109	136.5641689	12	0.00	0
110	137.3371239	12	0.00	0
110	137.3371239	12	0.00	0
110	137.3371239	12	0.00	0
110	137.3371239	12	0.07	9.972907255
110	137.3371239	12	0.07	9.972907255
110	137.3371239	12	0.07	9.972907255
110	137.3371239	12	0.07	9.972907255
110	137.3371239	12	0.07	9.972907255
110	137.3371239	12	0.07	9.972907255
110	137.3371239	12	0.07	9.972907255
110	137.3371239	12	0.00	0
110	137.3371239	12	0.00	0
111	138.0871129	12	0.00	0
111	138.0871129	12	0.00	0
111	138.0871129	12	0.00	0
111	138.0871129	12	0.07	10.02736865
111	138.0871129	12	0.07	10.02736865
111	138.0871129	12	0.07	10.02736865
111	138.0871129	12	0.07	10.02736865
111	138.0871129	12	0.07	10.02736865
111	138.0871129	12	0.07	10.02736865
111	138.0871129	12	0.07	10.02736865
111	138.0871129	12	0.00	0
111	138.0871129	12	0.00	0
112	138.814479	12	0.00	0
112	138.814479	12	0.00	0
112	138.814479	12	0.00	0
112	138.814479	12	0.07	10.08018725
112	138.814479	12	0.07	10.08018725
112	138.814479	12	0.07	10.08018725
112	138.814479	12	0.07	10.08018725
112	138.814479	12	0.07	10.08018725
112	138.814479	12	0.07	10.08018725
112	138.814479	12	0.07	10.08018725
112	138.814479	12	0.00	0
112	138.814479	12	0.00	0
113	139.5199075	12	0.00	0
113	139.5199075	12	0.00	0
113	139.5199075	12	0.00	0
113	139.5199075	12	0.07	10.13141282
113	139.5199075	12	0.07	10.13141282
113	139.5199075	12	0.07	10.13141282
113	139.5199075	12	0.07	10.13141282
113	139.5199075	12	0.07	10.13141282
113	139.5199075	12	0.07	10.13141282
113	139.5199075	12	0.07	10.13141282
113	139.5199075	12	0.00	0
113	139.5199075	12	0.00	0
114	140.2044267	12	0.00	0
114	140.2044267	12	0.00	0
114	140.2044267	12	0.00	0
114	140.2044267	12	0.07	10.18112004
114	140.2044267	12	0.07	10.18112004
114	140.2044267	12	0.07	10.18112004
114	140.2044267	12	0.07	10.18112004
114	140.2044267	12	0.07	10.18112004
114	140.2044267	12	0.07	10.18112004
114	140.2044267	12	0.07	10.18112004
114	140.2044267	12	0.00	0
114	140.2044267	12	0.00	0
115	140.8680368	12	0.00	0
115	140.8680368	12	0.00	0
115	140.8680368	12	0.00	0
115	140.8680368	12	0.07	10.22930892
115	140.8680368	12	0.07	10.22930892
115	140.8680368	12	0.07	10.22930892
115	140.8680368	12	0.07	10.22930892
115	140.8680368	12	0.07	10.22930892
115	140.8680368	12	0.07	10.22930892
115	140.8680368	12	0.07	10.22930892
115	140.8680368	12	0.00	0
115	140.8680368	12	0.00	0
116	141.5121088	12	0.00	0
116	141.5121088	12	0.00	0
116	141.5121088	12	0.00	0
116	141.5121088	12	0.07	10.27607901
116	141.5121088	12	0.07	10.27607901
116	141.5121088	12	0.07	10.27607901
116	141.5121088	12	0.07	10.27607901
116	141.5121088	12	0.07	10.27607901
116	141.5121088	12	0.07	10.27607901
116	141.5121088	12	0.07	10.27607901
116	141.5121088	12	0.00	0
116	141.5121088	12	0.00	0
117	142.1366427	12	0.00	0
117	142.1366427	12	0.00	0
117	142.1366427	12	0.00	0
117	142.1366427	12	0.07	10.32143032
117	142.1366427	12	0.07	10.32143032
117	142.1366427	12	0.07	10.32143032
117	142.1366427	12	0.07	10.32143032
117	142.1366427	12	0.07	10.32143032
117	142.1366427	12	0.07	10.32143032
117	142.1366427	12	0.07	10.32143032
117	142.1366427	12	0.00	0
117	142.1366427	12	0.00	0
118	142.7426668	12	0.00	0
118	142.7426668	12	0.00	0
118	142.7426668	12	0.00	0
118	142.7426668	12	0.07	10.36543752
118	142.7426668	12	0.07	10.36543752
118	142.7426668	12	0.07	10.36543752
118	142.7426668	12	0.07	10.36543752
118	142.7426668	12	0.07	10.36543752
118	142.7426668	12	0.07	10.36543752
118	142.7426668	12	0.07	10.36543752
118	142.7426668	12	0.00	0
118	142.7426668	12	0.00	0
119	143.3301811	12	0.00	0
119	143.3301811	12	0.00	0
119	143.3301811	12	0.00	0
119	143.3301811	12	0.07	10.40810061
119	143.3301811	12	0.07	10.40810061
119	143.3301811	12	0.07	10.40810061
119	143.3301811	12	0.07	10.40810061
119	143.3301811	12	0.07	10.40810061
119	143.3301811	12	0.07	10.40810061
119	143.3301811	12	0.07	10.40810061
119	143.3301811	12	0.00	0
119	143.3301811	12	0.00	0
120	143.9002139	12	0.00	0
120	143.9002139	12	0.00	0
120	143.9002139	12	0.00	0
120	143.9002139	12	0.07	10.44949425
120	143.9002139	12	0.07	10.44949425
120	143.9002139	12	0.07	10.44949425
120	143.9002139	12	0.07	10.44949425
120	143.9002139	12	0.07	10.44949425
120	143.9002139	12	0.07	10.44949425
120	143.9002139	12	0.07	10.44949425
120	143.9002139	12	0.00	0
120	143.9002139	12	0.00	0
121	144.4531081	12	0.00	0
121	144.4531081	12	0.00	0
121	144.4531081	12	0.00	0
121	144.4531081	12	0.07	10.48964336
121	144.4531081	12	0.07	10.48964336
121	144.4531081	12	0.07	10.48964336
121	144.4531081	12	0.07	10.48964336
121	144.4531081	12	0.07	10.48964336
121	144.4531081	12	0.07	10.48964336
121	144.4531081	12	0.07	10.48964336
121	144.4531081	12	0.00	0
121	144.4531081	12	0.00	0
122	144.9895491	12	0.00	0
122	144.9895491	12	0.00	0
122	144.9895491	12	0.00	0
122	144.9895491	12	0.07	10.52859769
122	144.9895491	12	0.07	10.52859769
122	144.9895491	12	0.07	10.52859769
122	144.9895491	12	0.07	10.52859769
122	144.9895491	12	0.07	10.52859769
122	144.9895491	12	0.07	10.52859769
122	144.9895491	12	0.07	10.52859769
122	144.9895491	12	0.00	0
122	144.9895491	12	0.00	0
123	145.5098797	12	0.00	0
123	145.5098797	12	0.00	0
123	145.5098797	12	0.00	0
123	145.5098797	12	0.07	10.56638215
123	145.5098797	12	0.07	10.56638215
123	145.5098797	12	0.07	10.56638215
123	145.5098797	12	0.07	10.56638215
123	145.5098797	12	0.07	10.56638215
123	145.5098797	12	0.07	10.56638215
123	145.5098797	12	0.07	10.56638215
123	145.5098797	12	0.00	0
123	145.5098797	12	0.00	0
124	146.0144427	12	0.00	0
124	146.0144427	12	0.00	0
124	146.0144427	12	0.00	0
124	146.0144427	12	0.07	10.60302163
124	146.0144427	12	0.07	10.60302163
124	146.0144427	12	0.07	10.60302163
124	146.0144427	12	0.07	10.60302163
124	146.0144427	12	0.07	10.60302163
124	146.0144427	12	0.07	10.60302163
124	146.0144427	12	0.07	10.60302163
124	146.0144427	12	0.00	0
124	146.0144427	12	0.00	0
125	146.5039237	12	0.00	0
125	146.5039237	12	0.00	0
125	146.5039237	12	0.00	0
125	146.5039237	12	0.07	10.6385659
125	146.5039237	12	0.07	10.6385659
125	146.5039237	12	0.07	10.6385659
125	146.5039237	12	0.07	10.6385659
125	146.5039237	12	0.07	10.6385659
125	146.5039237	12	0.07	10.6385659
125	146.5039237	12	0.07	10.6385659
125	146.5039237	12	0.00	0
125	146.5039237	12	0.00	0
126	146.9790082	12	0.00	0
126	146.9790082	12	0.00	0
126	146.9790082	12	0.00	0
126	146.9790082	12	0.07	10.67306476
126	146.9790082	12	0.07	10.67306476
126	146.9790082	12	0.07	10.67306476
126	146.9790082	12	0.07	10.67306476
126	146.9790082	12	0.07	10.67306476
126	146.9790082	12	0.07	10.67306476
126	146.9790082	12	0.07	10.67306476
126	146.9790082	12	0.00	0
126	146.9790082	12	0.00	0
