"Peat_amount"	"Layer"	"Year"	"DPM_pool_accummulated_SOC"	"RPM_pool_accummulated_SOC"	"BIO_pool_accummulated_SOC"	"HUM_pool_accummulated_SOC"	"Total_SOC_accummulated"	"SOC_stock_with_accummulation"
"Plus50"	"F"	110	0.01028573775	1.12814648916667	0.0541456313333333	1.996549225	3.18912708333333	37.7810964833333
"Mean"	"H"	110	0.17350237925	20.2574932508333	1.07567822233333	22.5939240625	44.1005979166667	197.683573475
"Minus50"	"H"	110	0.1208389235	17.0805169608333	1.02686336116667	25.8723786716667	44.1005979166667	142.878716041667
"Plus50"	"H"	110	0.207087429333333	22.0971050158333	1.10177476925	20.6946307008333	44.1005979166667	252.488405175
"Mean"	"F"	111	0.00827614525	1.0028121535	0.0510717008333333	2.155817084	3.21797708333333	30.5461263458333
"Minus50"	"F"	111	0.005195155	0.790520738416667	0.0453328068333333	2.37692838291667	3.21797708333333	23.0070945625
"Plus50"	"F"	111	0.01045251125	1.144685982	0.0548064734166667	2.00803211666667	3.21797708333333	38.0851578325
"Mean"	"H"	111	0.176286879333333	20.5208133041667	1.08659061766667	22.715857115	44.4995479166667	199.347317075
"Minus50"	"H"	111	0.123162233083333	17.2950241433333	1.03678933316667	26.0445722083333	44.4995479166667	143.733492341667
"Plus50"	"H"	111	0.210068988416667	22.3812833775	1.11310868516667	20.7950868658333	44.4995479166667	254.961118608333
"Mean"	"F"	112	0.00842043741666667	1.0171756725	0.05166467725	2.16956629633333	3.24682708333333	30.7410232733333
"Minus50"	"F"	112	0.00529843083333333	0.800714097333333	0.0457928665833333	2.39502168883333	3.24682708333333	23.0958322333333
"Plus50"	"F"	112	0.01061880525	1.16128668933333	0.0554707565833333	2.01945083216667	3.24682708333333	38.386214055
"Mean"	"H"	112	0.1790614385	20.7850169391667	1.09754730025	22.8368722375	44.8984979166667	200.998024916667
"Minus50"	"H"	112	0.125485637	17.5109498275	1.046769943	26.2152925091667	44.8984979166667	144.583127366667
"Plus50"	"H"	112	0.213035327833333	22.6660107058333	1.12448032133333	20.8949715625	44.8984979166667	257.412901775
"Mean"	"F"	113	0.00856455266666667	1.03161249008333	0.052261251	2.18323878933333	3.27567708333333	30.934000055
"Minus50"	"F"	113	0.00540190625	0.810988164833333	0.0462563521666667	2.41303066016667	3.27567708333333	23.1837676091667
"Plus50"	"F"	113	0.0107846150833333	1.17794592483333	0.056138384	2.03080815933333	3.27567708333333	38.6842322791667
"Mean"	"H"	113	0.181826039916667	21.0500664191667	1.10854722716667	22.9570082283333	45.2974479166667	202.635462166667
"Minus50"	"H"	113	0.127808897583333	17.7282580241667	1.056804477	26.3845765183333	45.2974479166667	145.427465925
"Plus50"	"H"	113	0.215986597333333	22.9512539641667	1.13588860391667	20.9943187533333	45.2974479166667	259.843440241667
"Mean"	"F"	114	0.00870848191666667	1.04612007125	0.052861337	2.19683719316667	3.30452708333333	31.1250366275
"Minus50"	"F"	114	0.00550556866666667	0.821341119416667	0.0467232131666667	2.430957182	3.30452708333333	23.2708863575
"Plus50"	"F"	114	0.01094993775	1.1946610895	0.05680926	2.042106796	3.30452708333333	38.9791867133333
"Mean"	"H"	114	0.184580682333333	21.3159252791667	1.11958936133333	23.0763025916667	45.6963979166667	204.259429858333
"Minus50"	"H"	114	0.130131796	17.946913465	1.0668922055	26.5524604491667	45.6963979166667	146.266372016667
"Plus50"	"H"	114	0.2189229555	23.2369813908333	1.14733247066667	21.0931611	45.6963979166667	262.252472
"Mean"	"F"	115	0.00885221633333333	1.06069594941667	0.0534648506666667	2.210364067	3.33337708333333	31.3141155566667
"Minus50"	"F"	115	0.00560940558333333	0.831771164583333	0.0471933983333333	2.44880311483333	3.33337708333333	23.357175615
"Plus50"	"F"	115	0.0111147715	1.21142966933333	0.0574832904166667	2.05334935216667	3.33337708333333	39.2710553466667
"Mean"	"H"	115	0.187325380416667	21.5825582908333	1.1306726695	23.1947915758333	46.0953479166667	205.869749358333
"Minus50"	"H"	115	0.13245413375	18.1668816283333	1.07703238516667	26.7189797675	46.0953479166667	147.099721141667
"Plus50"	"H"	115	0.221844570583333	23.523162465	1.15881086858333	21.1915300133333	46.0953479166667	264.639764333333
"Mean"	"F"	116	0.00899574791666667	1.07533772475	0.0540717083333333	2.2238219025	3.36222708333333	31.5012231633333
"Minus50"	"F"	116	0.00571340558333333	0.842276529833333	0.0476668559166667	2.46657029216667	3.36222708333333	23.4426245566667
"Plus50"	"F"	116	0.0112791139166667	1.22824923266667	0.0581603824166667	2.06453835425	3.36222708333333	39.559821655
"Mean"	"H"	116	0.1900601575	21.8499314216667	1.14179612641667	23.3125102108333	46.4942979166667	207.46627035
"Minus50"	"H"	116	0.134775725916667	18.3881287316667	1.08722426041667	26.8841691991667	46.4942979166667	147.927404116667
"Plus50"	"H"	116	0.224751614916667	23.8097678325	1.17032275833333	21.2894557116667	46.4942979166667	267.005125766667
"Mean"	"F"	117	0.00913907	1.09004306291667	0.0546818271666667	2.23721312316667	3.39107708333333	31.6863491133333
"Minus50"	"F"	117	0.00581755758333333	0.852855471166667	0.04814353375	2.48426052091667	3.39107708333333	23.5272241733333
"Plus50"	"F"	117	0.0114429649166667	1.24511742833333	0.0588404445833333	2.07567624558333	3.39107708333333	39.8454739775
"Mean"	"H"	117	0.192785053083333	22.1180118058333	1.15295871325	23.429492345	46.8932479166667	209.0488679
"Minus50"	"H"	117	0.13709640675	18.6106217325	1.09746706633333	27.0480627108333	46.8932479166667	148.749325625
"Plus50"	"H"	117	0.227644270083333	24.0967692783333	1.181867111	21.3869672566667	46.8932479166667	269.348401741667
"Mean"	"F"	118	0.00928217608333333	1.10480969575	0.0552951249166667	2.25054008641667	3.41992708333333	31.8694856108333
"Minus50"	"F"	118	0.00592185141666667	0.863506273416667	0.0486233795	2.50187557883333	3.41992708333333	23.6109668633333
"Plus50"	"F"	118	0.01160632375	1.262031983	0.0595233870833333	2.08676538941667	3.41992708333333	40.1280043125
"Mean"	"H"	118	0.195500113333333	22.3867676933333	1.16415942091667	23.54577069	47.2921979166667	210.617436766667
"Minus50"	"H"	118	0.139416022916667	18.834328345	1.10776002975	27.2106935208333	47.2921979166667	149.565401341667
"Plus50"	"H"	118	0.230522719833333	24.384139675	1.19344291175	21.4840926091667	47.2921979166667	271.669466125
"Mean"	"F"	119	0.009425061	1.11963541708333	0.055911521	2.26380508433333	3.44877708333333	32.0506271741667
"Minus50"	"F"	119	0.00602627716666667	0.874227249833333	0.04910634	2.51941721625	3.44877708333333	23.6938463308333
"Plus50"	"F"	119	0.0117691915	1.27899069825	0.0602091219166667	2.097808072	3.44877708333333	40.4074080083333
"Mean"	"H"	119	0.198205394833333	22.6561684275	1.17539724941667	23.661376845	47.6911479166667	212.171889841667
"Minus50"	"H"	119	0.141734436333333	19.0592170216667	1.11810237116667	27.3720940875	47.6911479166667	150.375557066667
"Plus50"	"H"	119	0.23338715225	24.6718529325	1.20504915875	21.5808586733333	47.6911479166667	273.968218916667
"Mean"	"F"	120	0.00956771941666667	1.13451808333333	0.0565309349166667	2.27701034583333	3.47762708333333	32.22977077
"Minus50"	"F"	120	0.006130826	0.88501674175	0.0495923625833333	2.53688715316667	3.47762708333333	23.7758576266667
"Plus50"	"F"	120	0.0119315684166667	1.29599144866667	0.06089756175	2.10880650466667	3.47762708333333	40.6836839358333
"Mean"	"H"	120	0.200900959333333	22.9261843916667	1.18667120908333	23.7763413558333	48.0900979166667	213.712159075
"Minus50"	"H"	120	0.1440515185	19.2852569566667	1.128493307	27.5322961358333	48.0900979166667	151.179729191667
"Plus50"	"H"	120	0.236237756	24.9598839575	1.21668486483333	21.6772913366667	48.0900979166667	276.24458755
"Mean"	"F"	121	0.00971014741666667	1.14945561133333	0.05715328775	2.29015803691667	3.50647708333333	32.4069164733333
"Minus50"	"F"	121	0.00623548891666667	0.8958731205	0.050081394	2.55428707991667	3.50647708333333	23.856997485
"Plus50"	"F"	121	0.0120934558333333	1.31303217975	0.0615886216666667	2.11976282608333	3.50647708333333	40.9568355166667
"Mean"	"H"	121	0.203586877916667	23.19678699	1.19798032158333	23.8906937275	48.4890479166667	215.238200091667
"Minus50"	"H"	121	0.14636715525	19.512418075	1.13893205041667	27.6913306366667	48.4890479166667	151.977866983333
"Plus50"	"H"	121	0.239074723666667	25.2482086191667	1.22834905683333	21.7734155183333	48.4890479166667	278.498534041667
"Mean"	"F"	122	0.00985234041666667	1.16444597816667	0.057778502	2.30325026275	3.53532708333333	32.5820664991667
"Minus50"	"F"	122	0.00634025791666667	0.906794787083333	0.0505733815833333	2.57161865683333	3.53532708333333	23.9372638366667
"Plus50"	"F"	122	0.0122548560833333	1.33011090533333	0.0622822179166667	2.130679104	3.53532708333333	41.2268692533333
"Mean"	"H"	122	0.206263228166667	23.4679485966667	1.2093236195	24.0044624733333	48.8879979166667	216.749985425
"Minus50"	"H"	122	0.148681243666667	19.7406710333333	1.14941781233333	27.8492278258333	48.8879979166667	152.7699291
"Plus50"	"H"	122	0.241898250583333	25.5368037	1.24004077541667	21.8692551908333	48.8879979166667	280.730044866667
"Mean"	"F"	123	0.00999429583333333	1.17948721816667	0.0584065006666667	2.31628906858333	3.56417708333333	32.7552251158333
"Minus50"	"F"	123	0.00644512525	0.917780173083333	0.0510682720833333	2.588883513	3.56417708333333	24.0166557441667
"Plus50"	"F"	123	0.0124157709166667	1.34722570541667	0.0629782683333333	2.14155733866667	3.56417708333333	41.49379461
"Mean"	"H"	123	0.20893009375	23.7396425416667	1.220700148	24.1176751341667	49.2869479166667	218.24750385
"Minus50"	"H"	123	0.150993691833333	19.9699872108333	1.15994980325	28.0060172116667	49.2869479166667	153.555883308333
"Plus50"	"H"	123	0.244708532916667	25.8256468633333	1.25175907725	21.9648334441667	49.2869479166667	282.939129733333
"Mean"	"F"	124	0.0101360106666667	1.19457742325	0.0590372081666667	2.32927644108333	3.59302708333333	32.9263977091667
"Minus50"	"F"	124	0.00655008366666667	0.92882773975	0.051566013	2.60608324675	3.59302708333333	24.09517296
"Plus50"	"F"	124	0.0125762029166667	1.36437472416667	0.0636766928333333	2.1523994635	3.59302708333333	41.7576226125
"Mean"	"H"	124	0.211587562166667	24.0118430591667	1.23210896458333	24.2303583325	49.6858979166667	219.730753658333
"Minus50"	"H"	124	0.153304416	20.2003386941667	1.1705272345	28.1617275741667	49.6858979166667	154.335702983333
"Plus50"	"H"	124	0.247505765916667	26.1147166233333	1.26350303308333	22.0601724925	49.6858979166667	285.12581185
"Mean"	"F"	125	0.0102774825833333	1.20971474	0.0596705500833333	2.34221431058333	3.62187708333333	33.095591745
"Minus50"	"F"	125	0.00665512675	0.939935978333333	0.0520665514166667	2.62321942683333	3.62187708333333	24.1728163666667
"Plus50"	"F"	125	0.0127361546666667	1.38155616758333	0.06437741175	2.16320734925	3.62187708333333	42.0183673091667
"Mean"	"H"	125	0.21423572325	24.2845252608333	1.24354913966667	24.3425377916667	50.0848479166667	221.199749566667
"Minus50"	"H"	125	0.155613340833333	20.431698265	1.18114931841667	28.3163869925	50.0848479166667	155.109370666667
"Plus50"	"H"	125	0.250290143833333	26.4039922991667	1.27527172991667	22.1552937425	50.0848479166667	287.290138158333
"Mean"	"F"	126	0.0104187090833333	1.22489736916667	0.06030645325	2.35510455175	3.65072708333333	33.2628175358333
"Minus50"	"F"	126	0.00676024766666667	0.951103410666667	0.0525698353333333	2.64029358983333	3.65072708333333	24.2495883858333
"Plus50"	"F"	126	0.0128956295	1.39876830133333	0.0650803484166667	2.173982804	3.65072708333333	42.2760469
"Mean"	"H"	126	0.216874674083333	24.5576651233333	1.25501975708333	24.4542383641667	50.4837979166667	222.654528025
"Minus50"	"H"	126	0.157920401416667	20.6640394058333	1.19181527058333	28.4700228391667	50.4837979166667	155.87688055
"Plus50"	"H"	126	0.253061863416667	26.6934539891667	1.28706426983333	22.250217795	50.4837979166667	289.432187341667
"Mean"	"F"	127	0.0105596893333333	1.24012356375	0.0609448455833333	2.36794898475	3.67957708333333	33.42808526
"Minus50"	"F"	127	0.0068654405	0.96232858875	0.0530758125833333	2.65730724158333	3.67957708333333	24.325491475
"Plus50"	"F"	127	0.01305463075	1.41600944941667	0.0657854265	2.18472757641667	3.67957708333333	42.5306792941667
"Mean"	"H"	127	0.219504513833333	24.8312394191667	1.26651991441667	24.5654840691667	50.8827479166667	224.0951263
"Minus50"	"H"	127	0.160225540333333	20.8973362691667	1.20252431	28.6226617966667	50.8827479166667	156.638228075
"Plus50"	"H"	127	0.25582112	26.9830825358333	1.29887977	22.34496449	50.8827479166667	291.552038433333
"Mean"	"F"	128	0.0107004213333333	1.2553916285	0.0615856565	2.38074937716667	3.70842708333333	33.5914072
"Minus50"	"F"	128	0.00697069941666667	0.97361009425	0.0535844316666667	2.67426185825	3.70842708333333	24.4005292258333
"Plus50"	"F"	128	0.0132131613333333	1.43327799166667	0.0664925721666667	2.195443358	3.70842708333333	42.7822854483333
"Mean"	"H"	128	0.222125341583333	25.1052257266667	1.27804872258333	24.6762981241667	51.2816979166667	225.521597891667
"Minus50"	"H"	128	0.162528704833333	21.1315636733333	1.21327565933333	28.7743298808333	51.2816979166667	157.393417641667
"Plus50"	"H"	128	0.258568105166667	27.2728594966667	1.31071736383333	22.4395529516667	51.2816979166667	293.64979415
"Mean"	"F"	129	0.0108409044166667	1.2706999175	0.0622288160833333	2.39350744533333	3.73727708333333	33.752797265
"Minus50"	"F"	129	0.00707601916666667	0.984946539166667	0.0540956409166667	2.69115888383333	3.73727708333333	24.4747061533333
"Plus50"	"F"	129	0.0133712258333333	1.45057236183333	0.0672017126666667	2.206131783	3.73727708333333	43.0308886825
"Mean"	"H"	129	0.224737262583333	25.3796023841667	1.28960530691667	24.7867029641667	51.6806479166667	226.934009591667
"Minus50"	"H"	129	0.164829852416667	21.3666970916667	1.22406854666667	28.9250524266667	51.6806479166667	158.142460966667
"Plus50"	"H"	129	0.261303013083333	27.5627671158333	1.32257620016667	22.5340015875	51.6806479166667	295.7255763
"Mean"	"F"	130	0.0109811376666667	1.28604683316667	0.0628742566666667	2.406224856	3.76612708333333	33.91226938
"Minus50"	"F"	130	0.00718139483333333	0.9963365645	0.0546093900833333	2.70799973391667	3.76612708333333	24.54802686
"Plus50"	"F"	130	0.0135288275833333	1.46789104575	0.0679127765833333	2.21679443325	3.76612708333333	43.2765122333333
"Mean"	"H"	130	0.227340380583333	25.6543484575	1.30118880708333	24.8967202725	52.0795979166667	228.332429725
"Minus50"	"H"	130	0.16712894375	21.6027126341667	1.23490220558333	29.0748541333333	52.0795979166667	158.885371316667
"Plus50"	"H"	130	0.26402603225	27.8527882958333	1.3344554435	22.6283281441667	52.0795979166667	297.779508208333
"Mean"	"F"	131	0.01112112075	1.30143082541667	0.0635219104166667	2.41890322675	3.79497708333333	34.0698401991667
"Minus50"	"F"	131	0.00728682175	1.00777884066667	0.0551256285833333	2.72478579266667	3.79497708333333	24.6204974041667
"Plus50"	"F"	131	0.0136859705	1.48523258008333	0.0686256944166667	2.22743283825	3.79497708333333	43.519183365
"Mean"	"H"	131	0.229934802	25.9294437258333	1.31279837691667	25.0063710141667	52.4785479166667	229.716947441667
"Minus50"	"H"	131	0.169425946083333	21.83958704	1.2457758765	29.2237590575	52.4785479166667	159.622173083333
"Plus50"	"H"	131	0.266737351583333	28.1429065733333	1.34635427416667	22.7225497166667	52.4785479166667	299.811743866667
"Mean"	"F"	132	0.0112608533333333	1.31685039008333	0.064171712	2.43154412766667	3.82382708333333	34.2255270225
"Minus50"	"F"	132	0.00739229491666667	1.01927206733333	0.0556443065833333	2.74151841441667	3.82382708333333	24.6921242391667
"Plus50"	"F"	132	0.01384265875	1.50259555041667	0.0693403984166667	2.238048476	3.82382708333333	43.7589301991667
"Mean"	"H"	132	0.232520636666667	26.204868645	1.32443318433333	25.1156754516667	52.8774979166667	231.087657925
"Minus50"	"H"	132	0.171720834916667	22.0772976566667	1.25668880525	29.37179062	52.8774979166667	160.352894358333
"Plus50"	"H"	132	0.269437159833333	28.4331060883333	1.35827188758333	22.81668278	52.8774979166667	301.822445516667
"Mean"	"F"	133	0.0114003356666667	1.33230406716667	0.0648235971666667	2.44414908333333	3.85267708333333	34.3793470183333
"Minus50"	"F"	133	0.00749781075	1.03081497341667	0.0561653746666667	2.7581989245	3.85267708333333	24.76291385
"Plus50"	"F"	133	0.0139988969166667	1.51997858891667	0.0700568214166667	2.24864277616667	3.85267708333333	43.9957806075
"Mean"	"H"	133	0.235097993	26.4806043416667	1.33609241158333	25.2246531716667	53.2764479166667	232.444656916667
"Minus50"	"H"	133	0.174013588	22.3158224441667	1.26764024625	29.5189716375	53.2764479166667	161.077564208333
"Plus50"	"H"	133	0.272125641333333	28.7233715716667	1.37020749525	22.9107432091667	53.2764479166667	303.811775633333
"Mean"	"F"	134	0.0115395679166667	1.34779044033333	0.0654775020833333	2.456719573	3.88152708333333	34.5313191358333
"Minus50"	"F"	134	0.00760336508333333	1.04240631516667	0.0566887845	2.7748286185	3.88152708333333	24.8328736725
"Plus50"	"F"	134	0.0141546886666667	1.53738037433333	0.0707748985833333	2.25921712175	3.88152708333333	44.2297650491667
"Mean"	"H"	134	0.237666980333333	26.7566325633333	1.34777525608333	25.333323115	53.6753979166667	233.788054158333
"Minus50"	"H"	134	0.1763041875	22.5551399358333	1.27862946091667	29.6653243333333	53.6753979166667	161.796219216667
"Plus50"	"H"	134	0.274802977666667	29.0136883058333	1.3821603235	23.0047463108333	53.6753979166667	305.779916958333
"Mean"	"F"	135	0.0116785504166667	1.36330813541667	0.066133365	2.4692570325	3.91037708333333	34.6814629525
"Minus50"	"F"	135	0.00770895416666667	1.05404487791667	0.0572144875833333	2.79140876366667	3.91037708333333	24.9020115416667
"Plus50"	"F"	135	0.01431003925	1.55479962841667	0.07149456625	2.26977284958333	3.91037708333333	44.460914845
"Mean"	"H"	135	0.240227708583333	27.032935685	1.3594809295	25.4417035941667	54.0743479166667	235.117965141667
"Minus50"	"H"	135	0.178592621333333	22.7952292458333	1.28965571925	29.8108703308333	54.0743479166667	162.508899616667
"Plus50"	"H"	135	0.277469350333333	29.304042115	1.39412961483333	23.0987068375	54.0743479166667	307.727060408333
"Mean"	"F"	136	0.0118172835833333	1.378855819	0.0667911250833333	2.48176285566667	3.93922708333333	34.8297988091667
"Minus50"	"F"	136	0.00781457475	1.06572947391667	0.0577424364166667	2.80794059808333	3.93922708333333	24.9703357333333
"Plus50"	"F"	136	0.0144649523333333	1.57223511575	0.0722157624166667	2.28031125291667	3.93922708333333	44.68926239
"Mean"	"H"	136	0.242780288333333	27.3094966608333	1.3712086575	25.5498123108333	54.4732979166667	236.434512125
"Minus50"	"H"	136	0.18087888075	23.0360700433333	1.30071829925	29.9556306925	54.4732979166667	163.215649516667
"Plus50"	"H"	136	0.2801249365	29.5944193408333	1.40611462625	23.1926390125	54.4732979166667	309.653406375
"Mean"	"F"	137	0.0119557683333333	1.39443219758333	0.0674507226666667	2.49423839466667	3.96807708333333	34.9763467341667
"Minus50"	"F"	137	0.00792022375	1.07745894291667	0.0582725841666667	2.82442533241667	3.96807708333333	25.0378544466667
"Plus50"	"F"	137	0.0146194329166667	1.58968564266667	0.0729384258333333	2.290833582	3.96807708333333	44.914839555
"Mean"	"H"	137	0.245324829583333	27.58629902	1.38295768075	25.6576663891667	54.8722479166667	237.737816566667
"Minus50"	"H"	137	0.183162960583333	23.2776425483333	1.31181648775	30.0996259191667	54.8722479166667	163.916513241667
"Plus50"	"H"	137	0.282769911666667	29.8848068266667	1.4181146305	23.2865565483333	54.8722479166667	311.559153358333
"Mean"	"F"	138	0.01209400575	1.41003601575	0.0681120995	2.5066849625	3.99692708333333	35.1211285883333
"Minus50"	"F"	138	0.0080258975	1.08923215141667	0.0588048846666667	2.84086414966667	3.99692708333333	25.1045768566667
"Plus50"	"F"	138	0.0147734851666667	1.6071500545	0.0736624976666667	2.30134104625	3.99692708333333	45.1376808758333
"Mean"	"H"	138	0.247861440333333	27.8633268383333	1.39472725433333	25.7652823858333	55.2711979166667	239.02801395
"Minus50"	"H"	138	0.1854448575	23.5199275075	1.3229495815	30.2428759691667	55.2711979166667	164.611542666667
"Plus50"	"H"	138	0.285404446166667	30.1751918833333	1.43012891533333	23.3804726716667	55.2711979166667	313.444520516667
"Mean"	"F"	139	0.0122319964166667	1.42566605633333	0.06877519825	2.51910383241667	4.02577708333333	35.2641666358333
"Minus50"	"F"	139	0.008131594	1.10104799225	0.0593392920833333	2.85725820516667	4.02577708333333	25.170512405
"Plus50"	"F"	139	0.0149271140833333	1.62462723491667	0.0743879193333333	2.31183481483333	4.02577708333333	45.3578214491667
"Mean"	"H"	139	0.250390232916667	28.1405647233333	1.40651664725	25.872676315	55.6701479166667	240.305244116667
"Minus50"	"H"	139	0.187724575583333	23.76290619	1.33411688441667	30.385400265	55.6701479166667	165.300792333333
"Plus50"	"H"	139	0.288028712833333	30.4655622941667	1.44215678308333	23.4744001283333	55.6701479166667	315.309732916667
"Mean"	"F"	140	0.01236974175	1.44132113783333	0.06943996325	2.5314962405	4.05462708333333	35.4054820941667
"Minus50"	"F"	140	0.00823730958333333	1.11290538433333	0.05987576125	2.87360862783333	4.05462708333333	25.2356700725
"Plus50"	"F"	140	0.0150803239166667	1.64211610583333	0.0751146343333333	2.32231601908333	4.05462708333333	45.5752947216667
"Mean"	"H"	140	0.252911314583333	28.4179977933333	1.418325143	25.9798636641667	56.0690979166667	241.56964045
"Minus50"	"H"	140	0.190002117166667	24.0065603741667	1.34531771216667	30.5272177125	56.0690979166667	165.9843142
"Plus50"	"H"	140	0.29064287675	30.75590627	1.45419755025	23.5683512191667	56.0690979166667	317.155005508333
"Mean"	"F"	141	0.0125072426666667	1.4570001145	0.0701063394166667	2.54386338675	4.08347708333333	35.5450978366667
"Minus50"	"F"	141	0.00834304266666667	1.12480327158333	0.0604142485833333	2.8899165205	4.08347708333333	25.3000597233333
"Plus50"	"F"	141	0.0152331194166667	1.65961562341667	0.07584258775	2.33278575275	4.08347708333333	45.790136585
"Mean"	"H"	141	0.255424792833333	28.6956116658333	1.43015203891667	26.0868594183333	56.4680479166667	242.821349366667
"Minus50"	"H"	141	0.1922774885	24.2508723241667	1.356551389	30.6683467158333	56.4680479166667	166.662167108333
"Plus50"	"H"	141	0.293247101666667	31.04621246	1.4662505495	23.6623378066667	56.4680479166667	318.980572158333
"Mean"	"F"	142	0.0126445005833333	1.47270187466667	0.0707742735833333	2.5562064345	4.11232708333333	35.68303734
"Minus50"	"F"	142	0.00844879041666667	1.13674062333333	0.0609547099166667	2.90618295983333	4.11232708333333	25.3636915766667
"Plus50"	"F"	142	0.0153855050833333	1.67712477941667	0.07657172525	2.34324507358333	4.11232708333333	46.0023837591667
"Mean"	"H"	142	0.257930775916667	28.9733924216667	1.44199664716667	26.1936780716667	56.8669979166667	244.060522625
"Minus50"	"H"	142	0.194550699416667	24.4958247908333	1.36781724891667	30.8088051775	56.8669979166667	167.334413108333
"Plus50"	"H"	142	0.295841549333333	31.3364699125	1.47831512683333	23.7563713283333	56.8669979166667	320.78667435
"Mean"	"F"	143	0.012781517	1.48842534016667	0.071443713	2.568526513	4.14117708333333	35.8193246675
"Minus50"	"F"	143	0.00855455083333333	1.14871643366667	0.0614971020833333	2.92240899691667	4.14117708333333	25.4265762075
"Plus50"	"F"	143	0.01553748575	1.69464259916667	0.0773019941666667	2.3536950045	4.14117708333333	46.21207381
"Mean"	"H"	143	0.260429372166667	29.2513266133333	1.45385829291667	26.3003336391667	57.2659479166667	245.287317275
"Minus50"	"H"	143	0.196821762416667	24.74140099	1.37911463575	30.9486105266667	57.2659479166667	168.001117366667
"Plus50"	"H"	143	0.298426379916667	31.6266680808333	1.49039064191667	23.8504628158333	57.2659479166667	322.573561066667
"Mean"	"F"	144	0.01291829375	1.50416946541667	0.0721146065833333	2.58082471766667	4.17002708333333	35.9539826083333
"Minus50"	"F"	144	0.00866032191666667	1.16072972058333	0.0620413835	2.93859565758333	4.17002708333333	25.4887235983333
"Plus50"	"F"	144	0.0156890656666667	1.71216814025	0.0780333431666667	2.36413653433333	4.17002708333333	46.4192423233333
"Mean"	"H"	144	0.262920688	29.5294012341667	1.46573631466667	26.4068396775	57.6648979166667	246.5018824
"Minus50"	"H"	144	0.199090692583333	24.9875846058333	1.39044290333333	31.0877797158333	57.6648979166667	168.662341508333
"Plus50"	"H"	144	0.301001750416667	31.91679679	1.502476469	23.9446229083333	57.6648979166667	324.341468858333
"Mean"	"F"	145	0.013054832	1.51993323575	0.072786904	2.59310211166667	4.19887708333333	36.0870348275
"Minus50"	"F"	145	0.0087661015	1.17277952575	0.0625875121666667	2.95474394383333	4.19887708333333	25.5501442233333
"Plus50"	"F"	145	0.0158402495	1.72970049183333	0.078765722	2.37457061983333	4.19887708333333	46.6239261608333
"Mean"	"H"	145	0.265404826833333	29.8076037058333	1.47763006625	26.5132093183333	58.0638479166667	247.704374283333
"Minus50"	"H"	145	0.201357503333333	25.2343597466667	1.40180141608333	31.22632925	58.0638479166667	169.318151141667
"Plus50"	"H"	145	0.303567811916667	32.206846235	1.51457199658333	24.0388618733333	58.0638479166667	326.090644566667
"Mean"	"F"	146	0.0131911334166667	1.53571566741667	0.07346055625	2.60535972625	4.22772708333333	36.2185055066667
"Minus50"	"F"	146	0.00887188825	1.18486491425	0.0631354473333333	2.9708548335	4.22772708333333	25.6108488616667
"Plus50"	"F"	146	0.01599104225	1.74723877316667	0.0794990818333333	2.38499818616667	4.22772708333333	46.8261629058333
"Mean"	"H"	146	0.267881893416667	30.0859218641667	1.48953891325	26.6194552475	58.4627979166667	248.894953858333
"Minus50"	"H"	146	0.20362221275	25.4817109725	1.41318954766667	31.3642751825	58.4627979166667	169.968614708333
"Plus50"	"H"	146	0.30612471575	32.4968069633333	1.526676626	24.1331896116667	58.4627979166667	327.821341766667
"Mean"	"F"	147	0.0133271996666667	1.55151580591667	0.07413551575	2.61759856208333	4.25657708333333	36.3484186266667
"Minus50"	"F"	147	0.00897768025	1.19698497333333	0.06368514875	2.98692928075	4.25657708333333	25.6708482375
"Plus50"	"F"	147	0.01614144775	1.76478213275	0.0802333750833333	2.39542012766667	4.25657708333333	47.0259897891667
"Mean"	"H"	147	0.270351989916667	30.3643439425	1.50146223541667	26.7255897491667	58.8617479166667	250.073781608333
"Minus50"	"H"	147	0.205884839166667	25.7296232533333	1.42460668275	31.50163314	58.8617479166667	170.613800741667
"Plus50"	"H"	147	0.308672609083333	32.7866698575	1.538789773	24.2276156775	58.8617479166667	329.533812816667
"Mean"	"F"	148	0.0134630325833333	1.56733272566667	0.074811735	2.62981959	4.28542708333333	36.4767987683333
"Minus50"	"F"	148	0.00908347625	1.20913881341667	0.0642365771666667	3.00296821641667	4.28542708333333	25.7301534241667
"Plus50"	"F"	148	0.01629147125	1.78232974783333	0.0809685546666667	2.40583730958333	4.28542708333333	47.2234449075
"Mean"	"H"	148	0.27281521875	30.6428585625	1.5133994255	26.83162471	59.2606979166667	251.241023225
"Minus50"	"H"	148	0.208145403916667	25.9780819741667	1.43605221566667	31.6384183225	59.2606979166667	171.253780833333
"Plus50"	"H"	148	0.311211637333333	33.0764261358333	1.55091086533333	24.3221492783333	59.2606979166667	331.228317525
"Mean"	"F"	149	0.0135986339166667	1.583165529	0.0754891690833333	2.6420237515	4.31427708333333	36.6036693125
"Minus50"	"F"	149	0.00918927441666667	1.22132556591667	0.0647896936666667	3.01897254925	4.31427708333333	25.7887749333333
"Plus50"	"F"	149	0.01644111675	1.79988082258333	0.08170457575	2.41625056833333	4.31427708333333	47.4185645108333
"Mean"	"H"	149	0.275271679833333	30.92145472	1.52534988908333	26.9375716275	59.6596479166667	252.396836783333
