"Peat_amount"	"Layer"	"Year"	"DPM_pool_accummulated_SOC"	"RPM_pool_accummulated_SOC"	"BIO_pool_accummulated_SOC"	"HUM_pool_accummulated_SOC"	"Total_SOC_accummulated"	"SOC_stock_with_accummulation"
"Mean"	"F"	32	0.000125206583333333	0.28782447775	0.0172268733333333	0.633650525666667	0.938827083333333	19.9761335441667
"Minus50"	"F"	32	0.0001008505	0.287314466	0.01722225575	0.634189509166667	0.938827083333333	19.8943206008333
"Plus50"	"F"	32	0.000149443	0.288332438083333	0.0172314779166667	0.633113724416667	0.938827083333333	20.0579443291667
"Mean"	"H"	32	0.00255954816666667	5.87736006683333	0.35858761575	6.74399068625	12.9824979166667	109.065385483333
"Minus50"	"H"	32	0.0020380085	5.86918239966667	0.358659032083333	6.75261847658333	12.9824979166667	108.479798125
"Plus50"	"H"	32	0.003077258	5.88550609583333	0.358517806	6.73539675691667	12.9824979166667	109.650830791667
"Mean"	"F"	33	0.000137795166666667	0.293360913333333	0.0176395240833333	0.656538850833333	0.967677083333333	19.8714724333333
"Minus50"	"F"	33	0.000107132666666667	0.292737006916667	0.0176340253333333	0.657198918416667	0.967677083333333	19.7702609841667
"Plus50"	"F"	33	0.000168270083333333	0.29398151275	0.0176450000833333	0.655882300083333	0.967677083333333	19.9726816933333
"Mean"	"H"	33	0.00283768333333333	6.00641274875	0.368432130583333	7.00376535408333	13.3814479166667	108.427241433333
"Minus50"	"H"	33	0.00217606475	5.9962819325	0.368521587333333	7.01446833216667	13.3814479166667	107.703129691667
"Plus50"	"H"	33	0.00349313208333333	6.01647998291667	0.368344624166667	6.99313017741667	13.3814479166667	109.151208991667
"Mean"	"F"	34	0.00015249475	0.298786576333333	0.0180450793333333	0.679542932916667	0.996527083333333	19.7764058258333
"Minus50"	"F"	34	0.000114483166666667	0.298020684333333	0.01803840825	0.680353507416667	0.996527083333333	19.6533874791667
"Plus50"	"F"	34	0.000190218666666667	0.299547233083333	0.01805171225	0.67873791975	0.996527083333333	19.8994219566667
"Mean"	"H"	34	0.00316492133333333	6.13342566083333	0.378168618583333	7.26563871608333	13.7803979166667	107.8579823
"Minus50"	"H"	34	0.00233918325	6.12083640283333	0.378278651583333	7.27894367891667	13.7803979166667	106.978028183333
"Plus50"	"H"	34	0.00398110108333333	6.14590124758333	0.37806100175	7.25245456625	13.7803979166667	108.737790308333
"Mean"	"F"	35	0.000169328333333333	0.304112777333333	0.0184437808333333	0.702651196666667	1.02537708333333	19.6906043741667
"Minus50"	"F"	35	0.000122920333333333	0.303173112416667	0.01843556525	0.703645485333333	1.02537708333333	19.543448305
"Plus50"	"F"	35	0.000215310666666667	0.305044349833333	0.01845193275	0.701665490083333	1.02537708333333	19.8377581983333
"Mean"	"H"	35	0.00354221308333333	6.25857956291667	0.387797526166667	7.52942861466667	14.1793479166667	107.35543575
"Minus50"	"H"	35	0.00252799925	6.24295313891667	0.38793001075	7.545936768	14.1793479166667	106.302834625
"Plus50"	"H"	35	0.00454214158333333	6.27401678683333	0.387668061666667	7.51312092658333	14.1793479166667	108.407888958333
"Mean"	"F"	36	0.000188316833333333	0.309350730166667	0.018835891	0.7258521455	1.05422708333333	19.6137506816667
"Minus50"	"F"	36	0.000132458916666667	0.3082018765	0.0188256714166667	0.727067076583333	1.05422708333333	19.4402008183333
"Plus50"	"F"	36	0.00024356375	0.310487391	0.0188460076666667	0.724650120833333	1.05422708333333	19.7872982791667
"Mean"	"H"	36	0.00397041858333333	6.38205807591667	0.397319835416667	7.79494958666667	14.5782979166667	106.917502166667
"Minus50"	"H"	36	0.0027431255	6.36274227708333	0.397475809666667	7.81533670483333	14.5782979166667	105.675945325
"Plus50"	"H"	36	0.00517703283333333	6.40107461766667	0.397167626	7.77487864025	14.5782979166667	108.158909375
"Mean"	"F"	37	0.000209477666666667	0.314511523333333	0.01922169	0.749134392166667	1.08307708333333	19.5455386458333
"Minus50"	"F"	37	0.000143113166666667	0.313114521416667	0.0192089150833333	0.750610533583333	1.08307708333333	19.3434110725
"Plus50"	"F"	37	0.000274989166666667	0.315890615083333	0.019234303	0.747677175916667	1.08307708333333	19.7476639308333
"Mean"	"H"	37	0.00445030475	6.5040469815	0.406737037166667	8.06201359333333	14.9772479166667	106.542150308333
"Minus50"	"H"	37	0.00298515241666667	6.48031653008333	0.40691653825	8.08702969608333	14.9772479166667	105.095809225
"Plus50"	"H"	37	0.00588635883333333	6.52732254791667	0.406562172666667	8.03747683733333	14.9772479166667	107.98834015
"Mean"	"F"	38	0.000232826166666667	0.319606095333333	0.01960147425	0.77248668775	1.11192708333333	19.485673095
"Minus50"	"F"	38	0.000154896583333333	0.317918538666667	0.0195854969166667	0.774268151	1.11192708333333	19.2528535408333
"Plus50"	"F"	38	0.000309592666666667	0.32126796775	0.0196172041666667	0.770732318666667	1.11192708333333	19.7184903416667
"Mean"	"H"	38	0.00498254533333333	6.62473350058333	0.416051102833333	8.33043076808333	15.3761979166667	106.22741515
"Minus50"	"H"	38	0.003254648	6.59579093775	0.41625301725	8.36089931341667	15.3761979166667	104.560926208333
"Plus50"	"H"	38	0.0066705085	6.65300685775	0.415854787166667	8.30066576316667	15.3761979166667	107.893751458333
"Mean"	"F"	39	0.00025837375	0.32464520825	0.01997555425	0.795897947	1.14077708333333	19.4338696733333
"Minus50"	"F"	39	0.00016782125	0.322621355416667	0.0199556280833333	0.798032278583333	1.14077708333333	19.1683109475
"Plus50"	"F"	39	0.000347375083333333	0.3266330415	0.0199951115	0.793801555333333	1.14077708333333	19.699426075
"Mean"	"H"	39	0.00556771858333333	6.744305576	0.42526445375	8.6000101685	15.7751479166667	105.971397825
"Minus50"	"H"	39	0.00355215625	6.709282617	0.425486382166667	8.63682676108333	15.7751479166667	104.069846391667
"Plus50"	"H"	39	0.00752967716666667	6.77837102675	0.425049112416667	8.56419810066667	15.7751479166667	107.872795291667
"Mean"	"F"	40	0.00028613025	0.329639426333333	0.0203442511666667	0.8193572755	1.16962708333333	19.3898541791667
"Minus50"	"F"	40	0.000181898916666667	0.3272303235	0.0203195283333333	0.821895332166667	1.16962708333333	19.0895738408333
"Plus50"	"F"	40	0.000388332	0.331999039416667	0.0203684375	0.816871274333333	1.16962708333333	19.690132175
"Mean"	"H"	40	0.00620630666666667	6.86295115416667	0.43437993125	8.87056052475	16.1740979166667	105.772261233333
"Minus50"	"H"	40	0.00387819591666667	6.82091049916667	0.434618068333333	8.914691153	16.1740979166667	103.621167541667
"Plus50"	"H"	40	0.00846386958333333	6.903654507	0.434149295	8.827830245	16.1740979166667	107.923199766667
"Mean"	"F"	41	0.000316232916666667	0.334599639416667	0.0207078898333333	0.8428533215	1.19847708333333	19.3547667691667
"Minus50"	"F"	41	0.000197207416666667	0.331752996	0.0206774233333333	0.84584945675	1.19847708333333	19.0171426033333
"Plus50"	"F"	41	0.000432644916666667	0.33737952725	0.0207375928333333	0.839927318416667	1.19847708333333	19.6923885758333
"Mean"	"H"	41	0.00690152758333333	6.980866986	0.44340042875	9.14187897408333	16.5730479166667	105.638174633333
"Minus50"	"H"	41	0.00423473516666667	6.9308001865	0.443649622916667	9.19436337216667	16.5730479166667	103.218506775
"Plus50"	"H"	41	0.00947699225	7.02910483308333	0.443159449333333	9.09130664216667	16.5730479166667	108.05768625
"Mean"	"F"	42	0.000349150916666667	0.339538971833333	0.0210667940833333	0.8663721665	1.22732708333333	19.32952552
"Minus50"	"F"	42	0.000213995666666667	0.336198131	0.0210295410833333	0.86988541575	1.22732708333333	18.9514091333333
"Plus50"	"F"	42	0.000480977	0.342791154	0.0211029829166667	0.862951969416667	1.22732708333333	19.7076395375
"Mean"	"H"	42	0.00766412	7.0982923855	0.452328236	9.41371317533333	16.9719979166667	105.575792991667
"Minus50"	"H"	42	0.00462771633333333	7.03910238116667	0.452582361416667	9.475685458	16.9719979166667	102.864739691667
"Plus50"	"H"	42	0.0105836696666667	7.15502430008333	0.452082699583333	9.35430724716667	16.9719979166667	108.2866891
"Mean"	"F"	43	0.000385067833333333	0.344470654583333	0.0214213284166667	0.8899000325	1.25617708333333	19.3136864125
"Minus50"	"F"	43	0.000232369333333333	0.340574597166667	0.0213761340833333	0.893993982833333	1.25617708333333	18.8920867491667
"Plus50"	"F"	43	0.0005335675	0.3482505535	0.0214650655833333	0.88592789675	1.25617708333333	19.7352836975
"Mean"	"H"	43	0.00849872825	7.21547263441667	0.461166649916667	9.68580990425	17.3709479166667	105.582066308333
"Minus50"	"H"	43	0.00506001741666667	7.14597384458333	0.46141820425	9.75849585025	17.3709479166667	102.557904666667
"Plus50"	"H"	43	0.0117894871666667	7.281717465	0.460923518666667	9.61651744575	17.3709479166667	108.60607
"Mean"	"F"	44	0.00042403025	0.349407547583333	0.02177187975	0.913423625916667	1.28502708333333	19.3069041308333
"Minus50"	"F"	44	0.00025236525	0.344891130833333	0.021717469	0.91816611825	1.28502708333333	18.8389405025
"Plus50"	"F"	44	0.000590451583333333	0.3537736485	0.0218243254166667	0.908838657833333	1.28502708333333	19.7748653733333
"Mean"	"H"	44	0.00940673458333333	7.33264948616667	0.469919731	9.95792196475	17.7698979166667	105.654626966667
"Minus50"	"H"	44	0.00553288133333333	7.2515726005	0.470159556333333	10.0426328786667	17.7698979166667	102.296395816667
"Plus50"	"H"	44	0.01309520275	7.409477413	0.469687351166667	9.87763794975	17.7698979166667	109.012699441667
"Mean"	"F"	45	0.000466043833333333	0.35436209625	0.022118846	0.93693009725	1.31387708333333	19.3088683525
"Minus50"	"F"	45	0.000274	0.349156315416667	0.0220538220833333	0.942392945916667	1.31387708333333	18.7917552408333
"Plus50"	"F"	45	0.000651601916666667	0.359375585666667	0.02218125875	0.931668636916667	1.31387708333333	19.8259790716667
"Mean"	"H"	45	0.0103883985833333	7.45005948366667	0.47859205075	10.2298079833333	18.1688479166667	105.791362058333
"Minus50"	"H"	45	0.00604700883333333	7.35605719858333	0.47880918125	10.3279345275	18.1688479166667	102.07874895
"Plus50"	"H"	45	0.014499892	7.53858333558333	0.478380235833333	10.1373844533333	18.1688479166667	109.503816025
"Mean"	"F"	46	0.000511176083333333	0.35934662575	0.0224626289166667	0.960406652583333	1.34272708333333	19.3201093125
"Minus50"	"F"	46	0.000297323416666667	0.353378741916667	0.0223854741666667	0.966665543916667	1.34272708333333	18.7507383
"Plus50"	"F"	46	0.000717080583333333	0.365071147083333	0.0225363591666667	0.954402496416667	1.34272708333333	19.8894779275
"Mean"	"H"	46	0.0114452026666667	7.56793841375	0.48718838975	10.5012259091667	18.5677979166667	105.996111975
"Minus50"	"H"	46	0.00660379883333333	7.45958940491667	0.487370047333333	10.6142346633333	18.5677979166667	101.906490183333
"Plus50"	"H"	46	0.0160042999166667	7.66930646175	0.487008359083333	10.395478795	18.5677979166667	110.085574225
"Mean"	"F"	47	0.000559685166666667	0.364374447	0.0228036294166667	0.983839321916667	1.37157708333333	19.34103367
"Minus50"	"F"	47	0.000322486333333333	0.357567611166667	0.0227127101666667	0.990974276166667	1.37157708333333	18.7160373733333
"Plus50"	"F"	47	0.000787219416666667	0.370876284416667	0.0228901130833333	0.977023466333333	1.37157708333333	19.9660275708333
"Mean"	"H"	47	0.0125828666666667	7.68654059991667	0.495713323	10.7719111266667	18.9667479166667	106.271876583333
"Minus50"	"H"	47	0.00720698491666667	7.5623453875	0.495845114166667	10.90135043	18.9667479166667	101.780738716667
"Plus50"	"H"	47	0.01761503375	7.80193563183333	0.495577458416667	10.6516197941667	18.9667479166667	110.762854666667
"Mean"	"F"	48	0.00061165425	0.3694585675	0.0231422699166667	1.00721459175	1.40042708333333	19.3712549316667
"Minus50"	"F"	48	0.00034955075	0.361732053083333	0.023035828	1.01530965141667	1.40042708333333	18.6874056258333
"Plus50"	"F"	48	0.000862093666666667	0.376806302333333	0.0232430308333333	0.9995156565	1.40042708333333	20.0551018341667
"Mean"	"H"	48	0.0138032573333333	7.8061158425	0.504172103416667	11.0416067141667	19.3656979166667	106.616002316667
"Minus50"	"H"	48	0.00785833608333333	7.66450313225	0.504237802083333	11.1890986466667	19.3656979166667	101.699799875
"Plus50"	"H"	48	0.0193331164166667	7.93674604108333	0.504094073083333	10.905524685	19.3656979166667	111.532044841667
"Mean"	"F"	49	0.00066708225	0.374611403916667	0.0234789816666667	1.03051961558333	1.42927708333333	19.4104491216667
"Minus50"	"F"	49	0.00037853625	0.365880973083333	0.0233551349166667	1.039662439	1.42927708333333	18.6646294791667
"Plus50"	"F"	49	0.000941655333333333	0.382875456	0.0235956284166667	1.02186434341667	1.42927708333333	20.1562663683333
"Mean"	"H"	49	0.0151061613333333	7.92690328391667	0.5125704665	11.310068005	19.7646479166667	107.0262656
"Minus50"	"H"	49	0.00855856175	7.7662391305	0.512551896916667	11.4772983266667	19.7646479166667	101.6622065
"Plus50"	"H"	49	0.0211565985833333	8.07399123258333	0.512565252333333	11.1569348333333	19.7646479166667	112.390164833333
"Mean"	"F"	50	0.00072594175	0.3798447545	0.023814197	1.05374219025	1.45812708333333	19.4583172233333
"Minus50"	"F"	50	0.000409448916666667	0.370023036666667	0.023670942	1.06402365575	1.45812708333333	18.6475097375
"Plus50"	"F"	50	0.00102581791666667	0.389096928583333	0.023948417	1.04405591966667	1.45812708333333	20.2691223158333
"Mean"	"H"	50	0.0164905988333333	8.04913014841667	0.520914445166667	11.5770627241667	20.1635979166667	107.500620475
"Minus50"	"H"	50	0.00930799241666667	7.86772767066667	0.520791456333333	11.7657707966667	20.1635979166667	101.666592241667
"Plus50"	"H"	50	0.0230824628333333	8.21390195075	0.520998288833333	11.4056152133333	20.1635979166667	113.334488991667
"Mean"	"F"	51	0.000788232666666667	0.3851699405	0.0241483441666667	1.07687056608333	1.48697708333333	19.5149862233333
"Minus50"	"F"	51	0.000442310416666667	0.374166747583333	0.0239835613333333	1.08838446391667	1.48697708333333	18.6360620591667
"Plus50"	"F"	51	0.00111453316666667	0.39548303575	0.0243018955	1.066077619	1.48697708333333	20.3939080016667
"Mean"	"H"	51	0.0179560708333333	8.17301361425	0.529210179083333	11.8423680525	20.5625479166667	108.040035008333
"Minus50"	"H"	51	0.010107254	7.96914194033333	0.528960713333333	12.05433801	20.5625479166667	101.713109375
"Plus50"	"H"	51	0.0251083715833333	8.35668910183333	0.5294004465	11.6513499975	20.5625479166667	114.3668012
"Mean"	"F"	52	0.00085404625	0.390598345833333	0.0244818448333333	1.09989284616667	1.51582708333333	19.5805264833333
"Minus50"	"F"	52	0.000477193	0.378320750416667	0.0242933046666667	1.11273583533333	1.51582708333333	18.6302755683333
"Plus50"	"F"	52	0.00120788133333333	0.40204596075	0.0246565455	1.08791669583333	1.51582708333333	20.5307750225
"Mean"	"H"	52	0.0195040684166667	8.29876989408333	0.537463686083333	12.1057602691667	20.9614979166667	108.645090225
"Minus50"	"H"	52	0.0109581160833333	8.07065952758333	0.537063954666667	12.3428163183333	20.9614979166667	101.801728033333
"Plus50"	"H"	52	0.0272347090833333	8.50255575258333	0.537778640583333	11.893928815	20.9614979166667	115.488293375
"Mean"	"F"	53	0.000923384666666667	0.39614078075	0.0248151229166667	1.122797795	1.54467708333333	19.6546166441667
"Minus50"	"F"	53	0.000514121083333333	0.382493476583333	0.0246004894166667	1.137068996	1.54467708333333	18.6299452333333
"Plus50"	"F"	53	0.00130581325	0.40879690975	0.025012846	1.10956151441667	1.54467708333333	20.6792856891667
"Mean"	"H"	53	0.0211340555833333	8.42660274075	0.54568125225	12.3670298683333	21.3604479166667	109.313571325
"Minus50"	"H"	53	0.0118612741666667	8.17245549125	0.54510573625	12.631025415	21.3604479166667	101.931031225
"Plus50"	"H"	53	0.0294590803333333	8.65168319458333	0.546139986916667	12.1331656541667	21.3604479166667	116.6959529
"Mean"	"F"	54	0.00099620575	0.401807347666667	0.025148598	1.14557493183333	1.57352708333333	19.7369712783333
"Minus50"	"F"	54	0.000553097916666667	0.386693064916667	0.0249054335	1.16137548716667	1.57352708333333	18.6348856516667
"Plus50"	"F"	54	0.00140821933333333	0.415745947333333	0.025371263	1.13100165358333	1.57352708333333	20.8390545491667
"Mean"	"H"	54	0.0228443961666667	8.55670052591667	0.553869302333333	12.6259836925	21.7593979166667	110.043508233333
"Minus50"	"H"	54	0.0128168295833333	8.27470042408333	0.553090813583333	12.9187898491667	21.7593979166667	102.099734975
"Plus50"	"H"	54	0.0317776518333333	8.80422809466667	0.55449162775	12.3689005441667	21.7593979166667	117.987123641667
"Mean"	"F"	55	0.00107245275	0.407607437916667	0.0254826805	1.16821451225	1.60237708333333	19.8273219158333
"Minus50"	"F"	55	0.000594118166666667	0.390927352916667	0.02520845325	1.18564715883333	1.60237708333333	18.6449214866667
"Plus50"	"F"	55	0.00151497	0.4229020205	0.0257322453333333	1.15222784741667	1.60237708333333	21.009720005
"Mean"	"H"	55	0.0246330310833333	8.68923584216667	0.56203428425	12.8824447591667	22.1583479166667	110.833048266667
"Minus50"	"H"	55	0.0138246466666667	8.3775599115	0.5610240785	13.20593928	22.1583479166667	102.306624058333
"Plus50"	"H"	55	0.0341861105833333	8.96032298891667	0.56284057875	12.6009982375	22.1583479166667	119.359315425
"Mean"	"F"	56	0.00115207325	0.413549777416667	0.02581776925	1.19070746333333	1.63122708333333	19.9255238908333
"Minus50"	"F"	56	0.00063717925	0.395203897	0.0255098624166667	1.20987614475	1.63122708333333	18.659940835
"Plus50"	"F"	56	0.00162594308333333	0.430273043416667	0.0260962193333333	1.17323187741667	1.63122708333333	21.1911046208333
"Mean"	"H"	56	0.02649791875	8.82436607691667	0.570182573666667	13.1362513475	22.5572979166667	111.681211141667
"Minus50"	"H"	56	0.01488459275	8.48119455433333	0.568910505333333	13.4923082625	22.5572979166667	102.550929433333
"Plus50"	"H"	56	0.0366802711666667	9.12007798633333	0.571193612583333	12.8293460458333	22.5572979166667	120.8113367
"Mean"	"F"	57	0.00123503675	0.419642577416667	0.0261542495833333	1.21304521966667	1.66007708333333	20.0314238275
"Minus50"	"F"	57	0.000682291166666667	0.399530052833333	0.0258099699166667	1.23405476941667	1.66007708333333	18.6798289175
"Plus50"	"F"	57	0.00174104816666667	0.437866118166667	0.0264635878333333	1.19400632925	1.66007708333333	21.3830164316667
"Mean"	"H"	57	0.0284374728333333	8.96223591583333	0.578320381	13.3872541466667	22.9562479166667	112.586954525
"Minus50"	"H"	57	0.0159967885833333	8.58576122775	0.576755098083333	13.7777348	22.9562479166667	102.831860441667
"Plus50"	"H"	57	0.03925665775	9.28358471958333	0.579557144583333	13.0538493941667	22.9562479166667	122.341893475
"Mean"	"F"	58	0.00132128716666667	0.425893381083333	0.0264924950833333	1.23521991991667	1.68892708333333	20.1447678591667
"Minus50"	"F"	58	0.000729449583333333	0.403912877833333	0.0261090819166667	1.258175674	1.68892708333333	18.7044221341667
"Plus50"	"F"	58	0.00186016075	0.445687364083333	0.0268347336666667	1.21454482491667	1.68892708333333	21.5851112983333
"Mean"	"H"	58	0.0304495191666667	9.1029747335	0.586453827	13.6353198366667	23.3551979166667	113.548514358333
"Minus50"	"H"	58	0.0171610009166667	8.69141095216667	0.5845629265	14.0620630366667	23.3551979166667	103.1482749
"Plus50"	"H"	58	0.0419111245	9.45091425341667	0.58793735125	13.2744351891667	23.3551979166667	123.948599833333
"Mean"	"F"	59	0.0014107555	0.43230904675	0.0268328658333333	1.25722441533333	1.71777708333333	20.2653179941667
"Minus50"	"F"	59	0.000778643	0.408359110333333	0.0264074991666667	1.28223183041667	1.71777708333333	18.7335661858333
"Plus50"	"F"	59	0.00198314091666667	0.453741922	0.0272100159166667	1.2348420045	1.71777708333333	21.7970675308333
"Mean"	"H"	59	0.0325315640833333	9.2466962765	0.59458888375	13.8803311933333	23.7541479166667	114.564232258333
"Minus50"	"H"	59	0.01837678375	8.79828820258333	0.592339087	14.3451438441667	23.7541479166667	103.499092233333
"Plus50"	"H"	59	0.044639234	9.62211767716667	0.596340110416667	13.491050895	23.7541479166667	125.62921955
"Mean"	"F"	60	0.00150336766666667	0.438895763333333	0.0271757053333333	1.27905224691667	1.74662708333333	20.3928467033333
"Minus50"	"F"	60	0.000829857	0.412875169333333	0.0267055168333333	1.30621654008333	1.74662708333333	18.7671133391667
"Plus50"	"F"	60	0.00210984458333333	0.462034003666667	0.0275897699166667	1.25489346533333	1.74662708333333	22.0185778241667
"Mean"	"H"	60	0.0346809914166667	9.39349906933333	0.602731326166667	14.1221865291667	24.1530979166667	115.632519375
"Minus50"	"H"	60	0.01964358075	8.90653064683333	0.600088669583333	14.6268350191667	24.1530979166667	103.883275308333
"Plus50"	"H"	60	0.0474365224166667	9.79722752341667	0.604770954416667	13.7036629166667	24.1530979166667	127.381612091667
"Mean"	"F"	61	0.001599033	0.445659016	0.027521342	1.30069769258333	1.77547708333333	20.52696687
"Minus50"	"F"	61	0.000883067	0.417467118916667	0.0270034231666667	1.33012347441667	1.77547708333333	18.8048373258333
"Plus50"	"F"	61	0.00224010725	0.470566877833333	0.0279743061666667	1.27469579175	1.77547708333333	22.2490941933333
"Mean"	"H"	61	0.0368948156666667	9.54346603525	0.61088673425	14.3608003316667	24.5520479166667	116.750651866667
"Minus50"	"H"	61	0.0209605685833333	9.01626827291667	0.607816749416667	14.907002325	24.5520479166667	104.299227791667
"Plus50"	"H"	61	0.0502981930833333	9.97625829683333	0.613235090666667	13.9122563358333	24.5520479166667	129.201926008333
"Mean"	"F"	62	0.00169762191666667	0.45260341175	0.0278700869166667	1.32215596266667	1.80432708333333	20.6673272575
"Minus50"	"F"	62	0.000938226333333333	0.42214054675	0.0273014989166667	1.35394681166667	1.80432708333333	18.8465310466667
"Plus50"	"F"	62	0.00237371625	0.479342688666667	0.0283639131666667	1.29424676491667	1.80432708333333	22.4881212708333
"Mean"	"H"	62	0.0391692074166667	9.696661894	0.619060527916667	14.5961062858333	24.9509979166667	117.916146983333
"Minus50"	"H"	62	0.0223263510833333	9.12762085808333	0.615528394416667	15.1855223125	24.9509979166667	104.745481958333
"Plus50"	"H"	62	0.0532185255833333	10.1592045183333	0.621737472083333	14.1168374008333	24.9509979166667	131.086663683333
"Mean"	"F"	63	0.00179903791666667	0.4597329375	0.0282222314166667	1.34342287658333	1.83317708333333	20.813748765
"Minus50"	"F"	63	0.000995304333333333	0.426900709	0.0276000150833333	1.37768105508333	1.83317708333333	18.8920746533333
"Plus50"	"F"	63	0.00251050691666667	0.48836279875	0.0287588489166667	1.31354492908333	1.83317708333333	22.735420705
"Mean"	"H"	63	0.0415010648333333	9.85313765933333	0.627257777833333	14.8280514141667	25.3499479166667	119.127742283333
"Minus50"	"H"	63	0.0237399011666667	9.24070054741667	0.623228548666667	15.4622789183333	25.3499479166667	105.221187941667
"Plus50"	"H"	63	0.0561928870833333	10.3460464566667	0.63028256475	14.3174260075	25.3499479166667	133.034149908333
"Mean"	"F"	64	0.00190319975	0.467051034	0.0285780460833333	1.36449480341667	1.86202708333333	20.96604895
"Minus50"	"F"	64	0.0010542795	0.43175256375	0.0278992331666667	1.40132100675	1.86202708333333	18.94134776
"Plus50"	"F"	64	0.002650338	0.497627908083333	0.0291593444166667	1.33258949308333	1.86202708333333	22.9907479966667
"Mean"	"H"	64	0.0438876663333333	10.0129322708333	0.63548322575	15.056594755	25.7488979166667	120.384148008333
"Minus50"	"H"	64	0.0252003603333333	9.35561240841667	0.63092203225	15.7371631158333	25.7488979166667	105.725489791667
"Plus50"	"H"	64	0.0592172625833333	10.5367526383333	0.638874388333333	14.5140536266667	25.7488979166667	135.042661266667
"Mean"	"F"	65	0.00201003041666667	0.474560624666667	0.0289377841666667	1.38536864433333	1.89087708333333	21.1240493583333
"Minus50"	"F"	65	0.00111513116666667	0.436700777333333	0.0281994055	1.42486176958333	1.89087708333333	18.9942330675
"Plus50"	"F"	65	0.002793077	0.507138110166667	0.0295656066666667	1.35138028958333	1.89087708333333	23.253863535
"Mean"	"H"	65	0.0463264276666667	10.176073415	0.643741298083333	15.2817067758333	26.1478479166667	121.684096683333
"Minus50"	"H"	65	0.0267068953333333	9.47245445866667	0.63861353875	16.0100730233333	26.1478479166667	106.257549866667
"Plus50"	"H"	65	0.0622879304166667	10.7312813133333	0.64751655525	14.7067621183333	26.1478479166667	137.110500325
"Mean"	"F"	66	0.002119422	0.482264027916667	0.0293016818333333	1.40604195158333	1.91972708333333	21.2872031533333
"Minus50"	"F"	66	0.00117781983333333	0.441749651583333	0.0285007758333333	1.44829883616667	1.91972708333333	19.0504301408333
"Plus50"	"F"	66	0.00293855433333333	0.516892811083333	0.0299778225833333	1.36991789525	1.91972708333333	23.5239740833333
"Mean"	"H"	66	0.0488141715833333	10.3425765666667	0.652036184916667	15.5033709941667	26.5467979166667	123.023707116667
"Minus50"	"H"	66	0.0282582335	9.59131628791667	0.64630766775	16.2809157266667	26.5467979166667	106.815230741667
"Plus50"	"H"	66	0.065400551	10.9295800275	0.6562123865	14.8956049508333	26.5467979166667	139.232042191667
"Mean"	"F"	67	0.0022311885	0.490162586166667	0.02966996075	1.426513348	1.94857708333333	21.45503138
"Minus50"	"F"	67	0.00124225866666667	0.446902864416667	0.0288035788333333	1.47162838158333	1.94857708333333	19.1096735025
"Plus50"	"F"	67	0.0030865005	0.526890318416667	0.0303961605	1.38820410358333	1.94857708333333	23.8003872041667
"Mean"	"H"	67	0.0513460601666667	10.5124395608333	0.66037197075	15.7215903233333	26.9457479166667	124.399556891667
"Minus50"	"H"	67	0.02985195825	9.71227410175	0.654008984166667	16.5496128725	26.9457479166667	107.396631183333
"Plus50"	"H"	67	0.0685488694166667	11.1315805375	0.664965109666667	15.0806534	26.9457479166667	141.402343308333
"Mean"	"F"	68	0.00234521666666667	0.498257163916667	0.030042817	1.44678188541667	1.97742708333333	21.6274264858333
"Minus50"	"F"	68	0.001308402	0.452163781166667	0.0291080348333333	1.49484686516667	1.97742708333333	19.1718843475
"Plus50"	"F"	68	0.00323674758333333	0.537128444333333	0.0308207585833333	1.40624113291667	1.97742708333333	24.0829666008333
"Mean"	"H"	68	0.0539188489166667	10.6856506641667	0.668752278166667	15.9363761258333	27.3446979166667	125.810863916667
"Minus50"	"H"	68	0.0314865645833333	9.83539652716667	0.661721797166667	16.8160930275	27.3446979166667	108.001176508333
"Plus50"	"H"	68	0.0717287455833333	11.3372074108333	0.6737774	15.2619843608333	27.3446979166667	143.620414083333
"Mean"	"F"	69	0.00246142841666667	0.506548274833333	0.03042042675	1.46684695333333	2.00627708333333	21.8042628791667
"Minus50"	"F"	69	0.00137622191666667	0.45753552825	0.0294143528333333	1.51795098041667	2.00627708333333	19.236975795
"Plus50"	"F"	69	0.00338917566666667	0.547604672833333	0.0312517293333333	1.42403150541667	2.00627708333333	24.3715479758333
"Mean"	"H"	69	0.0565301195	10.8621910775	0.67718033575	16.1477463825	27.7436479166667	127.256717616667
"Minus50"	"H"	69	0.0331610026666667	9.96074602916667	0.669450193333333	17.0802906925	27.7436479166667	108.62823425
"Plus50"	"H"	69	0.07493715525	11.546381005	0.6826514805	15.4396782775	27.7436479166667	145.885065875
"Mean"	"F"	70	0.00257975483333333	0.515036110166667	0.03080294875	1.4867082695	2.03512708333333	21.9854136233333
"Minus50"	"F"	70	0.00144569558333333	0.463021	0.029722731	1.5409376565	2.03512708333333	19.3048611958333
"Plus50"	"F"	70	0.00354367983333333	0.558316205916667	0.0316891655833333	1.44157803208333	2.03512708333333	24.6659640966667
"Mean"	"H"	70	0.0591777453333333	11.0420357683333	0.685659039166667	16.3557253641667	28.1425979166667	128.736191283333
"Minus50"	"H"	70	0.03487435075	10.088379135	0.67719806125	17.3421463683333	28.1425979166667	109.277169941667
"Plus50"	"H"	70	0.07817150525	11.7590185033333	0.69158920675	15.6138187016667	28.1425979166667	148.1950797
"Mean"	"F"	71	0.00270009233333333	0.523720433916667	0.0311905275	1.5063660295	2.06397708333333	22.1702871033333
