"Land_use"	"Year"	"Modelling"	"TotalSOC_stock_tha"	"Min_TotalSOC_stock_tha"	"Max_TotalSOC_stock_tha"	"DPM_stock_tha"	"Min_DPM_stock_tha"	"Max_DPM_stock_tha"	"RPM_stock_tha"	"Min_RPM_stock_tha"	"Max_RPM_stock_tha"	"BIO_stock_tha"	"Min_BIO_stock_tha"	"Max_BIO_stock_tha"	"HUM_stock_tha"	"Min_HUM_stock_tha"	"Max_HUM_stock_tha"	"IOM_stock_tha"	"Min_IOM_stock_tha"	"Max_IOM_stock_tha"
"Forest "	88	"FH_acc"	222.366224295	165.76	296.2732186	0.923297240983333	0.561169693	1.289283681	81.513074992	65.94498493	101.9207258	3.59218358478333	2.934560807	4.40846052	116.431441944	57.5292266	168.9876162	22.349973694	16.68	31.98
"Grassland"	88	"FH_acc"	173.429754677778	165.33658	181.9708402	1.07046675725	0.83962721	1.242426143	82.5770766880556	79.93244534	85.39071771	3.50155797125	3.344118636	3.65243094	69.1133226136111	61.46035152	81.46755854	18.59737393	16.77	21.35613082
"Forest "	89	"FH_acc"	224.322220458333	168	298.621021	0.93689794365	0.572210953	1.311578429	83.1602093545	67.26698354	103.9589216	3.6590979892	2.986754157	4.486230105	116.6674505815	57.7829751	169.2390703	22.349973694	16.68	31.98
"Grassland"	89	"FH_acc"	175.303938622222	167.2844524	183.8201577	1.08677824766667	0.853063184	1.26612522	84.4299773288889	81.73263776	87.29744623	3.58478311047222	3.426409458	3.734227403	69.0334763941667	61.4291385	81.38706401	18.59737393	16.77	21.35613082
"Forest "	90	"FH_acc"	226.289511196667	170.26	300.9857352	0.95069189805	0.573266634	1.323904828	84.810098903	68.59168596	106.0109325	3.7265414146	3.03936181	4.564143058	116.9104291295	58.05712889	169.4904229	22.349973694	16.68	31.98
"Grassland"	90	"FH_acc"	177.194428802778	169.2477874	185.6846276	1.10372073636111	0.866608316	1.28065021	86.2858365066667	83.53553408	89.20080698	3.66928967105556	3.508757024	3.826331488	68.9674747722222	61.41175674	81.31867336	18.59737393	16.77	21.35613082
"Forest "	91	"FH_acc"	228.262777601667	172.52	303.3573647	0.9645793644	0.58433673	1.346262414	86.4584876145	69.91911607	108.0567604	3.79433983736667	3.092362488	4.64220067	117.161381969167	58.3317124	169.7516888	22.349973694	16.68	31.98
"Grassland"	91	"FH_acc"	179.094950038889	171.2267813	187.5537454	1.12025994222222	0.88022815	1.304450671	88.1406499886111	85.34147732	91.10078451	3.752559856	3.591181755	3.908742755	68.91326352	61.40567676	81.26228852	18.59737393	16.77	21.35613082
"Forest "	92	"FH_acc"	230.2372744	174.79	305.7258924	0.97806459585	0.595420266	1.368648992	88.0998068085	71.24344138	110.0963961	3.86181066908333	3.145675209	4.720404003	117.420302088167	58.60674972	170.0228821	22.349973694	16.68	31.98
"Grassland"	92	"FH_acc"	181.002427980556	173.2112622	189.4294004	1.13591461325	0.893057822	1.319092674	89.9904061086111	87.14166555	92.99734339	3.83619022283333	3.673571453	3.991460466	68.8714923316667	61.41091829	81.21765039	18.59737393	16.77	21.35613082
"Forest "	93	"FH_acc"	232.215707915	177.05	308.1213043	0.990214929483333	0.596516716	1.381063793	89.7379272618333	72.56491419	112.1398308	3.93061131253333	3.199236052	4.808753952	117.685188946833	58.90226436	170.3040172	22.349973694	16.68	31.98
"Grassland"	93	"FH_acc"	182.917390561111	175.2024174	191.3129179	1.15126416286111	0.905783233	1.333389718	91.8357593344444	88.93727504	94.88044962	3.9198826315	3.755872598	4.074483721	68.8420210005556	61.42750057	81.18452114	18.59737393	16.77	21.35613082
"Forest "	94	"FH_acc"	234.197026168333	179.32	310.5135879	1.0025487389	0.607625922	1.403506567	91.3715510013333	73.88377385	114.177056	3.99956992111667	3.253012689	4.887251311	117.958046015333	59.19827945	170.5851082	22.349973694	16.68	31.98
"Grassland"	94	"FH_acc"	184.842050875	177.2009658	193.2048134	1.16721425241667	0.918613622	1.357327376	93.6781199519444	90.72954019	96.77007053	4.00391543752778	3.838081182	4.167811566	68.8247366391667	61.45544248	81.16314556	18.59737393	16.77	21.35613082
"Forest "	95	"FH_acc"	236.182482765	181.59	312.9227321	1.01507129033333	0.618747838	1.415977235	93.0010447565	75.20024738	116.2180635	4.06768269385	3.306982736	4.965896795	118.237711288833	59.50481778	170.8761691	22.349973694	16.68	31.98
"Grassland"	95	"FH_acc"	186.774813061111	179.2074745	195.1055831	1.182655565	0.931504675	1.372132813	95.5184643811111	92.51913153	98.65617478	4.08746217211111	3.920212454	4.251443028	68.8184353402778	61.49476265	81.15340352	18.59737393	16.77	21.35613082
"Forest "	96	"FH_acc"	238.166220078333	183.87	315.3187115	1.02682061048333	0.619882451	1.428475183	94.6218363748333	76.5145502	118.2528382	4.13760793565	3.361128099	5.054691009	118.5231835995	59.81190187	171.1772139	22.349973694	16.68	31.98
"Grassland"	96	"FH_acc"	188.710444377778	181.2224342	197.0017812	1.19726320494444	0.944446568	1.386577609	97.3492647372222	94.30665163	100.5187187	4.17049244147222	4.002281071	4.335377042	68.8240930705556	61.54204887	81.16219827	18.59737393	16.77	21.35613082
"Forest "	97	"FH_acc"	240.14285524	186.14	317.7214754	1.03846907248333	0.631028495	1.450997564	96.2287128156667	77.81929896	120.2613512	4.20615951886667	3.415353278	5.133634283	118.816447162167	60.1295538	171.4782561	22.349973694	16.68	31.98
"Grassland"	97	"FH_acc"	190.642054575	183.2328641	198.8955421	1.21140424488889	0.956330799	1.401065677	99.16718305	96.08084343	102.3776338	4.25402159441667	4.084133257	4.419612125	68.8409291638889	61.60406182	81.18351794	18.59737393	16.77	21.35613082
"Forest "	98	"FH_acc"	242.114051095	188.4	320.1209772	1.0496040221	0.642185286	1.463543378	97.8245791343333	79.11499114	122.2735747	4.27449325863333	3.469584692	5.212726768	119.116327932167	60.45779492	171.7893091	22.349973694	16.68	31.98
"Grassland"	98	"FH_acc"	192.573413361111	185.2404942	200.7881018	1.22572286369444	0.967963244	1.425169554	100.973848758611	97.84298307	104.222854	4.33690795697222	4.165695544	4.504146558	68.8685072994444	61.67117346	81.21513476	18.59737393	16.77	21.35613082
"Forest "	99	"FH_acc"	244.080349303333	190.65	322.5171737	1.06074929491667	0.643352622	1.476112302	99.4085034438333	80.40210081	124.2694817	4.34327023605	3.523789468	5.301968514	119.4216573045	60.78664602	172.1103861	22.349973694	16.68	31.98
"Grassland"	99	"FH_acc"	194.503833847222	187.2464377	202.6804383	1.23948457955556	0.979550142	1.439736404	102.768868955278	99.59422213	106.0543162	4.41970205880556	4.246954637	4.58897853	68.9078109983333	61.75618438	81.25688267	18.59737393	16.77	21.35613082
"Forest "	100	"FH_acc"	246.042753251667	192.9	324.9200237	1.07157838893333	0.654530441	1.488704232	100.981050438167	81.68107973	126.2490462	4.4118199553	3.577947368	5.381359498	119.733601618	61.1261275	172.4415003	22.349973694	16.68	31.98
"Grassland"	100	"FH_acc"	196.435571788889	189.2516047	204.5733979	1.25382984469444	0.991151742	1.454344155	104.554837630556	101.3356024	107.8819597	4.50240748325	4.327914747	4.674106196	68.9562261483333	61.84874764	81.30861025	18.59737393	16.77	21.35613082
"Forest "	101	"FH_acc"	247.998382783333	195.14	327.3094815	1.08186824261667	0.655718727	1.51131887	102.542602684333	82.95235857	128.22224	4.479470391	3.63204345	5.470899619	120.052158370167	61.47625941	172.7726645	22.349973694	16.68	31.98
"Grassland"	101	"FH_acc"	198.364813761111	191.2567987	206.4615032	1.26682980180556	1.002785773	1.468992443	106.329430686111	103.0680689	109.6957201	4.58418095575	4.408587306	4.759527652	69.0161260247222	61.94657962	81.37008499	18.59737393	16.77	21.35613082
"Forest "	102	"FH_acc"	249.946745895	197.38	329.6954894	1.09210543788333	0.666916908	1.523954859	104.088288526833	84.21294425	130.1790285	4.54854420338333	3.686029968	5.550588629	120.375651313	61.82706133	173.1038915	22.349973694	16.68	31.98
"Grassland"	102	"FH_acc"	200.289163361111	193.2567303	208.3444669	1.27983979919444	1.013961139	1.48367879	108.089084027778	104.7871879	111.4855219	4.66636876666667	4.48891134	4.835240786	69.0851200736111	62.05590617	81.44107956	18.59737393	16.77	21.35613082
"Forest "	103	"FH_acc"	251.884987115	199.6	332.077988	1.10214708443333	0.668124517	1.536611317	105.620160522	85.46241053	132.1293754	4.61503272933333	3.739860338	5.630426143	120.705572191	62.18855234	173.4551937	22.349973694	16.68	31.98
"Grassland"	103	"FH_acc"	202.208871208333	195.2509804	210.2217927	1.29296094511111	1.024901954	1.498401587	109.834098652778	106.4926121	113.2612876	4.747834129	4.568842162	4.921243317	69.1650004105555	62.17674223	81.5213855	18.59737393	16.77	21.35613082
"Forest "	104	"FH_acc"	253.81457155	201.82	334.4469161	1.1115000887	0.679341222	1.549287552	107.1366118815	86.70035594	134.0532434	4.68292886351667	3.793499933	5.710411671	121.041247171667	62.55075093	173.8065834	22.349973694	16.68	31.98
"Grassland"	104	"FH_acc"	204.123324502778	197.2390036	212.0930174	1.30594542947222	1.035665052	1.513159595	111.56563465	108.1840075	115.032938	4.82855858797222	4.648351881	5.007532833	69.2547891633333	62.30910225	81.61080063	18.59737393	16.77	21.35613082
"Forest "	105	"FH_acc"	255.733472548333	204.02	336.8122104	1.12133339478333	0.680566734	1.561982946	108.637876145167	87.92643537	135.9605935	4.7503928127	3.846918674	5.800544622	121.382335855	62.92367513	174.1580728	22.349973694	16.68	31.98
"Grassland"	105	"FH_acc"	206.030257602778	199.2202997	213.9576754	1.31797081719444	1.046272545	1.527951718	113.281821175	109.8611047	116.780392	4.90908219261111	4.727418262	5.084106808	69.3529564205556	62.44300021	81.70912635	18.59737393	16.77	21.35613082
"Forest "	106	"FH_acc"	257.642841348333	206.21	339.1638062	1.13031464855	0.681800784	1.574696914	110.1233592505	89.14032532	137.8513861	4.81708515465	3.900088955	5.880824315	121.729164326167	63.29734246	174.5296735	22.349973694	16.68	31.98
"Grassland"	106	"FH_acc"	207.931590336111	201.1943745	215.8153511	1.33043153727778	1.056731623	1.542776916	114.982472816667	111.5236456	118.5135674	4.98883547511111	4.806021805	5.170962615	69.4615856647222	62.59378424	81.8161671	18.59737393	16.77	21.35613082
"Forest "	107	"FH_acc"	259.54001363	208.39	341.5116371	1.13894471098333	0.693043115	1.587428895	111.591641542	90.34174474	139.72558	4.88300012193333	3.952985122	5.961249986	122.080558498833	63.68176998	174.8913975	22.349973694	16.68	31.98
"Grassland"	107	"FH_acc"	209.825387758333	203.1607874	217.665678	1.34249920930556	1.067048396	1.548090345	116.668267127778	113.1714177	120.2223806	5.06891697708333	4.884145067	5.248097529	69.5785959419444	62.75066735	81.93173053	18.59737393	16.77	21.35613082
"Forest "	108	"FH_acc"	261.426006291667	210.56	343.8456352	1.14855756371667	0.694293477	1.600178349	113.044643141833	91.53045345	141.5831336	4.94863224968333	4.005583386	6.041820786	122.437677423333	64.06697424	175.2732559	22.349973694	16.68	31.98
"Grassland"	108	"FH_acc"	211.711963625	205.1191496	219.5083172	1.35389996663889	1.077228592	1.562981584	118.337960077778	114.8042524	121.9267471	5.14764862966667	4.961772472	5.325508738	69.7041307647222	62.9140542	82.05562732	18.59737393	16.77	21.35613082
"Forest "	109	"FH_acc"	263.302348016667	212.72	346.1657318	1.1574870139	0.70555163	1.612944752	114.481289282167	92.70623969	143.4240041	5.01397634571667	4.057861648	6.122535794	122.799513366	64.46297132	175.6552603	22.349973694	16.68	31.98
"Grassland"	109	"FH_acc"	213.591096116667	207.0691039	221.3429583	1.36630362197222	1.087276271	1.57790292	119.99171315	116.4220065	123.6065816	5.22557552366667	5.038889928	5.403193346	69.8388913091667	63.08423406	82.18767106	18.59737393	16.77	21.35613082
"Forest "	110	"FH_acc"	265.164912458333	214.86	348.481857	1.16556682855	0.70681734	1.615727595	115.901343521333	93.86891899	145.2381483	5.07919414	4.109799368	6.203394017	123.165558359333	64.85977683	176.0374215	22.349973694	16.68	31.98
"Grassland"	110	"FH_acc"	215.461472291667	209.0103245	223.1693199	1.37665757041667	1.097195063	1.592388989	121.629981941667	118.0245617	125.2717979	5.30407690791667	5.115484614	5.49114838	69.9821919375	63.26601459	82.32767829	18.59737393	16.77	21.35613082
"Forest "	111	"FH_acc"	267.016587321667	216.99	350.7839397	1.1737976247	0.70809038	1.628526385	117.305575380833	95.01833326	147.0355221	5.14394761613333	4.161377492	6.284394393	123.537637677833	65.2674059	176.4297504	22.349973694	16.68	31.98
"Grassland"	111	"FH_acc"	217.32458335	210.9425166	224.9871679	1.38885447241667	1.10698849	1.60736523	123.252966080556	119.6118242	126.9223095	5.38175507022222	5.191544865	5.569370798	70.1330713830556	63.4540782	82.4754688	18.59737393	16.77	21.35613082
"Forest "	112	"FH_acc"	268.855604203333	219.11	353.0719087	1.18201316698333	0.719370532	1.641340644	118.692092379833	96.1543605	148.8160811	5.20823234586667	4.212578506	6.365535801	123.912909807	65.67587319	176.8222578	22.349973694	16.68	31.98
"Grassland"	112	"FH_acc"	219.179160691667	212.8654346	226.7962739	1.39956378275	1.116661638	1.61283861	124.859769311111	121.183741	128.5580295	5.45860200397222	5.267060348	5.647857491	70.2930706030556	63.65442186	82.63086529	18.59737393	16.77	21.35613082
"Forest "	113	"FH_acc"	270.682035996667	221.21	355.3456916	1.1900471135	0.720657581	1.654169909	120.061172162167	97.27689185	150.5797804	5.27054412125	4.263386252	6.43681706	124.293199776833	66.08519291	177.2249539	22.349973694	16.68	31.98
"Grassland"	113	"FH_acc"	221.0245035	214.7788414	228.5964375	1.41045457802778	1.126216876	1.62739953	126.4497826	122.7402645	130.1788705	5.53433252605556	5.342021662	5.716605294	70.4598436872222	63.85546899	82.79369341	18.59737393	16.77	21.35613082
"Forest "	114	"FH_acc"	272.495968825	223.3	357.6152157	1.19823341091667	0.721951319	1.667013728	121.4155979275	98.38584189	152.3265744	5.3342122941	4.313785847	6.518236933	124.678499167833	66.50537878	177.637849	22.349973694	16.68	31.98
"Grassland"	114	"FH_acc"	222.8607697	216.6825291	230.3875046	1.42180831380556	1.135657449	1.642455956	128.024640008333	124.2813697	131.7747453	5.61032881180556	5.416420331	5.795610987	70.6349357672222	64.06362209	82.96378209	18.59737393	16.77	21.35613082
"Forest "	115	"FH_acc"	274.296829015	225.38	359.860408	1.20573899635	0.733251548	1.669871666	122.751989442667	99.48115865	154.0464177	5.39673311008333	4.363763789	6.599794136	125.067299538	66.92644409	178.0509532	22.349973694	16.68	31.98
"Grassland"	115	"FH_acc"	224.687571702778	218.5763374	232.1693053	1.43196027233333	1.144988413	1.648014246	129.583761905556	125.8070711	133.3655663	5.68547372180556	5.490249081	5.874871302	70.8173941725	64.28342634	83.14096302	18.59737393	16.77	21.35613082
"Forest "	116	"FH_acc"	276.085219783333	227.44	362.1011951	1.21339775456667	0.734558071	1.682743296	124.072137373333	100.5627898	155.7492641	5.4579363411	4.413307678	6.671487334	125.460259020167	67.35840167	178.4742762	22.349973694	16.68	31.98
"Grassland"	116	"FH_acc"	226.505374222222	220.4600926	233.9417381	1.44258057925	1.1542106	1.662643476	131.126583305556	127.3173698	134.9312464	5.76003951219444	5.563501237	5.95438293	71.0073793394444	64.51090477	83.32507124	18.59737393	16.77	21.35613082
"Forest "	117	"FH_acc"	277.860420085	229.49	364.3275035	1.22121007978333	0.735870701	1.695628211	125.375003153333	101.6307261	157.4350678	5.51965198213333	4.462406397	6.753315153	125.857369000833	67.7812639	178.8878278	22.349973694	16.68	31.98
"Grassland"	117	"FH_acc"	228.313824552778	222.3336887	235.7046832	1.45311609733333	1.163330051	1.677773084	132.653664183333	128.8123229	136.4816983	5.83402138916667	5.63617134	6.024142521	71.2039428938889	64.73802354	83.51594469	18.59737393	16.77	21.35613082
"Forest "	118	"FH_acc"	279.622715676667	231.53	366.5392594	1.22800972198333	0.747189253	1.69852601	126.661384501667	102.6849564	159.0937824	5.58021020846667	4.511049889	6.825276176	126.257787555667	68.22504272	179.3216172	22.349973694	16.68	31.98
"Grassland"	118	"FH_acc"	230.112858930556	224.1970047	237.4580683	1.46329180408333	1.172347877	1.683408866	134.165017122222	130.2919733	138.0168353	5.90741502011111	5.708254567	6.104146696	71.4083606772222	64.97912645	83.71342445	18.59737393	16.77	21.35613082
"Forest "	119	"FH_acc"	281.37173181	233.55	368.7263893	1.23613026226667	0.748513551	1.71143631	127.931581965	103.7255003	160.7353616	5.6402747191	4.559229201	6.897368951	126.663006017833	68.65974963	179.7556537	22.349973694	16.68	31.98
"Grassland"	119	"FH_acc"	231.901589780556	226.0499663	239.2018038	1.47366501930556	1.181268654	1.698100447	135.660384741667	131.7564015	139.5365707	5.9799388625	5.779747055	6.174392048	71.6191328941667	65.22576085	83.91735437	18.59737393	16.77	21.35613082
"Forest "	120	"FH_acc"	283.107267003333	235.56	370.9088196	1.24173875681667	0.749843422	1.724358731	129.184398891667	104.7523742	162.3597592	5.70017603975	4.606936283	6.979591992	127.070682378833	69.10539572	180.1899463	22.349973694	16.68	31.98
"Grassland"	120	"FH_acc"	233.681085305556	227.8924846	240.9358479	1.48368278938889	1.190093131	1.703784095	137.140628975	133.2056739	141.0408186	6.05214509913889	5.850645434	6.244875145	71.8361505677778	65.47408737	84.12758138	18.59737393	16.77	21.35613082
"Forest "	121	"FH_acc"	284.829961771667	237.55	373.0764767	1.24983564448333	0.761178697	1.727292912	130.421142471667	105.7656247	163.9569288	5.7582448791	4.654164085	7.051943784	127.482974583167	69.55199165	180.6345039	22.349973694	16.68	31.98
"Grassland"	121	"FH_acc"	235.451040991667	229.7245175	242.6601613	1.49306994369444	1.198825807	1.718514182	138.604958477778	134.6398943	142.5294933	6.12347539055556	5.920947231	6.315592537	72.0601402227778	65.7339751	84.34395543	18.59737393	16.77	21.35613082
"Forest "	122	"FH_acc"	286.538795816667	239.53	375.2292874	1.25592132191667	0.762519216	1.740238498	131.641789153333	106.7653049	165.5468242	5.81681211115	4.700906491	7.124422784	127.897540654333	69.99954765	181.0793349	22.349973694	16.68	31.98
"Grassland"	122	"FH_acc"	237.211162158333	231.5460269	244.3747296	1.50377342202778	1.207469015	1.733751831	140.053978405556	136.0591687	143.99251	6.19476074933333	5.990650665	6.386540758	72.2909970994444	65.99584342	84.5663295	18.59737393	16.77	21.35613082
"Forest "	123	"FH_acc"	288.234921093333	241.49	377.3771788	1.26282945356667	0.763864821	1.75319515	132.846151351667	107.7514857	167.1093994	5.8743754374	4.747158281	7.197027424	128.316538559667	70.45807355	181.534448	22.349973694	16.68	31.98
"Grassland"	123	"FH_acc"	238.961163447222	233.3569999	246.0795416	1.51273978463889	1.216026126	1.739009184	141.487745683333	137.4636228	145.4497842	6.26488822261111	6.059754711	6.457716334	72.5266740558333	66.26228355	84.79455946	18.59737393	16.77	21.35613082
"Forest "	124	"FH_acc"	289.917825858333	243.45	379.5000783	1.26956023401667	0.76521536	1.756162536	134.033709526667	108.7242441	168.6446084	5.93159936643333	4.792915044	7.269756116	128.739126308	70.91757878	181.9898512	22.349973694	16.68	31.98
"Grassland"	124	"FH_acc"	240.701873777778	235.1574279	247.7745915	1.522748336	1.224499211	1.754285651	142.906596641667	138.8533839	146.8912323	6.33441188016667	6.128258921	6.529115782	72.7695703255555	66.53729908	85.02850391	18.59737393	16.77	21.35613082
"Forest "	125	"FH_acc"	291.587170803333	245.38	381.6079136	1.27594734386667	0.776570684	1.769140331	135.206113316667	109.6836628	170.1724055	5.9874818739	4.838173064	7.342607251	129.163295243833	71.37807236	182.4455527	22.349973694	16.68	31.98
"Grassland"	125	"FH_acc"	242.431910291667	236.9473081	249.4598985	1.5318568695	1.232890012	1.759580655	144.310319752778	140.2285817	148.3167714	6.40360837277778	6.196163314	6.600735618	73.0176426141667	66.81947182	85.26802437	18.59737393	16.77	21.35613082
"Forest "	126	"FH_acc"	293.243291453333	247.31	383.7006129	1.28215797041667	0.77793065	1.772128224	136.362349276667	110.6298412	171.6727453	6.04368775205	4.882929394	7.405579204	129.591370087667	71.83956295	182.9115603	22.349973694	16.68	31.98
"Grassland"	126	"FH_acc"	244.152961805556	238.7266627	251.1355052	1.54117943336111	1.241201762	1.774893641	145.698716622222	141.5893655	149.7263195	6.47247705769444	6.263468569	6.672572355	73.2719052455556	67.10507198	85.51298548	18.59737393	16.77	21.35613082
"Forest "	127	"FH_acc"	294.88718935	249.22	385.788105	1.2888587993	0.779295119	1.785125916	137.503404068333	111.5628948	173.1555824	6.09938192716667	4.927181893	7.478670336	130.0228422495	72.31205879	183.3778815	22.349973694	16.68	31.98
"Grassland"	127	"FH_acc"	245.863378861111	240.4955374	252.8014169	1.55016103113889	1.249438107	1.780224074	147.072973136111	142.9359031	151.1197953	6.53990654430556	6.330176129	6.744622512	73.5314300525	67.35834959	85.7632542	18.59737393	16.77	21.35613082
"Forest "	128	"FH_acc"	296.5175387	251.12	387.850319	1.29505026958333	0.780663956	1.788133107	138.62810015	112.4829216	174.620872	6.15306275813333	4.970928885	7.551878996	130.4565365175	72.78556776	183.8545241	22.349973694	16.68	31.98
"Grassland"	128	"FH_acc"	247.564857008333	242.2539428	254.4577074	1.55935996383333	1.257598088	1.786072515	148.433171958333	144.2683299	152.4971184	6.60728564308333	6.396287504	6.806882615	73.7966794827778	67.60119058	86.01870065	18.59737393	16.77	21.35613082
"Forest "	129	"FH_acc"	298.134351741667	253	389.9071848	1.30073263658333	0.79203703	1.801149516	139.738262248333	113.3900577	176.0685693	6.20739541446667	5.014169451	7.615203523	130.89294439	73.26009737	184.3314951	22.349973694	16.68	31.98
"Grassland"	129	"FH_acc"	249.256877697222	244.0019557	256.1044105	1.56849996725	1.265687421	1.80093519	149.778569486111	145.5868352	153.8582094	6.67378144591667	6.461805094	6.879349198	74.0670069552778	67.84995594	86.27919744	18.59737393	16.77	21.35613082
"Forest "	130	"FH_acc"	299.738807285	254.87	391.9486327	1.3075727108	0.793414213	1.804174865	140.832881921667	114.2844213	177.4986303	6.26121182185	5.056903184	7.688642247	131.332390730667	73.73565478	184.8088017	22.349973694	16.68	31.98
"Grassland"	130	"FH_acc"	250.939197361111	245.7396154	257.7415878	1.57730456388889	1.273705693	1.806818929	151.109807055556	146.8915752	155.2129897	6.73967229511111	6.526731495	6.942018808	74.34315644	68.10449949	86.54461984	18.59737393	16.77	21.35613082
"Forest "	131	"FH_acc"	301.330758798333	256.73	393.9645939	1.31223765106667	0.794795381	1.817208883	141.912620728333	115.166146	178.9010108	6.31401068843333	5.099130183	7.752193494	131.773533807833	74.21224678	185.2864509	22.349973694	16.68	31.98
"Grassland"	131	"FH_acc"	252.611033694444	247.4669881	259.3693246	1.58605427047222	1.281655644	1.821709998	152.426150472222	148.1827261	156.5413818	6.80523691119444	6.591069733	7.004888007	74.6236516	68.36467819	86.81484605	18.59737393	16.77	21.35613082
"Forest "	132	"FH_acc"	302.909394931667	258.57	395.975	1.3188943466	0.796180417	1.820251315	142.976474766667	116.0353802	180.2956675	6.36595750663333	5.140851188	7.815855584	132.217865279667	74.6898798	185.7744494	22.349973694	16.68	31.98
"Grassland"	132	"FH_acc"	254.272995161111	249.1841637	260.987689	1.59530605863889	1.289540826	1.827626946	153.729922441667	149.4604829	157.8633092	6.87047659658333	6.654823492	7.077953375	74.9097957936111	68.63035245	87.0897568	18.59737393	16.77	21.35613082
"Forest "	133	"FH_acc"	304.475070643333	260.4	397.9697834	1.32454288806667	0.797569203	1.823301907	144.027106783333	116.8922649	181.6625573	6.41721784986667	5.182067379	7.879626836	132.664210199333	75.17855995	186.2628039	22.349973694	16.68	31.98
"Grassland"	133	"FH_acc"	255.927353783333	250.8912159	262.5967552	1.60367198183333	1.297361886	1.842544738	155.020108344444	150.7250248	159.1686965	6.93455946491667	6.717996692	7.141211512	75.1998384713889	68.90138559	87.36923522	18.59737393	16.77	21.35613082
"Forest "	134	"FH_acc"	306.029812818333	262.22	399.9488773	1.33001697536667	0.808961627	1.836360413	145.062348455	117.7369451	183.0116374	6.46779071365	5.222780311	7.943505568	133.113060332667	75.668293	186.7615206	22.349973694	16.68	31.98
"Grassland"	134	"FH_acc"	257.571392258333	252.5882249	264.1966233	1.61198754716667	1.305120283	1.847983466	156.296812491667	151.9765337	160.4674691	6.99804276061111	6.780593486	7.204659039	75.4948085927778	69.17764377	87.65316723	18.59737393	16.77	21.35613082
"Forest "	135	"FH_acc"	307.571483585	264.03	401.9222156	1.33515014393333	0.810357581	1.839426596	146.084199246667	118.5695804	184.3428656	6.5185085258	5.262992042	8.007490098	133.563574212	76.15908439	187.2606059	22.349973694	16.68	31.98
"Grassland"	135	"FH_acc"	259.205451308333	254.2752954	265.7873762	1.6210873755	1.312819265	1.853946589	157.560418686111	153.2152109	161.7495536	7.06148402538889	6.842618554	7.268292601	75.7943480483333	69.45899638	87.94144109	18.59737393	16.77	21.35613082
"Forest "	136	"FH_acc"	309.100447423333	265.82	403.869733	1.34127601033333	0.811756958	1.852500227	147.091659683333	119.3903224	185.6662003	6.56787045685	5.302704986	8.071578747	134.016743742167	76.65093923	187.7600658	22.349973694	16.68	31.98
"Grassland"	136	"FH_acc"	260.831264469444	255.9525169	267.3691236	1.62930659436111	1.320459414	1.868901529	158.811312711111	154.4412424	163.0148778	7.12405207855556	6.904076747	7.33210887	76.0986559127778	69.74531554	88.23394771	18.59737393	16.77	21.35613082
"Forest "	137	"FH_acc"	310.617401316667	267.6	405.8113647	1.34639457698333	0.813159656	1.855581082	148.085396955	120.1993375	186.9616	6.61754242458333	5.341921979	8.135769839	134.472560907333	77.14386234	188.2599063	22.349973694	16.68	31.98
"Grassland"	137	"FH_acc"	262.446950302778	257.6200045	268.9419391	1.63692332472222	1.328043778	1.874380056	160.048487680556	155.6548342	164.2633704	7.18547149777778	6.964973357	7.396104545	76.406821835	70.03647647	88.53058004	18.59737393	16.77	21.35613082
"Forest "	138	"FH_acc"	312.12271446	269.37	407.7370472	1.3515063253	0.814565573	1.858668942	149.065080476667	120.9967732	188.2390241	6.66602374015	5.380646042	8.200061705	134.929851086167	77.6378582	188.7701331	22.349973694	16.68	31.98
"Grassland"	138	"FH_acc"	264.055083811111	259.2778387	270.5059649	1.64588478744444	1.335571317	1.880385317	161.273722761111	156.8561602	165.5049613	7.24741141430556	7.025313569	7.460276354	76.7198814369444	70.33235669	88.83123394	18.59737393	16.77	21.35613082
"Forest "	139	"FH_acc"	313.615924078333	271.12	409.6467173	1.35644471815	0.815974615	1.8717636	150.031214043333	121.7828134	189.4984322	6.71398048408333	5.418880722	8.26445268	135.389439767	78.13293102	189.2807518	22.349973694	16.68	31.98
"Grassland"	139	"FH_acc"	265.653519280556	260.9261661	272.0612836	1.65452507169444	1.343047819	1.895374162	162.486298930556	158.0454491	166.7295815	7.307930225	7.085103339	7.514621058	77.03609443	70.63246675	89.1358073	18.59737393	16.77	21.35613082
"Forest "	140	"FH_acc"	315.097231138333	272.87	411.550313	1.36204311946667	0.827386688	1.87486485	150.985133641667	122.5576117	190.7497845	6.76107877245	5.45662975	8.318941106	135.849819154	78.63908471	189.7917678	22.349973694	16.68	31.98
"Grassland"	140	"FH_acc"	267.243713802778	262.5650772	273.6080081	1.66173375644444	1.350471405	1.900889007	163.687710316667	159.2228799	167.947163	7.36841959116667	7.144348474	7.579135446	77.3576107302778	70.93705892	89.44420025	18.59737393	16.77	21.35613082
"Forest "	141	"FH_acc"	316.567341691667	274.6	413.437773	1.36663518086667	0.8288017	1.877972493	151.924844153333	123.3213365	191.9730417	6.80781812283333	5.493897079	8.383525337	136.312481526667	79.13632287	190.3031864	22.349973694	16.68	31.98
"Grassland"	141	"FH_acc"	268.824357647222	264.1946907	275.1462561	1.66973486055556	1.357844514	1.906932728	164.875848419444	160.3886526	169.1476391	7.42749360766667	7.203054991	7.633816344	77.6815818694444	71.24602878	89.75631532	18.59737393	16.77	21.35613082
