Land_use	Pit_number	Modelling	Total_SOC_stock_tha_without_cummulative_changes	DPM_stock_tha	RPM_stock_tha	BIO_stock_tha	HUM_stock_tha	IOM_stock_tha	Year 	Month
Forest 	2	PI_dist	155.17	0.57	76.59	3.89	57.44	16.68	-10	1
Forest 	2	PI_dist	155.01	0.55	76.46	3.89	57.43	16.68	-10	2
Forest 	2	PI_dist	154.85	0.52	76.33	3.89	57.41	16.68	-10	3
Forest 	2	PI_dist	155.31	0.63	76.7	3.89	57.4	16.68	-10	4
Forest 	2	PI_dist	155.69	0.71	77.01	3.89	57.4	16.68	-10	5
Forest 	2	PI_dist	155.93	0.76	77.2	3.89	57.4	16.68	-10	6
Forest 	2	PI_dist	155.99	0.75	77.25	3.89	57.41	16.68	-10	7
Forest 	2	PI_dist	155.94	0.73	77.21	3.89	57.43	16.68	-10	8
Forest 	2	PI_dist	155.9	0.71	77.17	3.89	57.45	16.68	-10	9
Forest 	2	PI_dist	155.99	0.73	77.24	3.89	57.46	16.68	-10	10
Forest 	2	PI_dist	155.58	0.64	76.92	3.89	57.46	16.68	-10	11
Forest 	2	PI_dist	155.34	0.6	76.72	3.89	57.45	16.68	-10	12
Forest 	2	PI_dist	155.17	0.57	76.59	3.89	57.44	16.68	-9	1
Forest 	2	PI_dist	155.01	0.55	76.46	3.89	57.43	16.68	-9	2
Forest 	2	PI_dist	154.85	0.52	76.33	3.89	57.41	16.68	-9	3
Forest 	2	PI_dist	155.31	0.63	76.7	3.89	57.4	16.68	-9	4
Forest 	2	PI_dist	155.69	0.71	77.01	3.89	57.4	16.68	-9	5
Forest 	2	PI_dist	155.93	0.76	77.2	3.89	57.4	16.68	-9	6
Forest 	2	PI_dist	155.99	0.75	77.25	3.89	57.41	16.68	-9	7
Forest 	2	PI_dist	155.94	0.73	77.21	3.89	57.43	16.68	-9	8
Forest 	2	PI_dist	155.9	0.71	77.17	3.89	57.45	16.68	-9	9
Forest 	2	PI_dist	155.99	0.73	77.24	3.89	57.46	16.68	-9	10
Forest 	2	PI_dist	155.58	0.64	76.92	3.89	57.46	16.68	-9	11
Forest 	2	PI_dist	155.34	0.6	76.72	3.89	57.45	16.68	-9	12
Forest 	2	PI_dist	155.17	0.57	76.59	3.89	57.44	16.68	-8	1
Forest 	2	PI_dist	155.01	0.55	76.46	3.89	57.43	16.68	-8	2
Forest 	2	PI_dist	154.85	0.52	76.33	3.89	57.41	16.68	-8	3
Forest 	2	PI_dist	155.31	0.63	76.7	3.89	57.4	16.68	-8	4
Forest 	2	PI_dist	155.69	0.71	77.01	3.89	57.4	16.68	-8	5
Forest 	2	PI_dist	155.93	0.76	77.2	3.89	57.4	16.68	-8	6
Forest 	2	PI_dist	155.99	0.75	77.25	3.89	57.41	16.68	-8	7
Forest 	2	PI_dist	155.94	0.73	77.21	3.89	57.43	16.68	-8	8
Forest 	2	PI_dist	155.9	0.71	77.17	3.89	57.45	16.68	-8	9
Forest 	2	PI_dist	155.99	0.73	77.24	3.89	57.46	16.68	-8	10
Forest 	2	PI_dist	155.58	0.64	76.92	3.89	57.46	16.68	-8	11
Forest 	2	PI_dist	155.34	0.6	76.72	3.89	57.45	16.68	-8	12
Forest 	2	PI_dist	155.17	0.57	76.59	3.89	57.44	16.68	-7	1
Forest 	2	PI_dist	155.01	0.55	76.46	3.89	57.43	16.68	-7	2
Forest 	2	PI_dist	154.85	0.52	76.33	3.89	57.41	16.68	-7	3
Forest 	2	PI_dist	155.31	0.63	76.7	3.89	57.4	16.68	-7	4
Forest 	2	PI_dist	155.69	0.71	77.01	3.89	57.4	16.68	-7	5
Forest 	2	PI_dist	155.93	0.76	77.2	3.89	57.4	16.68	-7	6
Forest 	2	PI_dist	155.99	0.75	77.25	3.89	57.41	16.68	-7	7
Forest 	2	PI_dist	155.94	0.73	77.21	3.89	57.43	16.68	-7	8
Forest 	2	PI_dist	155.9	0.71	77.17	3.89	57.45	16.68	-7	9
Forest 	2	PI_dist	155.99	0.73	77.24	3.89	57.46	16.68	-7	10
Forest 	2	PI_dist	155.58	0.64	76.92	3.89	57.46	16.68	-7	11
Forest 	2	PI_dist	155.34	0.6	76.72	3.89	57.45	16.68	-7	12
Forest 	2	PI_dist	155.17	0.57	76.59	3.89	57.44	16.68	-6	1
Forest 	2	PI_dist	155.01	0.55	76.46	3.89	57.43	16.68	-6	2
Forest 	2	PI_dist	154.85	0.52	76.33	3.89	57.41	16.68	-6	3
Forest 	2	PI_dist	155.31	0.63	76.7	3.89	57.4	16.68	-6	4
Forest 	2	PI_dist	155.69	0.71	77.01	3.89	57.4	16.68	-6	5
Forest 	2	PI_dist	155.93	0.76	77.2	3.89	57.4	16.68	-6	6
Forest 	2	PI_dist	155.99	0.75	77.25	3.89	57.41	16.68	-6	7
Forest 	2	PI_dist	155.94	0.73	77.21	3.89	57.43	16.68	-6	8
Forest 	2	PI_dist	155.9	0.71	77.17	3.89	57.45	16.68	-6	9
Forest 	2	PI_dist	155.99	0.73	77.24	3.89	57.46	16.68	-6	10
Forest 	2	PI_dist	155.58	0.64	76.92	3.89	57.46	16.68	-6	11
Forest 	2	PI_dist	155.34	0.6	76.72	3.89	57.45	16.68	-6	12
Forest 	2	PI_dist	155.17	0.57	76.59	3.89	57.44	16.68	-5	1
Forest 	2	PI_dist	155.01	0.55	76.46	3.89	57.43	16.68	-5	2
Forest 	2	PI_dist	154.85	0.52	76.33	3.89	57.41	16.68	-5	3
Forest 	2	PI_dist	155.31	0.63	76.7	3.89	57.4	16.68	-5	4
Forest 	2	PI_dist	155.69	0.71	77.01	3.89	57.4	16.68	-5	5
Forest 	2	PI_dist	155.93	0.76	77.2	3.89	57.4	16.68	-5	6
Forest 	2	PI_dist	155.99	0.75	77.25	3.89	57.41	16.68	-5	7
Forest 	2	PI_dist	155.94	0.73	77.21	3.89	57.43	16.68	-5	8
Forest 	2	PI_dist	155.9	0.71	77.17	3.89	57.45	16.68	-5	9
Forest 	2	PI_dist	155.99	0.73	77.24	3.89	57.46	16.68	-5	10
Forest 	2	PI_dist	155.58	0.64	76.92	3.89	57.46	16.68	-5	11
Forest 	2	PI_dist	155.34	0.6	76.72	3.89	57.45	16.68	-5	12
Forest 	2	PI_dist	155.17	0.57	76.59	3.89	57.44	16.68	-4	1
Forest 	2	PI_dist	155.01	0.55	76.46	3.89	57.43	16.68	-4	2
Forest 	2	PI_dist	154.85	0.52	76.33	3.89	57.41	16.68	-4	3
Forest 	2	PI_dist	155.31	0.63	76.7	3.89	57.4	16.68	-4	4
Forest 	2	PI_dist	155.69	0.71	77.01	3.89	57.4	16.68	-4	5
Forest 	2	PI_dist	155.93	0.76	77.2	3.89	57.4	16.68	-4	6
Forest 	2	PI_dist	155.99	0.75	77.25	3.89	57.41	16.68	-4	7
Forest 	2	PI_dist	155.94	0.73	77.21	3.89	57.43	16.68	-4	8
Forest 	2	PI_dist	155.9	0.71	77.17	3.89	57.45	16.68	-4	9
Forest 	2	PI_dist	155.99	0.73	77.24	3.89	57.46	16.68	-4	10
Forest 	2	PI_dist	155.58	0.64	76.92	3.89	57.46	16.68	-4	11
Forest 	2	PI_dist	155.34	0.6	76.72	3.89	57.45	16.68	-4	12
Forest 	2	PI_dist	155.17	0.57	76.59	3.89	57.44	16.68	-3	1
Forest 	2	PI_dist	155.01	0.55	76.46	3.89	57.43	16.68	-3	2
Forest 	2	PI_dist	154.85	0.52	76.33	3.89	57.41	16.68	-3	3
Forest 	2	PI_dist	155.31	0.63	76.7	3.89	57.4	16.68	-3	4
Forest 	2	PI_dist	155.69	0.71	77.01	3.89	57.4	16.68	-3	5
Forest 	2	PI_dist	155.93	0.76	77.2	3.89	57.4	16.68	-3	6
Forest 	2	PI_dist	155.99	0.75	77.25	3.89	57.41	16.68	-3	7
Forest 	2	PI_dist	155.94	0.73	77.21	3.89	57.43	16.68	-3	8
Forest 	2	PI_dist	155.9	0.71	77.17	3.89	57.45	16.68	-3	9
Forest 	2	PI_dist	155.99	0.73	77.24	3.89	57.46	16.68	-3	10
Forest 	2	PI_dist	155.58	0.64	76.92	3.89	57.46	16.68	-3	11
Forest 	2	PI_dist	155.34	0.6	76.72	3.89	57.45	16.68	-3	12
Forest 	2	PI_dist	155.17	0.57	76.59	3.89	57.44	16.68	-2	1
Forest 	2	PI_dist	155.01	0.55	76.46	3.89	57.43	16.68	-2	2
Forest 	2	PI_dist	154.85	0.52	76.33	3.89	57.41	16.68	-2	3
Forest 	2	PI_dist	155.31	0.63	76.7	3.89	57.4	16.68	-2	4
Forest 	2	PI_dist	155.69	0.71	77.01	3.89	57.4	16.68	-2	5
Forest 	2	PI_dist	155.93	0.76	77.2	3.89	57.4	16.68	-2	6
Forest 	2	PI_dist	155.99	0.75	77.25	3.89	57.41	16.68	-2	7
Forest 	2	PI_dist	155.94	0.73	77.21	3.89	57.43	16.68	-2	8
Forest 	2	PI_dist	155.9	0.71	77.17	3.89	57.45	16.68	-2	9
Forest 	2	PI_dist	155.99	0.73	77.24	3.89	57.46	16.68	-2	10
Forest 	2	PI_dist	155.58	0.64	76.92	3.89	57.46	16.68	-2	11
Forest 	2	PI_dist	155.34	0.6	76.72	3.89	57.45	16.68	-2	12
Forest 	2	PI_dist	155.17	0.57	76.59	3.89	57.44	16.68	-1	1
Forest 	2	PI_dist	155.01	0.55	76.46	3.89	57.43	16.68	-1	2
Forest 	2	PI_dist	154.85	0.52	76.33	3.89	57.41	16.68	-1	3
Forest 	2	PI_dist	155.31	0.63	76.7	3.89	57.4	16.68	-1	4
Forest 	2	PI_dist	155.69	0.71	77.01	3.89	57.4	16.68	-1	5
Forest 	2	PI_dist	155.93	0.76	77.2	3.89	57.4	16.68	-1	6
Forest 	2	PI_dist	155.99	0.75	77.25	3.89	57.41	16.68	-1	7
Forest 	2	PI_dist	155.94	0.73	77.21	3.89	57.43	16.68	-1	8
Forest 	2	PI_dist	155.9	0.71	77.17	3.89	57.45	16.68	-1	9
Forest 	2	PI_dist	155.99	0.73	77.24	3.89	57.46	16.68	-1	10
Forest 	2	PI_dist	155.58	0.64	76.92	3.89	57.46	16.68	-1	11
Forest 	2	PI_dist	155.34	0.6	76.72	3.89	57.45	16.68	-1	12
Forest 	2	PI_dist	155.17	0.57	76.59	3.89	57.44	16.68	0	1
Forest 	2	PI_dist	155.01	0.55	76.46	3.89	57.43	16.68	0	2
Forest 	2	PI_dist	154.85	0.52	76.33	3.89	57.41	16.68	0	3
Forest 	2	PI_dist	154.64	0.5	76.17	3.89	57.4	16.68	0	4
Forest 	2	PI_dist	154.36	0.46	75.94	3.89	57.4	16.68	0	5
Forest 	2	PI_dist	153.97	0.4	75.6	3.89	57.4	16.68	0	6
Forest 	2	PI_dist	153.43	0.33	75.13	3.88	57.4	16.68	0	7
Forest 	2	PI_dist	152.8	0.27	74.57	3.87	57.41	16.68	0	8
Forest 	2	PI_dist	152.19	0.21	74.02	3.86	57.42	16.68	0	9
Forest 	2	PI_dist	151.71	0.18	73.57	3.85	57.42	16.68	0	10
Forest 	2	PI_dist	151.37	0.16	73.26	3.85	57.41	16.68	0	11
Forest 	2	PI_dist	151.16	0.15	73.08	3.85	57.4	16.68	0	12
Forest 	2	PI_dist	151.02	0.15	72.95	3.85	57.39	16.68	1	1
Forest 	2	PI_dist	150.87	0.14	72.83	3.85	57.37	16.68	1	2
Forest 	2	PI_dist	150.73	0.13	72.71	3.85	57.36	16.68	1	3
Forest 	2	PI_dist	150.55	0.13	72.56	3.84	57.34	16.68	1	4
Forest 	2	PI_dist	150.31	0.12	72.34	3.84	57.33	16.68	1	5
Forest 	2	PI_dist	149.97	0.11	72.02	3.83	57.33	16.68	1	6
Forest 	2	PI_dist	149.49	0.09	71.57	3.82	57.33	16.68	1	7
Forest 	2	PI_dist	148.93	0.07	71.04	3.81	57.33	16.68	1	8
Forest 	2	PI_dist	148.38	0.06	70.52	3.8	57.33	16.68	1	9
Forest 	2	PI_dist	147.94	0.05	70.1	3.78	57.33	16.68	1	10
Forest 	2	PI_dist	147.63	0.04	69.8	3.78	57.32	16.68	1	11
Forest 	2	PI_dist	147.44	0.04	69.63	3.77	57.31	16.68	1	12
Forest 	2	PI_dist	147.3	0.04	69.51	3.77	57.29	16.68	2	1
Forest 	2	PI_dist	147.16	0.04	69.39	3.77	57.28	16.68	2	2
Forest 	2	PI_dist	147.03	0.04	69.28	3.77	57.26	16.68	2	3
Forest 	2	PI_dist	146.86	0.04	69.13	3.77	57.25	16.68	2	4
Forest 	2	PI_dist	146.64	0.03	68.92	3.77	57.24	16.68	2	5
Forest 	2	PI_dist	146.32	0.03	68.62	3.76	57.23	16.68	2	6
Forest 	2	PI_dist	145.87	0.03	68.2	3.75	57.22	16.68	2	7
Forest 	2	PI_dist	145.35	0.02	67.69	3.73	57.22	16.68	2	8
Forest 	2	PI_dist	144.83	0.02	67.19	3.72	57.22	16.68	2	9
Forest 	2	PI_dist	144.41	0.02	66.8	3.7	57.22	16.68	2	10
Forest 	2	PI_dist	144.12	0.01	66.52	3.7	57.21	16.68	2	11
Forest 	2	PI_dist	143.93	0.01	66.35	3.69	57.19	16.68	2	12
Forest 	2	PI_dist	143.8	0.01	66.24	3.69	57.18	16.68	3	1
Forest 	2	PI_dist	143.67	0.01	66.13	3.69	57.16	16.68	3	2
Forest 	2	PI_dist	143.55	0.01	66.02	3.69	57.15	16.68	3	3
Forest 	2	PI_dist	143.39	0.01	65.88	3.69	57.13	16.68	3	4
Forest 	2	PI_dist	143.17	0.01	65.68	3.68	57.12	16.68	3	5
Forest 	2	PI_dist	142.87	0.01	65.39	3.67	57.11	16.68	3	6
Forest 	2	PI_dist	142.44	0.01	64.99	3.66	57.1	16.68	3	7
Forest 	2	PI_dist	141.94	0.01	64.51	3.65	57.1	16.68	3	8
Forest 	2	PI_dist	141.45	0.01	64.04	3.63	57.1	16.68	3	9
Forest 	2	PI_dist	141.06	0.01	63.66	3.62	57.09	16.68	3	10
Forest 	2	PI_dist	140.77	0	63.4	3.61	57.08	16.68	3	11
Forest 	2	PI_dist	140.6	0	63.24	3.61	57.06	16.68	3	12
Forest 	2	PI_dist	140.47	0	63.13	3.6	57.05	16.68	4	1
Forest 	2	PI_dist	140.35	0	63.03	3.6	57.03	16.68	4	2
Forest 	2	PI_dist	140.23	0	62.92	3.6	57.01	16.68	4	3
Forest 	2	PI_dist	140.07	0	62.79	3.6	57	16.68	4	4
Forest 	2	PI_dist	139.87	0	62.61	3.59	56.98	16.68	4	5
Forest 	2	PI_dist	139.58	0	62.33	3.59	56.97	16.68	4	6
Forest 	2	PI_dist	139.17	0	61.95	3.57	56.97	16.68	4	7
Forest 	2	PI_dist	138.7	0	61.49	3.56	56.96	16.68	4	8
Forest 	2	PI_dist	138.23	0	61.05	3.54	56.96	16.68	4	9
Forest 	2	PI_dist	137.85	0	60.69	3.53	56.95	16.68	4	10
Forest 	2	PI_dist	137.58	0	60.44	3.52	56.94	16.68	4	11
Forest 	2	PI_dist	137.41	0	60.29	3.52	56.92	16.68	4	12
Forest 	2	PI_dist	137.29	0	60.19	3.52	56.9	16.68	5	1
Forest 	2	PI_dist	137.17	0	60.09	3.51	56.89	16.68	5	2
Forest 	2	PI_dist	137.05	0	59.99	3.51	56.87	16.68	5	3
Forest 	2	PI_dist	136.91	0	59.86	3.51	56.85	16.68	5	4
Forest 	2	PI_dist	136.71	0	59.69	3.51	56.84	16.68	5	5
Forest 	2	PI_dist	136.43	0	59.43	3.5	56.83	16.68	5	6
Forest 	2	PI_dist	136.05	0	59.06	3.48	56.82	16.68	5	7
Forest 	2	PI_dist	135.59	0	58.63	3.47	56.81	16.68	5	8
Forest 	2	PI_dist	135.14	0	58.21	3.45	56.8	16.68	5	9
Forest 	2	PI_dist	134.78	0	57.87	3.44	56.79	16.68	5	10
Forest 	2	PI_dist	134.52	0	57.63	3.43	56.78	16.68	5	11
Forest 	2	PI_dist	134.36	0	57.49	3.43	56.76	16.68	5	12
Forest 	2	PI_dist	134.24	0	57.39	3.42	56.75	16.68	6	1
Forest 	2	PI_dist	134.13	0	57.29	3.42	56.73	16.68	6	2
Forest 	2	PI_dist	134.02	0	57.2	3.42	56.71	16.68	6	3
Forest 	2	PI_dist	133.88	0	57.08	3.42	56.7	16.68	6	4
Forest 	2	PI_dist	133.69	0	56.91	3.41	56.68	16.68	6	5
Forest 	2	PI_dist	133.42	0	56.67	3.41	56.67	16.68	6	6
Forest 	2	PI_dist	133.05	0	56.32	3.39	56.66	16.68	6	7
Forest 	2	PI_dist	132.62	0	55.91	3.37	56.65	16.68	6	8
Forest 	2	PI_dist	132.19	0	55.51	3.36	56.64	16.68	6	9
Forest 	2	PI_dist	131.84	0	55.19	3.35	56.63	16.68	6	10
Forest 	2	PI_dist	131.59	0	54.96	3.34	56.61	16.68	6	11
Forest 	2	PI_dist	131.44	0	54.82	3.33	56.6	16.68	6	12
Forest 	2	PI_dist	131.32	0	54.73	3.33	56.58	16.68	7	1
Forest 	2	PI_dist	131.22	0	54.64	3.33	56.56	16.68	7	2
Forest 	2	PI_dist	131.11	0	54.55	3.33	56.54	16.68	7	3
Forest 	2	PI_dist	130.97	0	54.44	3.33	56.53	16.68	7	4
Forest 	2	PI_dist	130.79	0	54.28	3.32	56.51	16.68	7	5
Forest 	2	PI_dist	130.54	0	54.04	3.31	56.5	16.68	7	6
Forest 	2	PI_dist	130.19	0	53.72	3.3	56.48	16.68	7	7
Forest 	2	PI_dist	129.77	0	53.33	3.28	56.47	16.68	7	8
Forest 	2	PI_dist	129.36	0	52.95	3.27	56.46	16.68	7	9
Forest 	2	PI_dist	129.03	0	52.64	3.25	56.45	16.68	7	10
Forest 	2	PI_dist	128.79	0	52.42	3.25	56.44	16.68	7	11
Forest 	2	PI_dist	128.64	0	52.29	3.24	56.42	16.68	7	12
Forest 	2	PI_dist	128.53	0	52.2	3.24	56.4	16.68	8	1
Forest 	2	PI_dist	128.42	0	52.12	3.24	56.38	16.68	8	2
Forest 	2	PI_dist	128.32	0	52.03	3.24	56.36	16.68	8	3
Forest 	2	PI_dist	128.19	0	51.93	3.23	56.35	16.68	8	4
Forest 	2	PI_dist	128.02	0	51.78	3.23	56.33	16.68	8	5
Forest 	2	PI_dist	127.78	0	51.55	3.22	56.32	16.68	8	6
Forest 	2	PI_dist	127.44	0	51.24	3.21	56.3	16.68	8	7
Forest 	2	PI_dist	127.04	0	50.87	3.19	56.29	16.68	8	8
Forest 	2	PI_dist	126.65	0	50.51	3.17	56.28	16.68	8	9
Forest 	2	PI_dist	126.33	0	50.22	3.16	56.26	16.68	8	10
Forest 	2	PI_dist	126.1	0	50.01	3.15	56.25	16.68	8	11
Forest 	2	PI_dist	125.96	0	49.89	3.15	56.23	16.68	8	12
Forest 	2	PI_dist	125.85	0	49.8	3.15	56.21	16.68	9	1
Forest 	2	PI_dist	125.75	0	49.72	3.15	56.19	16.68	9	2
Forest 	2	PI_dist	125.65	0	49.64	3.15	56.18	16.68	9	3
Forest 	2	PI_dist	125.53	0	49.54	3.14	56.16	16.68	9	4
Forest 	2	PI_dist	125.36	0	49.4	3.14	56.14	16.68	9	5
Forest 	2	PI_dist	125.13	0	49.19	3.13	56.13	16.68	9	6
Forest 	2	PI_dist	124.8	0	48.89	3.12	56.11	16.68	9	7
Forest 	2	PI_dist	124.42	0	48.54	3.1	56.1	16.68	9	8
Forest 	2	PI_dist	124.05	0	48.19	3.08	56.08	16.68	9	9
Forest 	2	PI_dist	123.74	0	47.92	3.07	56.07	16.68	9	10
Forest 	2	PI_dist	123.52	0	47.72	3.06	56.05	16.68	9	11
Forest 	2	PI_dist	123.38	0	47.61	3.06	56.03	16.68	9	12
Forest 	2	PI_dist	123.28	0	47.52	3.06	56.02	16.68	10	1
Forest 	2	PI_dist	123.18	0	47.45	3.06	56	16.68	10	2
Forest 	2	PI_dist	123.09	0	47.37	3.06	55.98	16.68	10	3
Forest 	2	PI_dist	122.97	0	47.27	3.05	55.96	16.68	10	4
Forest 	2	PI_dist	122.81	0	47.14	3.05	55.94	16.68	10	5
Forest 	2	PI_dist	122.59	0	46.94	3.04	55.93	16.68	10	6
Forest 	2	PI_dist	122.28	0	46.66	3.03	55.91	16.68	10	7
Forest 	2	PI_dist	121.91	0	46.32	3.01	55.9	16.68	10	8
Forest 	2	PI_dist	121.55	0	45.99	2.99	55.88	16.68	10	9
Forest 	2	PI_dist	121.26	0	45.73	2.98	55.86	16.68	10	10
Forest 	2	PI_dist	121.05	0	45.54	2.97	55.85	16.68	10	11
Forest 	2	PI_dist	120.92	0	45.43	2.97	55.83	16.68	10	12
Forest 	2	PI_dist	120.82	0	45.36	2.97	55.81	16.68	11	1
Forest 	2	PI_dist	120.73	0	45.28	2.97	55.79	16.68	11	2
Forest 	2	PI_dist	120.63	0	45.21	2.97	55.77	16.68	11	3
Forest 	2	PI_dist	120.52	0	45.12	2.96	55.75	16.68	11	4
Forest 	2	PI_dist	120.37	0	44.99	2.96	55.74	16.68	11	5
Forest 	2	PI_dist	120.15	0	44.8	2.95	55.72	16.68	11	6
Forest 	2	PI_dist	119.85	0	44.53	2.94	55.7	16.68	11	7
Forest 	2	PI_dist	119.5	0	44.21	2.92	55.69	16.68	11	8
Forest 	2	PI_dist	119.16	0	43.9	2.9	55.67	16.68	11	9
Forest 	2	PI_dist	118.88	0	43.65	2.89	55.65	16.68	11	10
Forest 	2	PI_dist	118.68	0	43.47	2.88	55.63	16.68	11	11
Forest 	2	PI_dist	118.55	0	43.37	2.88	55.61	16.68	11	12
Forest 	2	PI_dist	118.46	0	43.3	2.88	55.6	16.68	12	1
Forest 	2	PI_dist	118.37	0	43.23	2.88	55.58	16.68	12	2
Forest 	2	PI_dist	118.27	0	43.16	2.88	55.56	16.68	12	3
Forest 	2	PI_dist	118.17	0	43.07	2.87	55.54	16.68	12	4
Forest 	2	PI_dist	118.02	0	42.95	2.87	55.52	16.68	12	5
Forest 	2	PI_dist	117.81	0	42.77	2.86	55.5	16.68	12	6
Forest 	2	PI_dist	117.53	0	42.51	2.85	55.48	16.68	12	7
Forest 	2	PI_dist	117.19	0	42.21	2.83	55.47	16.68	12	8
Forest 	2	PI_dist	116.87	0	41.91	2.82	55.45	16.68	12	9
Forest 	2	PI_dist	116.6	0	41.68	2.8	55.43	16.68	12	10
Forest 	2	PI_dist	116.4	0	41.51	2.8	55.41	16.68	12	11
Forest 	2	PI_dist	116.28	0	41.41	2.79	55.39	16.68	12	12
Forest 	2	PI_dist	116.19	0	41.34	2.79	55.37	16.68	13	1
Forest 	2	PI_dist	116.1	0	41.27	2.79	55.35	16.68	13	2
Forest 	2	PI_dist	116.01	0	41.2	2.79	55.34	16.68	13	3
Forest 	2	PI_dist	115.91	0	41.12	2.79	55.32	16.68	13	4
Forest 	2	PI_dist	115.77	0	41.01	2.78	55.3	16.68	13	5
Forest 	2	PI_dist	115.57	0	40.83	2.77	55.28	16.68	13	6
Forest 	2	PI_dist	115.3	0	40.59	2.76	55.26	16.68	13	7
Forest 	2	PI_dist	114.98	0	40.3	2.75	55.24	16.68	13	8
Forest 	2	PI_dist	114.66	0	40.02	2.73	55.22	16.68	13	9
Forest 	2	PI_dist	114.4	0	39.8	2.72	55.2	16.68	13	10
Forest 	2	PI_dist	114.22	0	39.64	2.71	55.18	16.68	13	11
Forest 	2	PI_dist	114.1	0	39.54	2.71	55.17	16.68	13	12
Forest 	2	PI_dist	114.01	0	39.47	2.71	55.15	16.68	14	1
Forest 	2	PI_dist	113.93	0	39.41	2.71	55.13	16.68	14	2
Forest 	2	PI_dist	113.84	0	39.35	2.7	55.11	16.68	14	3
Forest 	2	PI_dist	113.74	0	39.27	2.7	55.09	16.68	14	4
Forest 	2	PI_dist	113.61	0	39.16	2.7	55.07	16.68	14	5
Forest 	2	PI_dist	113.42	0	39	2.69	55.05	16.68	14	6
Forest 	2	PI_dist	113.16	0	38.77	2.68	55.03	16.68	14	7
Forest 	2	PI_dist	112.85	0	38.49	2.66	55.01	16.68	14	8
Forest 	2	PI_dist	112.55	0	38.22	2.65	54.99	16.68	14	9
Forest 	2	PI_dist	112.3	0	38.01	2.64	54.97	16.68	14	10
Forest 	2	PI_dist	112.12	0	37.86	2.63	54.95	16.68	14	11
Forest 	2	PI_dist	112	0	37.76	2.62	54.93	16.68	14	12
Forest 	2	PI_dist	111.92	0	37.7	2.62	54.91	16.68	15	1
Forest 	2	PI_dist	111.84	0	37.64	2.62	54.89	16.68	15	2
Forest 	2	PI_dist	111.76	0	37.58	2.62	54.87	16.68	15	3
Forest 	2	PI_dist	111.66	0	37.51	2.62	54.85	16.68	15	4
Forest 	2	PI_dist	111.53	0	37.4	2.61	54.83	16.68	15	5
Forest 	2	PI_dist	111.35	0	37.25	2.61	54.81	16.68	15	6
Forest 	2	PI_dist	111.1	0	37.03	2.59	54.79	16.68	15	7
Forest 	2	PI_dist	110.8	0	36.77	2.58	54.77	16.68	15	8
Forest 	2	PI_dist	110.51	0	36.51	2.56	54.75	16.68	15	9
Forest 	2	PI_dist	110.28	0	36.31	2.55	54.73	16.68	15	10
Forest 	2	PI_dist	110.1	0	36.16	2.55	54.71	16.68	15	11
Forest 	2	PI_dist	109.99	0	36.08	2.54	54.69	16.68	15	12
Forest 	2	PI_dist	109.91	0	36.02	2.54	54.67	16.68	16	1
Forest 	2	PI_dist	109.83	0	35.96	2.54	54.65	16.68	16	2
Forest 	2	PI_dist	109.75	0	35.9	2.54	54.63	16.68	16	3
Forest 	2	PI_dist	109.66	0	35.83	2.54	54.61	16.68	16	4
Forest 	2	PI_dist	109.54	0	35.73	2.53	54.59	16.68	16	5
Forest 	2	PI_dist	109.36	0	35.58	2.52	54.57	16.68	16	6
Forest 	2	PI_dist	109.12	0.01	35.37	2.51	54.55	16.68	16	7
Forest 	2	PI_dist	108.84	0	35.13	2.5	54.53	16.68	16	8
Forest 	2	PI_dist	108.56	0	34.88	2.48	54.51	16.68	16	9
Forest 	2	PI_dist	108.33	0	34.69	2.47	54.48	16.68	16	10
Forest 	2	PI_dist	108.17	0	34.55	2.47	54.46	16.68	16	11
Forest 	2	PI_dist	108.06	0	34.47	2.46	54.44	16.68	16	12
Forest 	2	PI_dist	107.98	0	34.41	2.46	54.42	16.68	17	1
Forest 	2	PI_dist	107.9	0	34.36	2.46	54.4	16.68	17	2
Forest 	2	PI_dist	107.83	0	34.3	2.46	54.38	16.68	17	3
Forest 	2	PI_dist	107.74	0	34.23	2.46	54.36	16.68	17	4
Forest 	2	PI_dist	107.62	0	34.14	2.45	54.34	16.68	17	5
Forest 	2	PI_dist	107.45	0.01	34	2.45	54.32	16.68	17	6
Forest 	2	PI_dist	107.22	0.01	33.8	2.43	54.3	16.68	17	7
Forest 	2	PI_dist	106.95	0.01	33.57	2.42	54.28	16.68	17	8
Forest 	2	PI_dist	106.68	0.01	33.33	2.41	54.25	16.68	17	9
Forest 	2	PI_dist	106.46	0.01	33.15	2.4	54.23	16.68	17	10
Forest 	2	PI_dist	106.3	0	33.02	2.39	54.21	16.68	17	11
Forest 	2	PI_dist	106.2	0	32.94	2.39	54.19	16.68	17	12
Forest 	2	PI_dist	106.12	0	32.88	2.38	54.17	16.68	18	1
Forest 	2	PI_dist	106.05	0	32.83	2.38	54.15	16.68	18	2
Forest 	2	PI_dist	105.98	0	32.78	2.38	54.13	16.68	18	3
Forest 	2	PI_dist	105.89	0	32.71	2.38	54.11	16.68	18	4
Forest 	2	PI_dist	105.78	0.01	32.63	2.38	54.09	16.68	18	5
Forest 	2	PI_dist	105.62	0.01	32.49	2.37	54.07	16.68	18	6
Forest 	2	PI_dist	105.39	0.01	32.3	2.36	54.05	16.68	18	7
Forest 	2	PI_dist	105.13	0.01	32.08	2.34	54.02	16.68	18	8
