Land_use	Pit_number	Modelling	Total_SOC_stock_tha_without_cummulative_changes	DPM_stock_tha	RPM_stock_tha	BIO_stock_tha	HUM_stock_tha	IOM_stock_tha	Year 	Month
Forest 	2	PI_dist	225.31	1.44	141.16	6.54	59.49	16.68	149	8
Forest 	2	PI_dist	225.36	1.41	141.17	6.54	59.56	16.68	149	9
Forest 	2	PI_dist	225.64	1.43	141.37	6.54	59.61	16.68	149	10
Forest 	2	PI_dist	224.92	1.27	140.79	6.54	59.64	16.68	149	11
Forest 	2	PI_dist	224.51	1.19	140.45	6.55	59.65	16.68	149	12
Forest 	2	PI_dist	224.22	1.14	140.21	6.55	59.65	16.68	150	1
Forest 	2	PI_dist	223.94	1.09	139.98	6.55	59.64	16.68	150	2
Forest 	2	PI_dist	223.67	1.05	139.75	6.55	59.64	16.68	150	3
Forest 	2	PI_dist	224.61	1.25	140.48	6.55	59.64	16.68	150	4
Forest 	2	PI_dist	225.39	1.41	141.09	6.56	59.65	16.68	150	5
Forest 	2	PI_dist	225.93	1.49	141.51	6.56	59.69	16.68	150	6
Forest 	2	PI_dist	226.15	1.49	141.68	6.56	59.74	16.68	150	7
Forest 	2	PI_dist	226.17	1.44	141.67	6.57	59.81	16.68	150	8
Forest 	2	PI_dist	226.22	1.41	141.68	6.57	59.88	16.68	150	9
Forest 	2	PI_dist	226.5	1.44	141.88	6.57	59.93	16.68	150	10
Forest 	2	PI_dist	225.78	1.27	141.3	6.57	59.96	16.68	150	11
Forest 	2	PI_dist	225.36	1.19	140.95	6.58	59.97	16.68	150	12
Forest 	2	PI_dist	225.07	1.14	140.71	6.58	59.96	16.68	151	1
Forest 	2	PI_dist	224.8	1.09	140.48	6.58	59.96	16.68	151	2
Forest 	2	PI_dist	224.52	1.05	140.25	6.58	59.96	16.68	151	3
Forest 	2	PI_dist	225.46	1.25	140.98	6.58	59.96	16.68	151	4
Forest 	2	PI_dist	226.25	1.41	141.6	6.59	59.97	16.68	151	5
Forest 	2	PI_dist	226.78	1.49	142.01	6.59	60	16.68	151	6
Forest 	2	PI_dist	227	1.49	142.18	6.59	60.06	16.68	151	7
Forest 	2	PI_dist	227.02	1.45	142.17	6.6	60.13	16.68	151	8
Forest 	2	PI_dist	227.07	1.41	142.18	6.6	60.2	16.68	151	9
Forest 	2	PI_dist	227.34	1.44	142.38	6.6	60.25	16.68	151	10
Forest 	2	PI_dist	226.62	1.27	141.79	6.6	60.28	16.68	151	11
Forest 	2	PI_dist	226.21	1.19	141.45	6.61	60.28	16.68	151	12
Forest 	2	PI_dist	225.91	1.14	141.2	6.61	60.28	16.68	152	1
Forest 	2	PI_dist	225.64	1.1	140.97	6.61	60.28	16.68	152	2
Forest 	2	PI_dist	225.36	1.05	140.74	6.61	60.28	16.68	152	3
Forest 	2	PI_dist	226.3	1.25	141.47	6.61	60.28	16.68	152	4
Forest 	2	PI_dist	227.09	1.41	142.09	6.62	60.29	16.68	152	5
Forest 	2	PI_dist	227.62	1.5	142.5	6.62	60.32	16.68	152	6
Forest 	2	PI_dist	227.84	1.5	142.67	6.62	60.38	16.68	152	7
Forest 	2	PI_dist	227.86	1.45	142.66	6.62	60.45	16.68	152	8
Forest 	2	PI_dist	227.9	1.41	142.66	6.63	60.52	16.68	152	9
Forest 	2	PI_dist	228.18	1.44	142.86	6.63	60.57	16.68	152	10
Forest 	2	PI_dist	227.45	1.27	142.27	6.63	60.6	16.68	152	11
Forest 	2	PI_dist	227.04	1.19	141.93	6.63	60.6	16.68	152	12
Forest 	2	PI_dist	226.74	1.14	141.68	6.64	60.6	16.68	153	1
Forest 	2	PI_dist	226.47	1.1	141.45	6.64	60.6	16.68	153	2
Forest 	2	PI_dist	226.19	1.05	141.22	6.64	60.59	16.68	153	3
Forest 	2	PI_dist	227.13	1.25	141.95	6.64	60.6	16.68	153	4
Forest 	2	PI_dist	227.91	1.41	142.57	6.64	60.61	16.68	153	5
Forest 	2	PI_dist	228.45	1.5	142.98	6.65	60.64	16.68	153	6
Forest 	2	PI_dist	228.67	1.5	143.14	6.65	60.7	16.68	153	7
Forest 	2	PI_dist	228.68	1.45	143.13	6.65	60.77	16.68	153	8
Forest 	2	PI_dist	228.72	1.42	143.14	6.65	60.83	16.68	153	9
Forest 	2	PI_dist	229	1.44	143.33	6.66	60.88	16.68	153	10
Forest 	2	PI_dist	228.27	1.28	142.74	6.66	60.91	16.68	153	11
Forest 	2	PI_dist	227.85	1.19	142.4	6.66	60.92	16.68	153	12
Forest 	2	PI_dist	227.56	1.14	142.15	6.66	60.92	16.68	154	1
Forest 	2	PI_dist	227.28	1.1	141.92	6.67	60.92	16.68	154	2
Forest 	2	PI_dist	227.01	1.06	141.69	6.67	60.91	16.68	154	3
Forest 	2	PI_dist	227.94	1.26	142.42	6.67	60.91	16.68	154	4
Forest 	2	PI_dist	228.73	1.41	143.03	6.67	60.93	16.68	154	5
Forest 	2	PI_dist	229.26	1.5	143.45	6.67	60.96	16.68	154	6
Forest 	2	PI_dist	229.48	1.5	143.61	6.68	61.01	16.68	154	7
Forest 	2	PI_dist	229.49	1.45	143.59	6.68	61.08	16.68	154	8
Forest 	2	PI_dist	229.53	1.42	143.6	6.68	61.15	16.68	154	9
Forest 	2	PI_dist	229.8	1.44	143.79	6.68	61.2	16.68	154	10
Forest 	2	PI_dist	229.08	1.28	143.2	6.69	61.23	16.68	154	11
Forest 	2	PI_dist	228.66	1.19	142.85	6.69	61.24	16.68	154	12
Forest 	2	PI_dist	228.36	1.14	142.61	6.69	61.24	16.68	155	1
Forest 	2	PI_dist	228.09	1.1	142.38	6.69	61.23	16.68	155	2
Forest 	2	PI_dist	227.81	1.06	142.14	6.7	61.23	16.68	155	3
Forest 	2	PI_dist	228.74	1.26	142.88	6.7	61.23	16.68	155	4
Forest 	2	PI_dist	229.53	1.42	143.49	6.7	61.24	16.68	155	5
Forest 	2	PI_dist	230.07	1.5	143.9	6.7	61.28	16.68	155	6
Forest 	2	PI_dist	230.28	1.5	144.06	6.71	61.33	16.68	155	7
Forest 	2	PI_dist	230.29	1.45	144.05	6.71	61.4	16.68	155	8
Forest 	2	PI_dist	230.33	1.42	144.05	6.71	61.47	16.68	155	9
Forest 	2	PI_dist	230.6	1.45	144.24	6.71	61.52	16.68	155	10
Forest 	2	PI_dist	229.87	1.28	143.65	6.71	61.55	16.68	155	11
Forest 	2	PI_dist	229.45	1.2	143.3	6.72	61.56	16.68	155	12
Forest 	2	PI_dist	229.15	1.15	143.05	6.72	61.55	16.68	156	1
Forest 	2	PI_dist	228.88	1.1	142.82	6.72	61.55	16.68	156	2
Forest 	2	PI_dist	228.6	1.06	142.59	6.72	61.55	16.68	156	3
Forest 	2	PI_dist	229.53	1.26	143.32	6.72	61.55	16.68	156	4
Forest 	2	PI_dist	230.32	1.42	143.93	6.73	61.56	16.68	156	5
Forest 	2	PI_dist	230.86	1.5	144.35	6.73	61.59	16.68	156	6
Forest 	2	PI_dist	231.07	1.5	144.5	6.73	61.65	16.68	156	7
Forest 	2	PI_dist	231.08	1.46	144.49	6.73	61.72	16.68	156	8
Forest 	2	PI_dist	231.11	1.42	144.48	6.74	61.79	16.68	156	9
Forest 	2	PI_dist	231.38	1.45	144.68	6.74	61.84	16.68	156	10
Forest 	2	PI_dist	230.65	1.28	144.08	6.74	61.87	16.68	156	11
Forest 	2	PI_dist	230.23	1.2	143.73	6.74	61.87	16.68	156	12
Forest 	2	PI_dist	229.93	1.15	143.49	6.75	61.87	16.68	157	1
Forest 	2	PI_dist	229.65	1.1	143.25	6.75	61.87	16.68	157	2
Forest 	2	PI_dist	229.37	1.06	143.02	6.75	61.86	16.68	157	3
Forest 	2	PI_dist	230.31	1.26	143.75	6.75	61.87	16.68	157	4
Forest 	2	PI_dist	231.1	1.42	144.37	6.75	61.88	16.68	157	5
Forest 	2	PI_dist	231.63	1.51	144.78	6.76	61.91	16.68	157	6
Forest 	2	PI_dist	231.85	1.51	144.94	6.76	61.97	16.68	157	7
Forest 	2	PI_dist	231.85	1.46	144.92	6.76	62.04	16.68	157	8
Forest 	2	PI_dist	231.88	1.42	144.91	6.76	62.11	16.68	157	9
Forest 	2	PI_dist	232.15	1.45	145.1	6.76	62.16	16.68	157	10
Forest 	2	PI_dist	231.42	1.28	144.51	6.77	62.19	16.68	157	11
Forest 	2	PI_dist	231	1.2	144.16	6.77	62.19	16.68	157	12
Forest 	2	PI_dist	230.7	1.15	143.91	6.77	62.19	16.68	158	1
Forest 	2	PI_dist	230.42	1.1	143.68	6.77	62.19	16.68	158	2
Forest 	2	PI_dist	230.14	1.06	143.44	6.78	62.18	16.68	158	3
Forest 	2	PI_dist	231.08	1.26	144.17	6.78	62.18	16.68	158	4
Forest 	2	PI_dist	231.86	1.42	144.79	6.78	62.2	16.68	158	5
Forest 	2	PI_dist	232.4	1.51	145.2	6.78	62.23	16.68	158	6
Forest 	2	PI_dist	232.61	1.51	145.36	6.78	62.28	16.68	158	7
Forest 	2	PI_dist	232.61	1.46	145.33	6.79	62.35	16.68	158	8
Forest 	2	PI_dist	232.64	1.43	145.33	6.79	62.42	16.68	158	9
Forest 	2	PI_dist	232.91	1.45	145.52	6.79	62.47	16.68	158	10
Forest 	2	PI_dist	232.18	1.28	144.92	6.79	62.5	16.68	158	11
Forest 	2	PI_dist	231.75	1.2	144.57	6.79	62.51	16.68	158	12
Forest 	2	PI_dist	231.46	1.15	144.32	6.8	62.51	16.68	159	1
Forest 	2	PI_dist	231.17	1.11	144.09	6.8	62.5	16.68	159	2
Forest 	2	PI_dist	230.89	1.06	143.85	6.8	62.5	16.68	159	3
Forest 	2	PI_dist	231.83	1.26	144.58	6.8	62.5	16.68	159	4
Forest 	2	PI_dist	232.62	1.42	145.2	6.8	62.51	16.68	159	5
Forest 	2	PI_dist	233.15	1.51	145.61	6.81	62.54	16.68	159	6
Forest 	2	PI_dist	233.36	1.51	145.76	6.81	62.6	16.68	159	7
Forest 	2	PI_dist	233.36	1.46	145.74	6.81	62.67	16.68	159	8
Forest 	2	PI_dist	233.39	1.43	145.73	6.81	62.74	16.68	159	9
Forest 	2	PI_dist	233.66	1.45	145.92	6.81	62.79	16.68	159	10
Forest 	2	PI_dist	232.92	1.28	145.32	6.82	62.82	16.68	159	11
Forest 	2	PI_dist	232.5	1.2	144.97	6.82	62.83	16.68	159	12
Forest 	2	PI_dist	232.2	1.15	144.72	6.82	62.82	16.68	160	1
Forest 	2	PI_dist	231.92	1.11	144.49	6.82	62.82	16.68	160	2
Forest 	2	PI_dist	231.64	1.06	144.25	6.83	62.81	16.68	160	3
Forest 	2	PI_dist	232.57	1.27	144.99	6.83	62.82	16.68	160	4
Forest 	2	PI_dist	233.36	1.42	145.6	6.83	62.83	16.68	160	5
Forest 	2	PI_dist	233.89	1.51	146.01	6.83	62.86	16.68	160	6
Forest 	2	PI_dist	234.1	1.51	146.16	6.83	62.92	16.68	160	7
Forest 	2	PI_dist	234.1	1.46	146.14	6.83	62.99	16.68	160	8
Forest 	2	PI_dist	234.13	1.43	146.13	6.84	63.05	16.68	160	9
Forest 	2	PI_dist	234.4	1.45	146.32	6.84	63.11	16.68	160	10
Forest 	2	PI_dist	233.66	1.29	145.72	6.84	63.13	16.68	160	11
Forest 	2	PI_dist	233.23	1.2	145.36	6.84	63.14	16.68	160	12
Forest 	2	PI_dist	232.93	1.15	145.11	6.84	63.14	16.68	161	1
Forest 	2	PI_dist	232.65	1.11	144.88	6.85	63.13	16.68	161	2
Forest 	2	PI_dist	232.37	1.06	144.64	6.85	63.13	16.68	161	3
Forest 	2	PI_dist	233.31	1.27	145.38	6.85	63.13	16.68	161	4
Forest 	2	PI_dist	234.09	1.43	145.99	6.85	63.14	16.68	161	5
Forest 	2	PI_dist	234.62	1.51	146.4	6.85	63.18	16.68	161	6
Forest 	2	PI_dist	234.83	1.51	146.55	6.86	63.23	16.68	161	7
Forest 	2	PI_dist	234.83	1.46	146.53	6.86	63.3	16.68	161	8
Forest 	2	PI_dist	234.86	1.43	146.52	6.86	63.37	16.68	161	9
Forest 	2	PI_dist	235.12	1.46	146.7	6.86	63.42	16.68	161	10
Forest 	2	PI_dist	234.38	1.29	146.1	6.86	63.45	16.68	161	11
Forest 	2	PI_dist	233.95	1.2	145.74	6.87	63.46	16.68	161	12
Forest 	2	PI_dist	233.65	1.15	145.5	6.87	63.45	16.68	162	1
Forest 	2	PI_dist	233.37	1.11	145.26	6.87	63.45	16.68	162	2
Forest 	2	PI_dist	233.09	1.07	145.02	6.87	63.45	16.68	162	3
Forest 	2	PI_dist	234.03	1.27	145.76	6.87	63.45	16.68	162	4
Forest 	2	PI_dist	234.81	1.43	146.37	6.88	63.46	16.68	162	5
Forest 	2	PI_dist	235.34	1.51	146.78	6.88	63.49	16.68	162	6
Forest 	2	PI_dist	235.55	1.51	146.93	6.88	63.55	16.68	162	7
Forest 	2	PI_dist	235.55	1.47	146.9	6.88	63.62	16.68	162	8
Forest 	2	PI_dist	235.57	1.43	146.89	6.88	63.69	16.68	162	9
Forest 	2	PI_dist	235.84	1.46	147.08	6.88	63.74	16.68	162	10
Forest 	2	PI_dist	235.09	1.29	146.47	6.89	63.77	16.68	162	11
Forest 	2	PI_dist	234.66	1.21	146.12	6.89	63.77	16.68	162	12
Forest 	2	PI_dist	234.36	1.16	145.87	6.89	63.77	16.68	163	1
Forest 	2	PI_dist	234.08	1.11	145.63	6.89	63.76	16.68	163	2
Forest 	2	PI_dist	233.8	1.07	145.39	6.9	63.76	16.68	163	3
Forest 	2	PI_dist	234.74	1.27	146.13	6.9	63.76	16.68	163	4
Forest 	2	PI_dist	235.52	1.43	146.74	6.9	63.77	16.68	163	5
Forest 	2	PI_dist	236.05	1.52	147.15	6.9	63.81	16.68	163	6
Forest 	2	PI_dist	236.26	1.52	147.3	6.9	63.86	16.68	163	7
Forest 	2	PI_dist	236.25	1.47	147.27	6.9	63.93	16.68	163	8
Forest 	2	PI_dist	236.28	1.43	147.26	6.91	64	16.68	163	9
Forest 	2	PI_dist	236.54	1.46	147.44	6.91	64.05	16.68	163	10
Forest 	2	PI_dist	235.8	1.29	146.84	6.91	64.08	16.68	163	11
Forest 	2	PI_dist	235.37	1.21	146.48	6.91	64.09	16.68	163	12
Forest 	2	PI_dist	235.06	1.16	146.23	6.91	64.08	16.68	164	1
Forest 	2	PI_dist	234.78	1.11	145.99	6.92	64.08	16.68	164	2
Forest 	2	PI_dist	234.49	1.07	145.75	6.92	64.07	16.68	164	3
Forest 	2	PI_dist	235.43	1.27	146.49	6.92	64.08	16.68	164	4
Forest 	2	PI_dist	236.22	1.43	147.1	6.92	64.09	16.68	164	5
Forest 	2	PI_dist	236.75	1.52	147.51	6.92	64.12	16.68	164	6
Forest 	2	PI_dist	236.96	1.52	147.66	6.93	64.18	16.68	164	7
Forest 	2	PI_dist	236.95	1.47	147.63	6.93	64.25	16.68	164	8
Forest 	2	PI_dist	236.97	1.43	147.61	6.93	64.31	16.68	164	9
Forest 	2	PI_dist	237.23	1.46	147.8	6.93	64.36	16.68	164	10
Forest 	2	PI_dist	236.49	1.29	147.19	6.93	64.39	16.68	164	11
Forest 	2	PI_dist	236.06	1.21	146.83	6.93	64.4	16.68	164	12
Forest 	2	PI_dist	235.75	1.16	146.58	6.94	64.4	16.68	165	1
Forest 	2	PI_dist	235.47	1.11	146.34	6.94	64.39	16.68	165	2
Forest 	2	PI_dist	235.18	1.07	146.1	6.94	64.39	16.68	165	3
Forest 	2	PI_dist	236.12	1.27	146.84	6.94	64.39	16.68	165	4
Forest 	2	PI_dist	236.91	1.43	147.45	6.94	64.4	16.68	165	5
Forest 	2	PI_dist	237.44	1.52	147.86	6.94	64.43	16.68	165	6
Forest 	2	PI_dist	237.64	1.52	148.01	6.95	64.49	16.68	165	7
Forest 	2	PI_dist	237.63	1.47	147.98	6.95	64.56	16.68	165	8
Forest 	2	PI_dist	237.65	1.44	147.96	6.95	64.63	16.68	165	9
Forest 	2	PI_dist	237.91	1.46	148.14	6.95	64.68	16.68	165	10
Forest 	2	PI_dist	237.17	1.29	147.53	6.95	64.71	16.68	165	11
Forest 	2	PI_dist	236.73	1.21	147.18	6.95	64.71	16.68	165	12
Forest 	2	PI_dist	236.43	1.16	146.93	6.96	64.71	16.68	166	1
Forest 	2	PI_dist	236.15	1.11	146.69	6.96	64.71	16.68	166	2
Forest 	2	PI_dist	235.86	1.07	146.45	6.96	64.7	16.68	166	3
Forest 	2	PI_dist	236.8	1.27	147.18	6.96	64.7	16.68	166	4
Forest 	2	PI_dist	237.59	1.43	147.8	6.96	64.71	16.68	166	5
Forest 	2	PI_dist	238.12	1.52	148.2	6.97	64.75	16.68	166	6
Forest 	2	PI_dist	238.32	1.52	148.35	6.97	64.8	16.68	166	7
Forest 	2	PI_dist	238.31	1.47	148.32	6.97	64.87	16.68	166	8
Forest 	2	PI_dist	238.33	1.44	148.3	6.97	64.94	16.68	166	9
Forest 	2	PI_dist	238.59	1.46	148.48	6.97	64.99	16.68	166	10
Forest 	2	PI_dist	237.84	1.29	147.87	6.97	65.02	16.68	166	11
Forest 	2	PI_dist	237.4	1.21	147.51	6.98	65.03	16.68	166	12
Forest 	2	PI_dist	237.1	1.16	147.26	6.98	65.02	16.68	167	1
Forest 	2	PI_dist	236.81	1.11	147.02	6.98	65.02	16.68	167	2
Forest 	2	PI_dist	236.53	1.07	146.78	6.98	65.01	16.68	167	3
Forest 	2	PI_dist	237.47	1.27	147.52	6.98	65.01	16.68	167	4
Forest 	2	PI_dist	238.26	1.43	148.13	6.99	65.03	16.68	167	5
Forest 	2	PI_dist	238.78	1.52	148.54	6.99	65.06	16.68	167	6
Forest 	2	PI_dist	238.99	1.52	148.68	6.99	65.11	16.68	167	7
Forest 	2	PI_dist	238.97	1.47	148.65	6.99	65.18	16.68	167	8
Forest 	2	PI_dist	238.99	1.44	148.63	6.99	65.25	16.68	167	9
Forest 	2	PI_dist	239.25	1.46	148.81	6.99	65.3	16.68	167	10
Forest 	2	PI_dist	238.5	1.29	148.2	6.99	65.33	16.68	167	11
Forest 	2	PI_dist	238.06	1.21	147.84	7	65.34	16.68	167	12
Forest 	2	PI_dist	237.76	1.16	147.59	7	65.33	16.68	168	1
Forest 	2	PI_dist	237.47	1.12	147.35	7	65.33	16.68	168	2
Forest 	2	PI_dist	237.19	1.07	147.11	7	65.32	16.68	168	3
Forest 	2	PI_dist	238.13	1.28	147.84	7	65.33	16.68	168	4
Forest 	2	PI_dist	238.91	1.43	148.45	7.01	65.34	16.68	168	5
Forest 	2	PI_dist	239.44	1.52	148.86	7.01	65.37	16.68	168	6
Forest 	2	PI_dist	239.64	1.52	149.01	7.01	65.42	16.68	168	7
Forest 	2	PI_dist	239.63	1.47	148.97	7.01	65.49	16.68	168	8
Forest 	2	PI_dist	239.64	1.44	148.95	7.01	65.56	16.68	168	9
Forest 	2	PI_dist	239.9	1.47	149.13	7.01	65.61	16.68	168	10
Forest 	2	PI_dist	239.15	1.3	148.52	7.01	65.64	16.68	168	11
Forest 	2	PI_dist	238.71	1.21	148.16	7.02	65.65	16.68	168	12
Forest 	2	PI_dist	238.41	1.16	147.9	7.02	65.64	16.68	169	1
Forest 	2	PI_dist	238.12	1.12	147.66	7.02	65.64	16.68	169	2
Forest 	2	PI_dist	237.83	1.07	147.42	7.02	65.63	16.68	169	3
Forest 	2	PI_dist	238.77	1.28	148.16	7.02	65.64	16.68	169	4
Forest 	2	PI_dist	239.56	1.44	148.77	7.03	65.65	16.68	169	5
Forest 	2	PI_dist	240.09	1.52	149.18	7.03	65.68	16.68	169	6
Forest 	2	PI_dist	240.29	1.52	149.32	7.03	65.73	16.68	169	7
Forest 	2	PI_dist	240.27	1.47	149.28	7.03	65.8	16.68	169	8
Forest 	2	PI_dist	240.29	1.44	149.26	7.03	65.87	16.68	169	9
Forest 	2	PI_dist	240.54	1.47	149.44	7.03	65.92	16.68	169	10
Forest 	2	PI_dist	239.79	1.3	148.83	7.03	65.95	16.68	169	11
Forest 	2	PI_dist	239.35	1.21	148.47	7.04	65.96	16.68	169	12
Forest 	2	PI_dist	239.05	1.16	148.21	7.04	65.95	16.68	170	1
Forest 	2	PI_dist	238.76	1.12	147.97	7.04	65.95	16.68	170	2
Forest 	2	PI_dist	238.47	1.07	147.73	7.04	65.94	16.68	170	3
Forest 	2	PI_dist	239.41	1.28	148.47	7.04	65.95	16.68	170	4
Forest 	2	PI_dist	240.2	1.44	149.08	7.05	65.96	16.68	170	5
Forest 	2	PI_dist	240.73	1.52	149.49	7.05	65.99	16.68	170	6
Forest 	2	PI_dist	240.93	1.52	149.63	7.05	66.04	16.68	170	7
Forest 	2	PI_dist	240.91	1.48	149.59	7.05	66.11	16.68	170	8
Forest 	2	PI_dist	240.92	1.44	149.56	7.05	66.18	16.68	170	9
Forest 	2	PI_dist	241.18	1.47	149.74	7.05	66.23	16.68	170	10
Forest 	2	PI_dist	240.42	1.3	149.13	7.05	66.26	16.68	170	11
Forest 	2	PI_dist	239.98	1.21	148.77	7.06	66.27	16.68	170	12
Forest 	2	PI_dist	239.68	1.16	148.51	7.06	66.26	16.68	171	1
Forest 	2	PI_dist	239.39	1.12	148.27	7.06	66.26	16.68	171	2
Forest 	2	PI_dist	239.1	1.07	148.03	7.06	66.25	16.68	171	3
Forest 	2	PI_dist	240.04	1.28	148.77	7.06	66.25	16.68	171	4
Forest 	2	PI_dist	240.83	1.44	149.38	7.06	66.27	16.68	171	5
Forest 	2	PI_dist	241.36	1.53	149.79	7.07	66.3	16.68	171	6
Forest 	2	PI_dist	241.55	1.53	149.93	7.07	66.35	16.68	171	7
Forest 	2	PI_dist	241.53	1.48	149.89	7.07	66.42	16.68	171	8
Forest 	2	PI_dist	241.54	1.44	149.86	7.07	66.49	16.68	171	9
Forest 	2	PI_dist	241.8	1.47	150.04	7.07	66.54	16.68	171	10
Forest 	2	PI_dist	241.04	1.3	149.42	7.07	66.57	16.68	171	11
Forest 	2	PI_dist	240.61	1.22	149.06	7.07	66.58	16.68	171	12
Forest 	2	PI_dist	240.3	1.16	148.81	7.08	66.57	16.68	172	1
Forest 	2	PI_dist	240.01	1.12	148.56	7.08	66.57	16.68	172	2
Forest 	2	PI_dist	239.72	1.07	148.32	7.08	66.56	16.68	172	3
Forest 	2	PI_dist	240.66	1.28	149.06	7.08	66.56	16.68	172	4
Forest 	2	PI_dist	241.45	1.44	149.67	7.08	66.57	16.68	172	5
Forest 	2	PI_dist	241.98	1.53	150.08	7.08	66.6	16.68	172	6
Forest 	2	PI_dist	242.17	1.53	150.22	7.09	66.66	16.68	172	7
Forest 	2	PI_dist	242.15	1.48	150.18	7.09	66.73	16.68	172	8
Forest 	2	PI_dist	242.16	1.44	150.15	7.09	66.8	16.68	172	9
Forest 	2	PI_dist	242.41	1.47	150.33	7.09	66.85	16.68	172	10
Forest 	2	PI_dist	241.66	1.3	149.71	7.09	66.88	16.68	172	11
Forest 	2	PI_dist	241.22	1.22	149.35	7.09	66.88	16.68	172	12
Forest 	2	PI_dist	240.91	1.17	149.09	7.09	66.88	16.68	173	1
Forest 	2	PI_dist	240.62	1.12	148.85	7.1	66.87	16.68	173	2
Forest 	2	PI_dist	240.33	1.08	148.61	7.1	66.87	16.68	173	3
Forest 	2	PI_dist	241.27	1.28	149.34	7.1	66.87	16.68	173	4
Forest 	2	PI_dist	242.06	1.44	149.96	7.1	66.88	16.68	173	5
Forest 	2	PI_dist	242.59	1.53	150.36	7.1	66.91	16.68	173	6
Forest 	2	PI_dist	242.78	1.53	150.5	7.1	66.97	16.68	173	7
Forest 	2	PI_dist	242.76	1.48	150.46	7.11	67.04	16.68	173	8
Forest 	2	PI_dist	242.77	1.45	150.43	7.11	67.1	16.68	173	9
Forest 	2	PI_dist	243.02	1.47	150.61	7.11	67.16	16.68	173	10
Forest 	2	PI_dist	242.26	1.3	149.99	7.11	67.18	16.68	173	11
Forest 	2	PI_dist	241.82	1.22	149.62	7.11	67.19	16.68	173	12
Forest 	2	PI_dist	241.51	1.17	149.37	7.11	67.19	16.68	174	1
Forest 	2	PI_dist	241.22	1.12	149.13	7.11	67.18	16.68	174	2
Forest 	2	PI_dist	240.93	1.08	148.88	7.12	67.17	16.68	174	3
Forest 	2	PI_dist	241.88	1.28	149.62	7.12	67.17	16.68	174	4
Forest 	2	PI_dist	242.66	1.44	150.23	7.12	67.19	16.68	174	5
Forest 	2	PI_dist	243.19	1.53	150.64	7.12	67.22	16.68	174	6
Forest 	2	PI_dist	243.38	1.53	150.78	7.12	67.27	16.68	174	7
Forest 	2	PI_dist	243.36	1.48	150.73	7.12	67.34	16.68	174	8
Forest 	2	PI_dist	243.36	1.45	150.7	7.12	67.41	16.68	174	9
Forest 	2	PI_dist	243.62	1.47	150.88	7.12	67.46	16.68	174	10
Forest 	2	PI_dist	242.86	1.3	150.26	7.13	67.49	16.68	174	11
Forest 	2	PI_dist	242.42	1.22	149.9	7.13	67.49	16.68	174	12
Forest 	2	PI_dist	242.11	1.17	149.64	7.13	67.49	16.68	175	1
Forest 	2	PI_dist	241.82	1.12	149.4	7.13	67.49	16.68	175	2
Forest 	2	PI_dist	241.53	1.08	149.15	7.13	67.48	16.68	175	3
Forest 	2	PI_dist	242.47	1.28	149.89	7.14	67.48	16.68	175	4
Forest 	2	PI_dist	243.26	1.44	150.5	7.14	67.49	16.68	175	5
Forest 	2	PI_dist	243.78	1.53	150.91	7.14	67.52	16.68	175	6
Forest 	2	PI_dist	243.97	1.53	151.04	7.14	67.58	16.68	175	7
Forest 	2	PI_dist	243.95	1.48	151	7.14	67.65	16.68	175	8
Forest 	2	PI_dist	243.95	1.45	150.97	7.14	67.72	16.68	175	9
Forest 	2	PI_dist	244.21	1.47	151.15	7.14	67.77	16.68	175	10
Forest 	2	PI_dist	243.45	1.3	150.52	7.14	67.79	16.68	175	11
Forest 	2	PI_dist	243	1.22	150.16	7.14	67.8	16.68	175	12
Forest 	2	PI_dist	242.69	1.17	149.9	7.15	67.8	16.68	176	1
Forest 	2	PI_dist	242.4	1.12	149.66	7.15	67.79	16.68	176	2
Forest 	2	PI_dist	242.11	1.08	149.42	7.15	67.78	16.68	176	3
Forest 	2	PI_dist	243.05	1.28	150.15	7.15	67.78	16.68	176	4
Forest 	2	PI_dist	243.84	1.44	150.77	7.15	67.8	16.68	176	5
Forest 	2	PI_dist	244.36	1.53	151.17	7.16	67.83	16.68	176	6
Forest 	2	PI_dist	244.56	1.53	151.31	7.16	67.88	16.68	176	7
Forest 	2	PI_dist	244.53	1.48	151.26	7.16	67.95	16.68	176	8
Forest 	2	PI_dist	244.53	1.45	151.23	7.16	68.02	16.68	176	9
Forest 	2	PI_dist	244.79	1.47	151.4	7.16	68.07	16.68	176	10
Forest 	2	PI_dist	244.02	1.3	150.78	7.16	68.1	16.68	176	11
Forest 	2	PI_dist	243.58	1.22	150.42	7.16	68.1	16.68	176	12
Forest 	2	PI_dist	243.27	1.17	150.16	7.16	68.1	16.68	177	1
Forest 	2	PI_dist	242.98	1.12	149.92	7.17	68.09	16.68	177	2
Forest 	2	PI_dist	242.69	1.08	149.67	7.17	68.09	16.68	177	3
Forest 	2	PI_dist	243.63	1.28	150.41	7.17	68.09	16.68	177	4
Forest 	2	PI_dist	244.42	1.44	151.02	7.17	68.1	16.68	177	5
Forest 	2	PI_dist	244.94	1.53	151.43	7.17	68.13	16.68	177	6
Forest 	2	PI_dist	245.13	1.53	151.56	7.17	68.18	16.68	177	7
Forest 	2	PI_dist	245.1	1.48	151.51	7.17	68.25	16.68	177	8
Forest 	2	PI_dist	245.11	1.45	151.48	7.17	68.32	16.68	177	9
Forest 	2	PI_dist	245.36	1.47	151.66	7.17	68.37	16.68	177	10
