Year	Month	Day	Max	Min	Mean	Precip
1989	1	8	12.59	5.29	8.94	0.01
1989	1	9	12.67	5.37	9.02	0.03
1989	1	10	13.3	6	9.65	0.44
1989	1	11	12.49	5.19	8.84	0.14
1989	1	12	13.07	5.77	9.42	0.11
1989	1	13	10.6	3.3	6.95	0.19
1989	1	14	10.12	2.82	6.47	0.22
1989	1	15	9.94	2.64	6.29	0.22
1989	1	16	13.55	6.25	9.9	0.41
1989	1	17	15.86	8.56	12.21	0.2
1989	1	18	13.76	6.46	10.11	0.69
1989	1	19	13.55	6.25	9.9	0.06
1989	1	20	11.89	4.59	8.24	0.4
1989	1	21	10.68	3.38	7.03	1.03
1989	1	22	12.35	5.05	8.7	0.07
1989	1	23	12.12	4.82	8.47	0.22
1989	1	24	11.52	4.22	7.87	0.24
1989	1	25	11.27	3.97	7.62	0.19
1989	1	26	10.39	3.09	6.74	0.02
1989	1	27	8.63	1.33	4.98	1.25
1989	1	28	10.11	2.81	6.46	0.41
1989	1	29	12.22	4.92	8.57	0.46
1989	1	30	11.79	4.49	8.14	0.42
1989	1	31	11.62	4.32	7.97	0.75
1989	11	1	9.7	3.3	6.5	0.28
1989	11	2	10.63	4.23	7.43	0.12
1989	11	3	10.21	3.81	7.01	0.12
1989	11	4	8.41	2.01	5.21	0.07
1989	11	5	6.65	0.25	3.45	0.02
1989	11	6	6.08	-0.32	2.88	0.09
1989	11	7	7.39	0.99	4.19	0.02
1989	11	8	5.83	-0.57	2.63	0
1989	11	9	6.76	0.36	3.56	0.09
1989	11	10	8.6	2.2	5.4	0.14
1989	11	11	9.51	3.11	6.31	0.01
1989	11	12	7.37	0.97	4.17	0.11
1989	11	13	8.34	1.94	5.14	0
1989	11	14	10.62	4.22	7.42	0
1989	11	15	7.8	1.4	4.6	0
1989	11	16	8.09	1.69	4.89	0
1989	11	17	9.13	2.73	5.93	0.01
1989	11	18	9.26	2.86	6.06	0.01
1989	11	19	9.91	3.51	6.71	0
1989	11	20	9.36	2.96	6.16	0.01
1989	11	21	8.75	2.35	5.55	0.09
1989	11	22	6.38	-0.02	3.18	0
1989	11	23	5.3	-1.1	2.1	0.22
1989	11	24	4.7	-1.7	1.5	0.23
1989	11	25	2.63	-3.77	-0.57	0.01
1989	11	26	4.36	-2.04	1.16	0
1989	11	27	5.63	-0.77	2.43	0
1989	11	28	4.34	-2.06	1.14	0.01
1989	11	29	5.03	-1.37	1.83	0
1989	11	30	3.11	-3.29	-0.09	0
1989	12	1	2.21	-4.79	-1.29	0
1989	12	2	4.21	-2.79	0.71	0
1989	12	3	4.92	-2.08	1.42	0
1989	12	4	4.4	-2.6	0.9	0
1989	12	5	4.84	-2.16	1.34	0
1989	12	6	5.92	-1.08	2.42	0.05
1989	12	7	5.13	-1.87	1.63	0
1989	12	8	2.88	-4.12	-0.62	0.1
1989	12	9	3.91	-3.09	0.41	0.04
1989	12	10	5.41	-1.59	1.91	0.07
1989	12	11	4.8	-2.2	1.3	0
1989	12	12	1.58	-5.42	-1.92	0.09
1989	12	13	2.2	-4.8	-1.3	0
1989	12	14	-2.69	-9.69	-6.19	0
1989	12	15	0.39	-6.61	-3.11	0.01
1989	12	16	2.42	-4.58	-1.08	0.97
1989	12	17	5.9	-1.1	2.4	0.15
1989	12	18	6.42	-0.58	2.92	0.03
1989	12	19	1.64	-5.36	-1.86	0.01
1989	12	20	1.65	-5.35	-1.85	0.05
1989	12	21	6.11	-0.89	2.61	0.12
1989	12	22	5.77	-1.23	2.27	0.11
1989	12	23	7.98	0.98	4.48	0.1
1989	12	24	9.3	2.3	5.8	1.44
1989	12	25	8.79	1.79	5.29	0.48
1989	12	26	6.68	-0.32	3.18	0.02
1989	12	27	1.32	-5.68	-2.18	0
1989	12	28	2.25	-4.75	-1.25	0
1989	12	29	3.47	-3.53	-0.03	0
1989	12	30	4.22	-2.78	0.72	0
1989	12	31	4.81	-2.19	1.31	0.01
1990	1	1	5.43	-0.47	2.48	0.04
1990	1	2	4.37	-1.53	1.42	0.08
1990	1	3	4.35	-1.55	1.4	0.18
1990	1	4	5.91	0.01	2.96	0.04
1990	1	5	6.52	0.62	3.57	0.09
1990	1	6	7.12	1.22	4.17	0.04
1990	1	7	6.83	0.93	3.88	0.17
1990	1	8	6.63	0.73	3.68	0.33
1990	1	9	7	1.1	4.05	1.03
1990	1	10	8.23	2.33	5.28	0.02
1990	1	11	10.84	4.94	7.89	0.2
1990	1	12	8.52	2.62	5.57	0.11
1990	1	13	5.94	0.04	2.99	0.04
1990	1	14	8.68	2.78	5.73	0.29
1990	1	15	10.74	4.84	7.79	0.48
1990	1	16	9.15	3.25	6.2	2.24
1990	1	17	6.4	0.5	3.45	1.06
1990	1	18	5.82	-0.08	2.87	0.47
1990	1	19	5.57	-0.33	2.62	1.15
1990	1	20	6.98	1.08	4.03	0.22
1990	1	21	10.06	4.16	7.11	0.92
1990	1	22	7.63	1.73	4.68	1.57
1990	1	23	5	-0.9	2.05	0.81
1990	1	24	2.58	-3.32	-0.37	1.21
1990	1	25	3.2	-2.7	0.25	1.62
1990	1	26	3.33	-2.57	0.38	0.35
1990	1	27	4.5	-1.4	1.55	0.33
1990	1	28	4.28	-1.62	1.33	0.02
1990	1	29	5.46	-0.44	2.51	0.24
1990	1	30	7.32	1.42	4.37	0.94
1990	1	31	6.95	1.05	4	0.34
1990	2	1	6.68	0.78	3.73	1.21
1990	2	2	6.28	0.38	3.33	1.41
1990	2	3	7.16	1.26	4.21	0.69
1990	2	4	8.56	2.66	5.61	2.08
1990	2	5	11.91	6.01	8.96	0.39
1990	2	6	8.28	2.38	5.33	1.89
1990	2	7	5.32	-0.58	2.37	0.04
1990	2	8	5.12	-0.78	2.17	0.21
1990	2	9	6.85	0.95	3.9	0.96
1990	2	10	7.75	1.85	4.8	1.18
1990	2	11	4.1	-1.8	1.15	1.07
1990	2	12	3.66	-2.24	0.71	0.06
1990	2	13	3.13	-2.77	0.18	0.09
1990	2	14	4.09	-1.81	1.14	0
1990	2	15	3.14	-2.76	0.19	0
1990	2	16	4.55	-1.35	1.6	0.36
1990	2	17	4.72	-1.18	1.77	1.52
1990	2	18	7.25	1.35	4.3	1.3
1990	2	19	8.24	2.34	5.29	0.82
1990	2	20	8.58	2.68	5.63	0.49
1990	2	21	8.94	3.04	5.99	0.33
1990	2	22	9.82	3.92	6.87	0.01
1990	2	23	12.04	6.14	9.09	1.04
1990	2	24	7.41	1.51	4.46	1.34
1990	2	25	7.38	1.48	4.43	1.42
1990	2	26	5.19	-0.71	2.24	1.08
1990	2	27	4.59	-1.31	1.64	0.08
1990	2	28	3.6	-2.3	0.65	0.41
1990	3	1	3.15	-3.15	0	0.32
1990	3	2	3.8	-2.5	0.65	0.05
1990	3	3	6.82	0.52	3.67	0.32
1990	3	4	7.54	1.24	4.39	1.23
1990	3	5	8.07	1.77	4.92	2.09
1990	3	6	10.07	3.77	6.92	0.22
1990	3	7	10.62	4.32	7.47	0.42
1990	3	8	6.93	0.63	3.78	0.17
1990	3	9	5.93	-0.37	2.78	0.85
1990	3	10	8.51	2.21	5.36	0.64
1990	3	11	9.06	2.76	5.91	0.61
1990	3	12	9.02	2.72	5.87	0.01
1990	3	13	8.45	2.15	5.3	0.06
1990	3	14	10.15	3.85	7	0.88
1990	3	15	11.63	5.33	8.48	1.36
1990	3	16	12.57	6.27	9.42	0.27
1990	3	17	12.36	6.06	9.21	0
1990	3	18	12.08	5.78	8.93	0.99
1990	3	19	7.85	1.55	4.7	0.16
1990	3	20	8.55	2.25	5.4	0.76
1990	3	21	9.29	2.99	6.14	1.27
1990	3	22	8.74	2.44	5.59	0.19
1990	3	23	9.43	3.13	6.28	1.41
1990	3	24	6.23	-0.07	3.08	0.66
1990	3	25	6.22	-0.08	3.07	0.01
1990	3	26	7.23	0.93	4.08	0
1990	3	27	9.07	2.77	5.92	0.07
1990	3	28	6.59	0.29	3.44	0
1990	3	29	10.01	3.71	6.86	0
1990	3	30	12.81	6.51	9.66	0
1990	3	31	11.76	5.46	8.61	0
1990	4	1	11.35	2.35	6.85	0.66
1990	4	2	10.73	1.73	6.23	0.58
1990	4	3	5.11	-3.89	0.61	0.45
1990	4	4	5.16	-3.84	0.66	0.49
1990	4	5	7.91	-1.09	3.41	0.14
1990	4	6	8.92	-0.08	4.42	0.06
1990	4	7	8.17	-0.83	3.67	0
1990	4	8	8.85	-0.15	4.35	0.1
1990	4	9	10.5	1.5	6	0.05
1990	4	10	11.54	2.54	7.04	0.16
1990	4	11	12.44	3.44	7.94	0.03
1990	4	12	11.33	2.33	6.83	0.24
1990	4	13	8.59	-0.41	4.09	0.19
1990	4	14	8.28	-0.72	3.78	0.16
1990	4	15	8.55	-0.45	4.05	0.23
1990	4	16	7.23	-1.77	2.73	0.18
1990	4	17	7.09	-1.91	2.59	0.01
1990	4	18	7.8	-1.2	3.3	0.47
1990	4	19	9.24	0.24	4.74	0.14
1990	4	20	10.73	1.73	6.23	0
1990	4	21	9.58	0.58	5.08	0.01
1990	4	22	12.32	3.32	7.82	0.26
1990	4	23	11.45	2.45	6.95	0.02
1990	4	24	12.25	3.25	7.75	0
1990	4	25	11.21	2.21	6.71	0.11
1990	4	26	10	1	5.5	0.08
1990	4	27	9.3	0.3	4.8	0.08
1990	4	28	12.32	3.32	7.82	0
1990	4	29	14.86	5.86	10.36	0
1990	4	30	15.73	6.73	11.23	0
1990	5	1	17.31	7.01	12.16	0
1990	5	2	18.61	8.31	13.46	0
1990	5	3	17.68	7.38	12.53	0
1990	5	4	17.74	7.44	12.59	0.02
1990	5	5	15.2	4.9	10.05	0.03
1990	5	6	12.78	2.48	7.63	1.19
1990	5	7	11.68	1.38	6.53	0.69
1990	5	8	11.09	0.79	5.94	0.2
1990	5	9	13.03	2.73	7.88	0.54
1990	5	10	12.56	2.26	7.41	0.07
1990	5	11	13.34	3.04	8.19	0.01
1990	5	12	12.6	2.3	7.45	0
1990	5	13	13.94	3.64	8.79	0
1990	5	14	13.41	3.11	8.26	0
1990	5	15	12.59	2.29	7.44	0.09
1990	5	16	12.81	2.51	7.66	0
1990	5	17	11.77	1.47	6.62	0
1990	5	18	12.46	2.16	7.31	0
1990	5	19	12.62	2.32	7.47	0
1990	5	20	13.42	3.12	8.27	0
1990	5	21	14.28	3.98	9.13	0.05
1990	5	22	14.66	4.36	9.51	0.08
1990	5	23	14.44	4.14	9.29	0.21
1990	5	24	12.58	2.28	7.43	0.22
1990	5	25	11.62	1.32	6.47	0
1990	5	26	11.94	1.64	6.79	0
1990	5	27	13.17	2.87	8.02	0
1990	5	28	13.95	3.65	8.8	0.2
1990	5	29	17.14	6.84	11.99	0.09
1990	5	30	16.94	6.64	11.79	0.04
1990	5	31	16.18	5.88	11.03	0.04
1990	6	1	16.15	7.75	11.95	0.22
1990	6	2	15.05	6.65	10.85	0
1990	6	3	14.1	5.7	9.9	0.16
1990	6	4	14.5	6.1	10.3	0.01
1990	6	5	13.63	5.23	9.43	0.06
1990	6	6	10.83	2.43	6.63	3.79
1990	6	7	12.59	4.19	8.39	0.14
1990	6	8	13.47	5.07	9.27	0.55
1990	6	9	17.48	9.08	13.28	0
1990	6	10	14.69	6.29	10.49	0.01
1990	6	11	14	5.6	9.8	0
1990	6	12	13.52	5.12	9.32	0
1990	6	13	14.46	6.06	10.26	0.01
1990	6	14	15.73	7.33	11.53	0
1990	6	15	15.58	7.18	11.38	0
1990	6	16	15.22	6.82	11.02	0
1990	6	17	16.22	7.82	12.02	0.01
1990	6	18	16.91	8.51	12.71	0.24
1990	6	19	14.75	6.35	10.55	0.3
1990	6	20	14.77	6.37	10.57	0.03
1990	6	21	15.13	6.73	10.93	0.16
1990	6	22	14.72	6.32	10.52	0.52
1990	6	23	15.13	6.73	10.93	0.08
1990	6	24	14.12	5.72	9.92	0.1
1990	6	25	14.68	6.28	10.48	0.05
1990	6	26	15.45	7.05	11.25	1.19
1990	6	27	15.76	7.36	11.56	0.81
1990	6	28	14.9	6.5	10.7	0.08
1990	6	29	14.12	5.72	9.92	0.37
1990	6	30	15.39	6.99	11.19	2.07
1990	7	1	15.45	5.85	10.65	0.22
1990	7	2	14.52	4.92	9.72	0.06
1990	7	3	14.37	4.77	9.57	0.01
1990	7	4	14.76	5.16	9.96	0.17
1990	7	5	15.07	5.47	10.27	0.34
1990	7	6	15.64	6.04	10.84	0.1
1990	7	7	16.72	7.12	11.92	0.24
1990	7	8	16.92	7.32	12.12	0.6
1990	7	9	15.52	5.92	10.72	0.43
1990	7	10	17.07	7.47	12.27	0.01
1990	7	11	17.62	8.02	12.82	0
1990	7	12	15.29	5.69	10.49	0
1990	7	13	15.59	5.99	10.79	0
1990	7	14	18.07	8.47	13.27	0
1990	7	15	17.52	7.92	12.72	0.69
1990	7	16	18.59	8.99	13.79	0
1990	7	17	17.26	7.66	12.46	0
1990	7	18	19.24	9.64	14.44	0
1990	7	19	20.8	11.2	16	0.01
1990	7	20	19.64	10.04	14.84	0.02
1990	7	21	18.32	8.72	13.52	0
1990	7	22	17.34	7.74	12.54	0
1990	7	23	15.73	6.13	10.93	0
1990	7	24	15.86	6.26	11.06	0
1990	7	25	18.65	9.05	13.85	0
1990	7	26	20.64	11.04	15.84	0
1990	7	27	19.46	9.86	14.66	0.03
1990	7	28	20.37	10.77	15.57	0
1990	7	29	17.81	8.21	13.01	0.22
1990	7	30	21.1	11.5	16.3	0.06
1990	7	31	19.48	9.88	14.68	0.02
1990	8	1	20.36	12.06	16.21	0
1990	8	2	22.01	13.71	17.86	0
1990	8	3	19.89	11.59	15.74	0.02
1990	8	4	16.31	8.01	12.16	0.11
1990	8	5	16.39	8.09	12.24	0.7
1990	8	6	14.99	6.69	10.84	0.05
1990	8	7	15.33	7.03	11.18	0.08
1990	8	8	18.02	9.72	13.87	0.11
1990	8	9	18.53	10.23	14.38	0.25
1990	8	10	19.22	10.92	15.07	0.3
1990	8	11	18.19	9.89	14.04	0.03
1990	8	12	17.92	9.62	13.77	0.4
1990	8	13	17.09	8.79	12.94	0.04
1990	8	14	16.55	8.25	12.4	0.34
1990	8	15	14.27	5.97	10.12	1.98
1990	8	16	15.11	6.81	10.96	0.48
1990	8	17	15.38	7.08	11.23	0.06
1990	8	18	14.23	5.93	10.08	0.01
1990	8	19	14.87	6.57	10.72	1.01
1990	8	20	16.08	7.78	11.93	0.01
1990	8	21	14.88	6.58	10.73	0.01
1990	8	22	18.46	10.16	14.31	0
1990	8	23	16.18	7.88	12.03	0
1990	8	24	19.23	10.93	15.08	0
1990	8	25	18.03	9.73	13.88	0.03
1990	8	26	18.42	10.12	14.27	0.5
1990	8	27	19.71	11.41	15.56	0.01
1990	8	28	20.38	12.08	16.23	0
1990	8	29	18.11	9.81	13.96	0.59
1990	8	30	15.14	6.84	10.99	0.22
1990	8	31	16.73	8.43	12.58	0.31
1990	9	1	15.18	7.38	11.28	0.53
1990	9	2	18.02	10.22	14.12	0.05
1990	9	3	17.59	9.79	13.69	0
1990	9	4	13.96	6.16	10.06	0.07
1990	9	5	13.27	5.47	9.37	0.05
1990	9	6	13.74	5.94	9.84	1.79
1990	9	7	14.09	6.29	10.19	0.15
1990	9	8	14.56	6.76	10.66	0.01
1990	9	9	15.2	7.4	11.3	0
1990	9	10	15.9	8.1	12	0
1990	9	11	15.41	7.61	11.51	0.02
1990	9	12	16.01	8.21	12.11	0.01
1990	9	13	13.29	5.49	9.39	0
1990	9	14	13.52	5.72	9.62	0
1990	9	15	10.84	3.04	6.94	0
1990	9	16	12.22	4.42	8.32	0.05
1990	9	17	12.8	5	8.9	0
1990	9	18	15.1	7.3	11.2	0.8
1990	9	19	11.06	3.26	7.16	0.24
1990	9	20	11.11	3.31	7.21	0.99
1990	9	21	9.35	1.55	5.45	0.04
1990	9	22	11.47	3.67	7.57	0.49
1990	9	23	10.97	3.17	7.07	1.61
1990	9	24	11.84	4.04	7.94	0.14
1990	9	25	11.24	3.44	7.34	0.12
1990	9	26	11.13	3.33	7.23	0.01
1990	9	27	11.14	3.34	7.24	0.04
1990	9	28	14.28	6.48	10.38	0.12
1990	9	29	14.56	6.76	10.66	0.88
1990	9	30	13.14	5.34	9.24	0.23
1990	10	1	11.74	5.64	8.69	0.28
1990	10	2	13.09	6.99	10.04	0.39
1990	10	3	11.73	5.63	8.68	0.24
1990	10	4	11.82	5.72	8.77	0.05
1990	10	5	13.43	7.33	10.38	1.02
1990	10	6	10.66	4.56	7.61	2.34
1990	10	7	8.95	2.85	5.9	0.03
1990	10	8	10	3.9	6.95	0.02
1990	10	9	13.26	7.16	10.21	0.35
1990	10	10	10.56	4.46	7.51	0.07
1990	10	11	10.55	4.45	7.5	0.22
1990	10	12	13.07	6.97	10.02	0
1990	10	13	15.31	9.21	12.26	0.03
1990	10	14	15.28	9.18	12.23	0.16
1990	10	15	14.11	8.01	11.06	0.68
1990	10	16	12.59	6.49	9.54	0.02
1990	10	17	9.83	3.73	6.78	0.39
1990	10	18	11.89	5.79	8.84	0
1990	10	19	10.82	4.72	7.77	0
1990	10	20	11.99	5.89	8.94	0.09
1990	10	21	13.34	7.24	10.29	0
1990	10	22	10.99	4.89	7.94	0
1990	10	23	11.6	5.5	8.55	0
1990	10	24	12.1	6	9.05	0.1
1990	10	25	12.27	6.17	9.22	0.02
1990	10	26	12.74	6.64	9.69	0.57
1990	10	27	10.28	4.18	7.23	0.02
1990	10	28	8	1.9	4.95	2.27
1990	10	29	8.04	1.94	4.99	0
1990	10	30	5.05	-1.05	2	0.06
1990	10	31	6.76	0.66	3.71	0.06
1990	11	1	6.65	0.95	3.8	0.57
1990	11	2	7.19	1.49	4.34	0.33
1990	11	3	7.08	1.38	4.23	0.13
1990	11	4	5.52	-0.18	2.67	0.19
1990	11	5	6.45	0.75	3.6	0.03
1990	11	6	6.57	0.87	3.72	0.01
1990	11	7	7.68	1.98	4.83	0
1990	11	8	8.04	2.34	5.19	0
1990	11	9	6.5	0.8	3.65	0
1990	11	10	6.61	0.91	3.76	0.04
1990	11	11	8.26	2.56	5.41	0.01
1990	11	12	10.1	4.4	7.25	0.19
1990	11	13	11.79	6.09	8.94	0.06
1990	11	14	10.71	5.01	7.86	0.03
1990	11	15	10.09	4.39	7.24	0.2
1990	11	16	10.83	5.13	7.98	0.13
1990	11	17	7.75	2.05	4.9	0.79
1990	11	18	6.98	1.28	4.13	0.51
1990	11	19	5.68	-0.02	2.83	0.02
1990	11	20	4.29	-1.41	1.44	2.33
1990	11	21	4.98	-0.72	2.13	0.04
1990	11	22	3.38	-2.32	0.53	0.01
1990	11	23	4.08	-1.62	1.23	0.17
1990	11	24	6.07	0.37	3.22	0.89
1990	11	25	5.69	-0.01	2.84	0.13
1990	11	26	5.84	0.14	2.99	0.07
1990	11	27	3.94	-1.76	1.09	0
1990	11	28	3.94	-1.76	1.09	0.02
1990	11	29	5.74	0.04	2.89	0.09
1990	11	30	5.47	-0.23	2.62	0
1990	12	1	6.54	0.54	3.54	0.01
1990	12	2	8.63	2.63	5.63	0.05
1990	12	3	8.6	2.6	5.6	0.04
1990	12	4	7.78	1.78	4.78	0.04
1990	12	5	6.41	0.41	3.41	0
1990	12	6	8.24	2.24	5.24	0.56
1990	12	7	3.13	-2.87	0.13	0.85
1990	12	8	3	-3	0	0.71
1990	12	9	3.63	-2.37	0.63	0.11
1990	12	10	3.65	-2.35	0.65	0
1990	12	11	5.43	-0.57	2.43	0.47
1990	12	12	4.05	-1.95	1.05	0
1990	12	13	2.63	-3.37	-0.37	0.03
1990	12	14	4.04	-1.96	1.04	0
1990	12	15	4.98	-1.02	1.98	0
1990	12	16	6.23	0.23	3.23	0
1990	12	17	5.69	-0.31	2.69	0
1990	12	18	4.18	-1.82	1.18	0.02
1990	12	19	5.01	-0.99	2.01	0.7
1990	12	20	5.61	-0.39	2.61	0.24
1990	12	21	8.89	2.89	5.89	0.35
1990	12	22	9.59	3.59	6.59	0.89
1990	12	23	7.97	1.97	4.97	0.93
1990	12	24	5.47	-0.53	2.47	0.43
1990	12	25	5.57	-0.43	2.57	0.72
1990	12	26	6	0	3	0.95
1990	12	27	4.28	-1.72	1.28	0.55
1990	12	28	4.83	-1.17	1.83	1.42
1990	12	29	2.95	-3.05	-0.05	1.88
1990	12	30	3.48	-2.52	0.48	2.45
1990	12	31	3.93	-2.07	0.93	0.03
1991	1	1	6.13	0.03	3.08	1.52
1991	1	2	5.6	-0.5	2.55	1.74
1991	1	3	4.3	-1.8	1.25	2.15
1991	1	4	4.94	-1.16	1.89	1.3
1991	1	5	5.78	-0.32	2.73	0.64
1991	1	6	5.77	-0.33	2.72	0.1
1991	1	7	1.72	-4.38	-1.33	0.28
1991	1	8	1.58	-4.52	-1.47	0
1991	1	9	0.93	-5.17	-2.12	0.05
1991	1	10	2.64	-3.46	-0.41	0.71
1991	1	11	3.95	-2.15	0.9	0.05
1991	1	12	1.96	-4.14	-1.09	0
1991	1	13	0.57	-5.53	-2.48	0
1991	1	14	0.97	-5.13	-2.08	0
1991	1	15	2.06	-4.04	-0.99	0
1991	1	16	2.68	-3.42	-0.37	0
1991	1	17	3.97	-2.13	0.92	0.01
1991	1	18	6.28	0.18	3.23	0.47
1991	1	19	7	0.9	3.95	0.17
1991	1	20	7.64	1.54	4.59	0.11
1991	1	21	5.33	-0.77	2.28	0
1991	1	22	5.17	-0.93	2.12	0.01
1991	1	23	7.62	1.52	4.57	0.02
1991	1	24	6.08	-0.02	3.03	0
1991	1	25	3.66	-2.44	0.61	0
1991	1	26	4.71	-1.39	1.66	0
1991	1	27	5.7	-0.4	2.65	0
1991	1	28	3.09	-3.01	0.04	0
1991	1	29	3.98	-2.12	0.93	0.12
1991	1	30	4.7	-1.4	1.65	0.01
1991	1	31	1.17	-4.93	-1.88	0.01
1991	2	1	1.49	-5.21	-1.86	0
1991	2	2	2.68	-4.02	-0.67	0
1991	2	3	2.74	-3.96	-0.61	0.02
1991	2	4	3.5	-3.2	0.15	0
1991	2	5	2.58	-4.12	-0.77	0.01
1991	2	6	3.29	-3.41	-0.06	0.02
1991	2	7	2.46	-4.24	-0.89	0.25
1991	2	8	2.56	-4.14	-0.79	0.45
1991	2	9	2.25	-4.45	-1.1	0.05
1991	2	10	0.93	-5.77	-2.42	0.03
1991	2	11	1.02	-5.68	-2.33	0.05
1991	2	12	1.86	-4.84	-1.49	0.01
1991	2	13	1.16	-5.54	-2.19	0
1991	2	14	1.85	-4.85	-1.5	0.77
1991	2	15	3.45	-3.25	0.1	0.11
1991	2	16	4.12	-2.58	0.77	0
1991	2	17	3.35	-3.35	0	0
1991	2	18	4.27	-2.43	0.92	0.09
1991	2	19	5.56	-1.14	2.21	0.04
1991	2	20	7.43	0.73	4.08	0.06
1991	2	21	4.87	-1.83	1.52	0.78
1991	2	22	6.57	-0.13	3.22	0.76
1991	2	23	7.96	1.26	4.61	0.26
1991	2	24	9.04	2.34	5.69	0.05
1991	2	25	6.77	0.07	3.42	0.03
1991	2	26	7.71	1.01	4.36	0.17
1991	2	27	6.87	0.17	3.52	0.27
1991	2	28	5.1	-1.6	1.75	0.92
1991	3	1	5.48	-2.72	1.38	0.05
1991	3	2	4.59	-3.61	0.49	0.08
1991	3	3	6.71	-1.49	2.61	0.01
1991	3	4	6.05	-2.15	1.95	0.8
1991	3	5	8.68	0.48	4.58	0
1991	3	6	7.17	-1.03	3.07	0.03
1991	3	7	6.98	-1.22	2.88	0.07
1991	3	8	8.84	0.64	4.74	0.16
1991	3	9	9.41	1.21	5.31	0.09
1991	3	10	10.21	2.01	6.11	0.05
1991	3	11	9.49	1.29	5.39	0.14
1991	3	12	9.78	1.58	5.68	0.01
1991	3	13	11.64	3.44	7.54	0.05
1991	3	14	10.67	2.47	6.57	0.01
1991	3	15	8	-0.2	3.9	0.15
1991	3	16	11.03	2.83	6.93	0.67
1991	3	17	10.66	2.46	6.56	1.83
1991	3	18	9.97	1.77	5.87	1
1991	3	19	11.81	3.61	7.71	0.09
1991	3	20	9.69	1.49	5.59	0.03
1991	3	21	8.65	0.45	4.55	0.28
1991	3	22	6.59	-1.61	2.49	0.72
1991	3	23	7.68	-0.52	3.58	0.09
1991	3	24	9.1	0.9	5	0
1991	3	25	8.43	0.23	4.33	0
1991	3	26	8.03	-0.17	3.93	0
1991	3	27	8.48	0.28	4.38	0
1991	3	28	9.24	1.04	5.14	0
1991	3	29	7.45	-0.75	3.35	0.07
1991	3	30	10.11	1.91	6.01	0.02
1991	3	31	11.7	3.5	7.6	0.01
1991	4	1	13.29	5.19	9.24	0.1
1991	4	2	11.4	3.3	7.35	0.14
1991	4	3	8.44	0.34	4.39	0.16
1991	4	4	8.32	0.22	4.27	0.54
1991	4	5	9.12	1.02	5.07	0.29
1991	4	6	8.29	0.19	4.24	0.33
1991	4	7	10.31	2.21	6.26	1
1991	4	8	9.45	1.35	5.4	0.13
1991	4	9	9.97	1.87	5.92	0.08
1991	4	10	12.25	4.15	8.2	0.16
1991	4	11	13.37	5.27	9.32	0.36
1991	4	12	9.06	0.96	5.01	1.56
1991	4	13	9.7	1.6	5.65	0.01
1991	4	14	8.59	0.49	4.54	0
1991	4	15	10.01	1.91	5.96	0
1991	4	16	7.33	-0.77	3.28	0
1991	4	17	7.81	-0.29	3.76	0.29
1991	4	18	8.05	-0.05	4	1.13
1991	4	19	6.55	-1.55	2.5	0.13
1991	4	20	5.84	-2.26	1.79	0.18
1991	4	21	9.36	1.26	5.31	0.29
1991	4	22	8.52	0.42	4.47	0.01
1991	4	23	9.95	1.85	5.9	0.02
1991	4	24	11.56	3.46	7.51	0.02
1991	4	25	12.58	4.48	8.53	0
1991	4	26	9.89	1.79	5.84	0
1991	4	27	9.86	1.76	5.81	0
1991	4	28	9.16	1.06	5.11	0
1991	4	29	10.81	2.71	6.76	0
1991	4	30	11.44	3.34	7.39	0
1991	5	1	11.16	2.16	6.66	0.09
1991	5	2	12.57	3.57	8.07	0.14
1991	5	3	9.32	0.32	4.82	1.08
1991	5	4	11.43	2.43	6.93	0
1991	5	5	10.98	1.98	6.48	0.08
1991	5	6	9.96	0.96	5.46	1.35
1991	5	7	11.03	2.03	6.53	0.01
1991	5	8	10.39	1.39	5.89	0.06
1991	5	9	11.21	2.21	6.71	0.08
1991	5	10	11.5	2.5	7	0.09
1991	5	11	13.31	4.31	8.81	0.1
1991	5	12	12.39	3.39	7.89	0.38
1991	5	13	12.77	3.77	8.27	0.32
1991	5	14	10.72	1.72	6.22	0.18
1991	5	15	12.86	3.86	8.36	0.23
1991	5	16	12.33	3.33	7.83	0.22
1991	5	17	14.33	5.33	9.83	0.01
1991	5	18	13.8	4.8	9.3	0.11
1991	5	19	13.61	4.61	9.11	0
1991	5	20	15.77	6.77	11.27	0.01
1991	5	21	16.13	7.13	11.63	0
1991	5	22	13.43	4.43	8.93	0
1991	5	23	12.8	3.8	8.3	0
1991	5	24	15.89	6.89	11.39	0
1991	5	25	15.15	6.15	10.65	0.01
1991	5	26	16.92	7.92	12.42	0.01
1991	5	27	16.3	7.3	11.8	0
1991	5	28	14.03	5.03	9.53	0
1991	5	29	14.71	5.71	10.21	0
1991	5	30	14.48	5.48	9.98	0
1991	5	31	12.87	3.87	8.37	0
1991	6	1	11.31	3.11	7.21	1.14
1991	6	2	9.9	1.7	5.8	0.8
1991	6	3	9.45	1.25	5.35	0.69
1991	6	4	9.5	1.3	5.4	0.18
1991	6	5	10.45	2.25	6.35	0.03
1991	6	6	10.87	2.67	6.77	0.08
1991	6	7	10.96	2.76	6.86	0.23
1991	6	8	12.18	3.98	8.08	0.26
1991	6	9	14.53	6.33	10.43	0.79
1991	6	10	14.73	6.53	10.63	0.31
1991	6	11	12.4	4.2	8.3	0.31
1991	6	12	14.14	5.94	10.04	0.58
