Peat_amount	Year	Month	Layer	DPM_pool_accummulated_SOC	RPM_pool_accummulated_SOC	BIO_pool_accummulated_SOC	HUM_pool_accummulated_SOC	Total_SOC_accummulated	SOC_stock_with_accummulation
Mean	-10	1	F	0	0	0	0	0	28.6470798
Mean	-10	2	F	0	0	0	0	0	28.62945474
Mean	-10	3	F	0	0	0	0	0	28.61179317
Mean	-10	4	F	0	0	0	0	0	28.67141545
Mean	-10	5	F	0	0	0	0	0	28.71985378
Mean	-10	6	F	0	0	0	0	0	28.74937318
Mean	-10	7	F	0	0	0	0	0	28.75492194
Mean	-10	8	F	0	0	0	0	0	28.7445916
Mean	-10	9	F	0	0	0	0	0	28.7362097
Mean	-10	10	F	0	0	0	0	0	28.74583636
Mean	-10	11	F	0	0	0	0	0	28.69439896
Mean	-10	12	F	0	0	0	0	0	28.66594704
Mean	-9	1	F	0	0	0	0	0	28.6470798
Mean	-9	2	F	0	0	0	0	0	28.62945474
Mean	-9	3	F	0	0	0	0	0	28.61179317
Mean	-9	4	F	0	0	0	0	0	28.67141545
Mean	-9	5	F	0	0	0	0	0	28.71985379
Mean	-9	6	F	0	0	0	0	0	28.74937318
Mean	-9	7	F	0	0	0	0	0	28.75492195
Mean	-9	8	F	0	0	0	0	0	28.7445916
Mean	-9	9	F	0	0	0	0	0	28.7362097
Mean	-9	10	F	0	0	0	0	0	28.74583636
Mean	-9	11	F	0	0	0	0	0	28.69439896
Mean	-9	12	F	0	0	0	0	0	28.66594704
Mean	-8	1	F	0	0	0	0	0	28.6470798
Mean	-8	2	F	0	0	0	0	0	28.62945474
Mean	-8	3	F	0	0	0	0	0	28.61179318
Mean	-8	4	F	0	0	0	0	0	28.67141545
Mean	-8	5	F	0	0	0	0	0	28.71985379
Mean	-8	6	F	0	0	0	0	0	28.74937318
Mean	-8	7	F	0	0	0	0	0	28.75492195
Mean	-8	8	F	0	0	0	0	0	28.74459161
Mean	-8	9	F	0	0	0	0	0	28.7362097
Mean	-8	10	F	0	0	0	0	0	28.74583636
Mean	-8	11	F	0	0	0	0	0	28.69439897
Mean	-8	12	F	0	0	0	0	0	28.66594705
Mean	-7	1	F	0	0	0	0	0	28.6470798
Mean	-7	2	F	0	0	0	0	0	28.62945475
Mean	-7	3	F	0	0	0	0	0	28.61179318
Mean	-7	4	F	0	0	0	0	0	28.67141546
Mean	-7	5	F	0	0	0	0	0	28.71985379
Mean	-7	6	F	0	0	0	0	0	28.74937318
Mean	-7	7	F	0	0	0	0	0	28.75492195
Mean	-7	8	F	0	0	0	0	0	28.74459161
Mean	-7	9	F	0	0	0	0	0	28.7362097
Mean	-7	10	F	0	0	0	0	0	28.74583637
Mean	-7	11	F	0	0	0	0	0	28.69439897
Mean	-7	12	F	0	0	0	0	0	28.66594705
Mean	-6	1	F	0	0	0	0	0	28.64707981
Mean	-6	2	F	0	0	0	0	0	28.62945475
Mean	-6	3	F	0	0	0	0	0	28.61179318
Mean	-6	4	F	0	0	0	0	0	28.67141546
Mean	-6	5	F	0	0	0	0	0	28.71985379
Mean	-6	6	F	0	0	0	0	0	28.74937319
Mean	-6	7	F	0	0	0	0	0	28.75492195
Mean	-6	8	F	0	0	0	0	0	28.74459161
Mean	-6	9	F	0	0	0	0	0	28.73620971
Mean	-6	10	F	0	0	0	0	0	28.74583637
Mean	-6	11	F	0	0	0	0	0	28.69439897
Mean	-6	12	F	0	0	0	0	0	28.66594705
Mean	-5	1	F	0	0	0	0	0	28.64707981
Mean	-5	2	F	0	0	0	0	0	28.62945475
Mean	-5	3	F	0	0	0	0	0	28.61179318
Mean	-5	4	F	0	0	0	0	0	28.67141546
Mean	-5	5	F	0	0	0	0	0	28.71985379
Mean	-5	6	F	0	0	0	0	0	28.74937319
Mean	-5	7	F	0	0	0	0	0	28.75492195
Mean	-5	8	F	0	0	0	0	0	28.74459161
Mean	-5	9	F	0	0	0	0	0	28.73620971
Mean	-5	10	F	0	0	0	0	0	28.74583637
Mean	-5	11	F	0	0	0	0	0	28.69439897
Mean	-5	12	F	0	0	0	0	0	28.66594705
Mean	-4	1	F	0	0	0	0	0	28.64707981
Mean	-4	2	F	0	0	0	0	0	28.62945475
Mean	-4	3	F	0	0	0	0	0	28.61179318
Mean	-4	4	F	0	0	0	0	0	28.67141546
Mean	-4	5	F	0	0	0	0	0	28.7198538
Mean	-4	6	F	0	0	0	0	0	28.74937319
Mean	-4	7	F	0	0	0	0	0	28.75492195
Mean	-4	8	F	0	0	0	0	0	28.74459161
Mean	-4	9	F	0	0	0	0	0	28.73620971
Mean	-4	10	F	0	0	0	0	0	28.74583637
Mean	-4	11	F	0	0	0	0	0	28.69439897
Mean	-4	12	F	0	0	0	0	0	28.66594705
Mean	-3	1	F	0	0	0	0	0	28.64707981
Mean	-3	2	F	0	0	0	0	0	28.62945475
Mean	-3	3	F	0	0	0	0	0	28.61179318
Mean	-3	4	F	0	0	0	0	0	28.67141546
Mean	-3	5	F	0	0	0	0	0	28.7198538
Mean	-3	6	F	0	0	0	0	0	28.74937319
Mean	-3	7	F	0	0	0	0	0	28.75492195
Mean	-3	8	F	0	0	0	0	0	28.74459161
Mean	-3	9	F	0	0	0	0	0	28.73620971
Mean	-3	10	F	0	0	0	0	0	28.74583637
Mean	-3	11	F	0	0	0	0	0	28.69439897
Mean	-3	12	F	0	0	0	0	0	28.66594705
Mean	-2	1	F	0	0	0	0	0	28.64707981
Mean	-2	2	F	0	0	0	0	0	28.62945475
Mean	-2	3	F	0	0	0	0	0	28.61179318
Mean	-2	4	F	0	0	0	0	0	28.67141546
Mean	-2	5	F	0	0	0	0	0	28.7198538
Mean	-2	6	F	0	0	0	0	0	28.74937319
Mean	-2	7	F	0	0	0	0	0	28.75492195
Mean	-2	8	F	0	0	0	0	0	28.74459161
Mean	-2	9	F	0	0	0	0	0	28.73620971
Mean	-2	10	F	0	0	0	0	0	28.74583637
Mean	-2	11	F	0	0	0	0	0	28.69439897
Mean	-2	12	F	0	0	0	0	0	28.66594705
Mean	-1	1	F	0	0	0	0	0	28.64707981
Mean	-1	2	F	0	0	0	0	0	28.62945475
Mean	-1	3	F	0	0	0	0	0	28.61179318
Mean	-1	4	F	0	0	0	0	0	28.67141546
Mean	-1	5	F	0	0	0	0	0	28.7198538
Mean	-1	6	F	0	0	0	0	0	28.74937319
Mean	-1	7	F	0	0	0	0	0	28.75492195
Mean	-1	8	F	0	0	0	0	0	28.74459161
Mean	-1	9	F	0	0	0	0	0	28.73620971
Mean	-1	10	F	0	0	0	0	0	28.74583637
Mean	-1	11	F	0	0	0	0	0	28.69439897
Mean	-1	12	F	0	0	0	0	0	28.66594705
Mean	0	1	F	7.33E-06	0.001063027	4.91E-05	0.001284679	0.002404167	28.64948398
Mean	0	2	F	1.44E-05	0.002125503	9.83E-05	0.002570135	0.004808333	28.63426309
Mean	0	3	F	2.12E-05	0.00318742	0.000147511	0.003856368	0.0072125	28.61900568
Mean	0	4	F	2.77E-05	0.004248548	0.000196761	0.00514369	0.009616667	28.59770641
Mean	0	5	F	3.37E-05	0.005308495	0.000246065	0.006432612	0.012020833	28.56641122
Mean	0	6	F	3.90E-05	0.006366585	0.000295439	0.007723987	0.014425	28.51850282
Mean	0	7	F	4.35E-05	0.007421927	0.000344894	0.009018871	0.016829167	28.45016566
Mean	0	8	F	4.71E-05	0.008473867	0.000394429	0.01031792	0.019233333	28.36921336
Mean	0	9	F	5.01E-05	0.009522405	0.000444025	0.011620985	0.0216375	28.29141815
Mean	0	10	F	5.26E-05	0.010568192	0.000493664	0.012927206	0.024041667	28.23044836
Mean	0	11	F	5.49E-05	0.011612088	0.000543333	0.014235558	0.026445833	28.18941623
Mean	0	12	F	5.70E-05	0.012654952	0.000593023	0.015545052	0.02885	28.16741678
Mean	1	1	F	5.90E-05	0.013697153	0.000642731	0.016855274	0.031254167	28.15345185
Mean	1	2	F	6.10E-05	0.014738734	0.000692458	0.01816617	0.033658333	28.14048988
Mean	1	3	F	6.29E-05	0.015779688	0.000742203	0.019477747	0.0360625	28.12744485
Mean	1	4	F	6.47E-05	0.016819767	0.000791966	0.020790275	0.038466667	28.10919024
Mean	1	5	F	6.63E-05	0.017858545	0.000841748	0.022104216	0.040870833	28.08214526
Mean	1	6	F	6.78E-05	0.0188953	0.000891549	0.023420346	0.043275	28.04031056
Mean	1	7	F	6.91E-05	0.0199291	0.000941367	0.024739647	0.045679167	27.97986353
Mean	1	8	F	7.01E-05	0.020959299	0.000991197	0.026062772	0.048083333	27.9072415
Mean	1	9	F	7.09E-05	0.021985941	0.001041033	0.027389633	0.0504875	27.83656112
Mean	1	10	F	7.16E-05	0.023009736	0.001090874	0.028719463	0.052891667	27.78065281
Mean	1	11	F	7.22E-05	0.024031582	0.00114072	0.03005131	0.055295833	27.74276038
Mean	1	12	F	7.28E-05	0.025052369	0.001190576	0.031384246	0.0577	27.72238498
Mean	2	1	F	7.34E-05	0.026072473	0.001240444	0.032717874	0.060104167	27.70943543
Mean	2	2	F	7.39E-05	0.027091942	0.001290323	0.034052148	0.062508333	27.69740085
Mean	2	3	F	7.44E-05	0.028110769	0.001340214	0.035387071	0.0649125	27.68527307
Mean	2	4	F	7.49E-05	0.029128702	0.001390114	0.036722905	0.067316667	27.66830988
Mean	2	5	F	7.54E-05	0.03014531	0.00144002	0.038060092	0.069720833	27.64309312
Mean	2	6	F	7.58E-05	0.031159864	0.001489927	0.039399385	0.072125	27.60393594
Mean	2	7	F	7.62E-05	0.032171426	0.001539827	0.04074174	0.074529167	27.54710931
Mean	2	8	F	7.65E-05	0.033179356	0.001589712	0.042087806	0.076933333	27.47852761
Mean	2	9	F	7.67E-05	0.034183712	0.00163958	0.043437514	0.0793375	27.41151911
Mean	2	10	F	7.69E-05	0.035185213	0.001689436	0.044790124	0.081741667	27.3583731
Mean	2	11	F	7.71E-05	0.036184762	0.001739287	0.046144712	0.084145833	27.32226218
Mean	2	12	F	7.72E-05	0.037183249	0.001789142	0.047500369	0.08655	27.30283206
Mean	3	1	F	7.74E-05	0.038181053	0.001839006	0.048856708	0.088954167	27.29048216
Mean	3	2	F	7.76E-05	0.03917822	0.001888878	0.050213682	0.091358333	27.27900125
Mean	3	3	F	7.77E-05	0.040174745	0.001938759	0.051571295	0.0937625	27.26742685
Mean	3	4	F	7.78E-05	0.041170375	0.001988646	0.052929803	0.096166667	27.25126242
Mean	3	5	F	7.80E-05	0.042164684	0.002038532	0.05428964	0.098570833	27.22719172
Mean	3	6	F	7.81E-05	0.043156944	0.00208841	0.055651549	0.100975	27.18975208
Mean	3	7	F	7.82E-05	0.044146222	0.002138267	0.057016476	0.103379167	27.13533215
Mean	3	8	F	7.83E-05	0.045131886	0.002188095	0.058385064	0.105783333	27.069561
Mean	3	9	F	7.84E-05	0.046113996	0.002237893	0.059757251	0.1081875	27.00522665
Mean	3	10	F	7.84E-05	0.047093269	0.002287668	0.061132306	0.110591667	26.95416911
Mean	3	11	F	7.85E-05	0.048070602	0.002337431	0.06250932	0.112995833	26.91943709
Mean	3	12	F	7.85E-05	0.049046879	0.002387196	0.063887393	0.1154	26.90074965
Mean	4	1	F	7.86E-05	0.050022475	0.002436967	0.065266142	0.117804167	26.88887476
Mean	4	2	F	7.86E-05	0.050997438	0.002486745	0.066645521	0.120208333	26.87783512
Mean	4	3	F	7.87E-05	0.051971761	0.00253653	0.068025535	0.1226125	26.86670428
Mean	4	4	F	7.87E-05	0.052945197	0.002586317	0.069406433	0.125016667	26.85118788
Mean	4	5	F	7.88E-05	0.05391732	0.0026361	0.070788648	0.127420833	26.82805384
Mean	4	6	F	7.88E-05	0.054887411	0.002685867	0.072172915	0.129825	26.79203469
Mean	4	7	F	7.88E-05	0.055854545	0.002735606	0.073560171	0.132229167	26.73964012
Mean	4	8	F	7.89E-05	0.056818095	0.002785304	0.074951055	0.134633333	26.67628365
Mean	4	9	F	7.89E-05	0.057778123	0.002834961	0.076345506	0.1370375	26.61429208
Mean	4	10	F	7.89E-05	0.05873534	0.002884588	0.0777428	0.139441667	26.56509177
Mean	4	11	F	7.90E-05	0.059690633	0.002934198	0.079142039	0.141845833	26.5315976
Mean	4	12	F	7.90E-05	0.060644878	0.002983807	0.080542329	0.14425	26.51358059
Mean	5	1	F	7.90E-05	0.061598448	0.00303342	0.081943292	0.146654167	26.50213583
Mean	5	2	F	7.90E-05	0.062551387	0.003083038	0.08334488	0.149058333	26.49149664
Mean	5	3	F	7.90E-05	0.063503692	0.003132662	0.084747101	0.1514625	26.48076916
Mean	5	4	F	7.91E-05	0.064455117	0.003182286	0.086150197	0.153866667	26.46584411
Mean	5	5	F	7.91E-05	0.065405242	0.003231902	0.087554599	0.156270833	26.44356722
Mean	5	6	F	7.91E-05	0.066353354	0.003281498	0.088961035	0.158675	26.40885368
Mean	5	7	F	7.91E-05	0.067298539	0.003331057	0.090370435	0.161079167	26.35833195
Mean	5	8	F	7.92E-05	0.068240175	0.003380566	0.091783434	0.163483333	26.29722388
Mean	5	9	F	7.92E-05	0.069178325	0.003430025	0.093199971	0.1658875	26.23742755
Mean	5	10	F	7.92E-05	0.070113693	0.003479447	0.094619326	0.168291667	26.18997564
Mean	5	11	F	7.92E-05	0.071047154	0.003528848	0.096040612	0.170695833	26.15765056
Mean	5	12	F	7.92E-05	0.071979577	0.003578244	0.097462943	0.1731	26.14026783
Mean	6	1	F	7.93E-05	0.07291133	0.003627644	0.098885942	0.175504167	26.12923038
Mean	6	2	F	7.93E-05	0.073842457	0.003677047	0.100309563	0.177908333	26.11897064
Mean	6	3	F	7.93E-05	0.074772954	0.003726455	0.101733812	0.1803125	26.10862563
Mean	6	4	F	7.93E-05	0.07570258	0.003775861	0.10315893	0.182716667	26.09426159
Mean	6	5	F	7.93E-05	0.07663092	0.003825256	0.104585342	0.185120833	26.07279872
Mean	6	6	F	7.93E-05	0.077557267	0.003874626	0.106013771	0.187525	26.03932686
Mean	6	7	F	7.94E-05	0.078480718	0.003923951	0.107445139	0.189929167	25.9905896
Mean	6	8	F	7.94E-05	0.07940066	0.003973219	0.108880076	0.192333333	25.93162824
Mean	6	9	F	7.94E-05	0.080317152	0.004022429	0.110318519	0.1947375	25.87393175
Mean	6	10	F	7.94E-05	0.081230893	0.004071595	0.111759757	0.197141667	25.82815447
Mean	6	11	F	7.94E-05	0.082142746	0.004120735	0.11320291	0.199545833	25.79695037
Mean	6	12	F	7.95E-05	0.083053571	0.004169869	0.114647101	0.20195	25.78017613
Mean	7	1	F	7.95E-05	0.08396373	0.004219005	0.116091956	0.204354167	25.76952952
Mean	7	2	F	7.95E-05	0.08487327	0.004268144	0.11753743	0.206758333	25.75963397
Mean	7	3	F	7.95E-05	0.085782183	0.004317285	0.118983528	0.2091625	25.74965609
Mean	7	4	F	7.95E-05	0.086690236	0.004366423	0.120430486	0.211566667	25.73583054
Mean	7	5	F	7.95E-05	0.087597016	0.004415548	0.121878727	0.213970833	25.7151493
Mean	7	6	F	7.96E-05	0.088501825	0.004464643	0.123328967	0.216375	25.68287024
Mean	7	7	F	7.96E-05	0.089403771	0.004513687	0.124782119	0.218779167	25.63584817
Mean	7	8	F	7.96E-05	0.090302247	0.004562665	0.126238808	0.221183333	25.57895142
Mean	7	9	F	7.96E-05	0.091197313	0.004611579	0.127698971	0.2235875	25.52327548
Mean	7	10	F	7.97E-05	0.092089659	0.004660442	0.129161904	0.225991667	25.47911015
Mean	7	11	F	7.97E-05	0.092980137	0.004709276	0.130626736	0.228395833	25.4489855
Mean	7	12	F	7.97E-05	0.093869597	0.004758101	0.132092598	0.2308	25.43279726
Mean	8	1	F	7.97E-05	0.094758397	0.004806928	0.13355912	0.233204167	25.42252709
Mean	8	2	F	7.97E-05	0.095646582	0.004855756	0.135026256	0.235608333	25.41298231
Mean	8	3	F	7.98E-05	0.096534146	0.004904586	0.136494013	0.2380125	25.40335807
Mean	8	4	F	7.98E-05	0.09742086	0.004953411	0.137962621	0.240416667	25.39005118
Mean	8	5	F	7.98E-05	0.098306315	0.005002219	0.1394325	0.242820833	25.37012287
Mean	8	6	F	7.98E-05	0.099189823	0.005050994	0.140904358	0.245225	25.33899296
Mean	8	7	F	7.99E-05	0.1000705	0.005099712	0.142379102	0.247629167	25.29362357
Mean	8	8	F	7.99E-05	0.100947748	0.005148358	0.143857348	0.250033333	25.23871648
Mean	8	9	F	7.99E-05	0.101821628	0.005196931	0.145339034	0.2524375	25.184988
Mean	8	10	F	7.99E-05	0.10269282	0.005245449	0.146823463	0.254841667	25.14237645
Mean	8	11	F	8.00E-05	0.103562165	0.005293934	0.148309775	0.257245833	25.11329239
Mean	8	12	F	8.00E-05	0.104430501	0.005342409	0.149797108	0.25965	25.09766909
Mean	9	1	F	8.00E-05	0.105298184	0.005390884	0.151285096	0.262054167	25.08776182
Mean	9	2	F	8.00E-05	0.106165257	0.00543936	0.152773694	0.264458333	25.07855523
Mean	9	3	F	8.00E-05	0.107031715	0.005487836	0.154262909	0.2668625	25.06927192
Mean	9	4	F	8.01E-05	0.107897331	0.005536305	0.155752966	0.269266667	25.05646511
Mean	9	5	F	8.01E-05	0.108761705	0.005584756	0.157244281	0.271670833	25.03726273
Mean	9	6	F	8.01E-05	0.109624154	0.00563317	0.158737555	0.274075	25.0072408
Mean	9	7	F	8.02E-05	0.110483808	0.005681522	0.160233685	0.276479167	24.9634649
Mean	9	8	F	8.02E-05	0.111340076	0.005729794	0.161733281	0.278883333	24.91047626
Mean	9	9	F	8.02E-05	0.112193016	0.005777988	0.163236283	0.2812875	24.85862559
Mean	9	10	F	8.02E-05	0.113043302	0.005826121	0.164741998	0.283691667	24.81751226
Mean	9	11	F	8.03E-05	0.113891763	0.005874219	0.166249579	0.286095833	24.78943158
Mean	9	12	F	8.03E-05	0.114739225	0.005922304	0.167758172	0.2885	24.77435302
Mean	10	1	F	8.03E-05	0.11558604	0.005970389	0.169267415	0.290904167	24.76479568
Mean	10	2	F	8.03E-05	0.116432251	0.006018473	0.170777265	0.293308333	24.75591517
Mean	10	3	F	8.04E-05	0.117277852	0.006066557	0.172287725	0.2957125	24.74696061
Mean	10	4	F	8.04E-05	0.118122622	0.006114633	0.17379902	0.298116667	24.73463612
Mean	10	5	F	8.04E-05	0.118966165	0.006162689	0.175311557	0.300520833	24.71613386
Mean	10	6	F	8.05E-05	0.119807808	0.006210703	0.176826033	0.302925	24.68718041
Mean	10	7	F	8.05E-05	0.120646691	0.006258651	0.178343335	0.305329167	24.64494113
Mean	10	8	F	8.05E-05	0.121482231	0.006306513	0.179864065	0.307733333	24.59380246
Mean	10	9	F	8.06E-05	0.122314487	0.006354291	0.181388163	0.3101375	24.54376255
Mean	10	10	F	8.06E-05	0.123144123	0.006402004	0.182914945	0.312541667	24.50409399
Mean	10	11	F	8.06E-05	0.123971956	0.006449678	0.184443574	0.314945833	24.47698078
Mean	10	12	F	8.07E-05	0.124798801	0.006497339	0.185973206	0.31735	24.46242747
Mean	11	1	F	8.07E-05	0.125625006	0.006544998	0.187503483	0.319754167	24.45320753
Mean	11	2	F	8.07E-05	0.126450611	0.006592656	0.189034361	0.322158333	24.44464144
Mean	11	3	F	8.07E-05	0.127275613	0.006640313	0.190565846	0.3245625	24.43600386
Mean	11	4	F	8.08E-05	0.128099794	0.00668796	0.192098154	0.326966667	24.42414462
Mean	11	5	F	8.08E-05	0.128922764	0.006735585	0.193631692	0.329370833	24.4063176
Mean	11	6	F	8.08E-05	0.129743859	0.006783166	0.195167145	0.331775	24.37839457
Mean	11	7	F	8.09E-05	0.130562231	0.006830676	0.196705393	0.334179167	24.33763708
Mean	11	8	F	8.09E-05	0.131377304	0.006878095	0.198247029	0.336583333	24.2882823
Mean	11	9	F	8.09E-05	0.132189138	0.006925424	0.199791995	0.3389875	24.23998845
Mean	11	10	F	8.10E-05	0.132998387	0.006972684	0.201339614	0.341391667	24.20171304
Mean	11	11	F	8.10E-05	0.133805855	0.007019902	0.202889059	0.343795833	24.17553262
Mean	11	12	F	8.10E-05	0.134612347	0.007067106	0.204439499	0.3462	24.16148571
Mean	12	1	F	8.11E-05	0.135418204	0.007114307	0.205990578	0.348604167	24.15259108
Mean	12	2	F	8.11E-05	0.136223469	0.007161506	0.207542253	0.351008333	24.14432812
Mean	12	3	F	8.11E-05	0.137028135	0.007208704	0.209094529	0.3534125	24.13599615
Mean	12	4	F	8.12E-05	0.137831992	0.007255891	0.21064762	0.355816667	24.12458572
Mean	12	5	F	8.12E-05	0.138634654	0.007303054	0.212201924	0.358220833	24.10740996
Mean	12	6	F	8.12E-05	0.139435466	0.00735017	0.213758121	0.360625	24.08048061
Mean	12	7	F	8.13E-05	0.140233593	0.007397211	0.215317078	0.363029167	24.04115196
Mean	12	8	F	8.13E-05	0.141028468	0.007444156	0.216879384	0.365433333	23.99351724
Mean	12	9	F	8.14E-05	0.141820148	0.007491006	0.218444979	0.3678375	23.94690697
Mean	12	10	F	8.14E-05	0.14260928	0.007537783	0.220013194	0.370241667	23.90997488
Mean	12	11	F	8.14E-05	0.143396653	0.007584517	0.221583217	0.372645833	23.88469371
Mean	12	12	F	8.15E-05	0.144183062	0.007631234	0.223154223	0.37505	23.871135
Mean	13	1	F	8.15E-05	0.144968842	0.007677948	0.224725862	0.377454167	23.86255397
Mean	13	2	F	8.15E-05	0.145754036	0.00772466	0.226298093	0.379858333	23.85458325
Mean	13	3	F	8.16E-05	0.146538638	0.007771369	0.227870919	0.3822625	23.8465459
Mean	13	4	F	8.16E-05	0.147322442	0.007818067	0.229444549	0.384666667	23.83556843
Mean	13	5	F	8.17E-05	0.148105067	0.007864739	0.231019377	0.387070833	23.81902078
Mean	13	6	F	8.17E-05	0.148885869	0.007911362	0.232596074	0.389475	23.79304964
Mean	13	7	F	8.17E-05	0.149664024	0.007957906	0.234175497	0.391879167	23.75509868
Mean	13	8	F	8.18E-05	0.150438973	0.008004349	0.235758226	0.394283333	23.70912238
Mean	13	9	F	8.18E-05	0.151210775	0.008050693	0.237344202	0.3966875	23.66413532
Mean	13	10	F	8.19E-05	0.151980065	0.008096961	0.238932765	0.399091667	23.62849844
Mean	13	11	F	8.19E-05	0.15274762	0.008143183	0.240523114	0.401495833	23.6040841
Mean	13	12	F	8.20E-05	0.153514222	0.008189388	0.242114436	0.4039	23.59099598
Mean	14	1	F	8.20E-05	0.154280202	0.008235589	0.243706386	0.406304167	23.58271726
Mean	14	2	F	8.20E-05	0.155045602	0.008281787	0.245298921	0.408708333	23.57502824
Mean	14	3	F	8.21E-05	0.155810416	0.008327982	0.246892047	0.4111125	23.56727488
Mean	14	4	F	8.21E-05	0.156574444	0.008374164	0.248485965	0.413516667	23.55671507
Mean	14	5	F	8.21E-05	0.15733731	0.00842032	0.250081066	0.415920833	23.5407732
Mean	14	6	F	8.22E-05	0.15809838	0.008466424	0.25167801	0.418325	23.51572603
Mean	14	7	F	8.22E-05	0.158856842	0.008512445	0.253277645	0.420729167	23.47910337
Mean	14	8	F	8.23E-05	0.159612146	0.008558361	0.254880542	0.423133333	23.43472592
Mean	14	9	F	8.23E-05	0.16036435	0.008604175	0.256486643	0.4255375	23.39130378
Mean	14	10	F	8.24E-05	0.161114079	0.00864991	0.258095295	0.427941667	23.35691564
Mean	14	11	F	8.24E-05	0.161862098	0.008695596	0.259705713	0.430345833	23.3333368
Mean	14	12	F	8.25E-05	0.162609176	0.008741265	0.261317093	0.43275	23.32070227
Mean	15	1	F	8.25E-05	0.163355639	0.008786929	0.262929094	0.435154167	23.31271492
Mean	15	2	F	8.25E-05	0.164101528	0.00883259	0.264541675	0.437558333	23.30529742
Mean	15	3	F	8.26E-05	0.164846837	0.008878247	0.26615484	0.4399625	23.29781779
Mean	15	4	F	8.26E-05	0.165591371	0.008923891	0.267768787	0.442366667	23.2876609
Mean	15	5	F	8.27E-05	0.166334762	0.008969507	0.269383899	0.444770833	23.27230326
Mean	15	6	F	8.27E-05	0.167076383	0.009015069	0.271000831	0.447175	23.24814699
Mean	15	7	F	8.28E-05	0.167815437	0.009060545	0.272620414	0.449579167	23.21280491
Mean	15	8	F	8.28E-05	0.168551381	0.009105913	0.274243216	0.451983333	23.16996881
Mean	15	9	F	8.29E-05	0.169284273	0.009151175	0.275869177	0.4543875	23.12805528
Mean	15	10	F	8.29E-05	0.17001473	0.009196355	0.277497654	0.456791667	23.094871
Mean	15	11	F	8.30E-05	0.1707435	0.009241485	0.279127873	0.459195833	23.07209739
Mean	15	12	F	8.30E-05	0.171471341	0.009286596	0.280759044	0.4616	23.05990002
Mean	16	1	F	8.31E-05	0.172198574	0.009331702	0.28239083	0.464004167	23.05219349
Mean	16	2	F	8.31E-05	0.17292524	0.009376805	0.28402319	0.466408333	23.04503767
Mean	16	3	F	8.31E-05	0.173651332	0.009421903	0.285656128	0.4688125	23.03782186
Mean	16	4	F	8.32E-05	0.174376662	0.009466988	0.287289835	0.471216667	23.02805365
Mean	16	5	F	8.32E-05	0.175100865	0.009512043	0.288924692	0.473620833	23.01325944
Mean	16	6	F	8.33E-05	0.175823328	0.009557043	0.290561341	0.476025	22.98996214
Mean	16	7	F	8.33E-05	0.176543263	0.009601954	0.292200604	0.478429167	22.95585458
Mean	16	8	F	8.34E-05	0.177260138	0.009646754	0.293843039	0.480833333	22.91450429
Mean	16	9	F	8.35E-05	0.17797401	0.009691444	0.295488588	0.4832375	22.874045
Mean	16	10	F	8.35E-05	0.178685486	0.00973605	0.297136616	0.485641667	22.84202125
Mean	16	11	F	8.36E-05	0.1793953	0.009780605	0.298786364	0.488045833	22.82002365
Mean	16	12	F	8.36E-05	0.180104197	0.009825141	0.300437051	0.49045	22.80824756
Mean	17	1	F	8.37E-05	0.180812493	0.00986967	0.302088347	0.492854167	22.80081166
Mean	17	2	F	8.37E-05	0.181520229	0.009914196	0.303740211	0.495258333	22.79390802
Mean	17	3	F	8.37E-05	0.182227398	0.009958718	0.305392647	0.4976625	22.78694644
Mean	17	4	F	8.38E-05	0.182933815	0.010003225	0.307045841	0.500066667	22.77755319
Mean	17	5	F	8.38E-05	0.183639126	0.010047701	0.308700166	0.502470833	22.76330233
Mean	17	6	F	8.39E-05	0.184342723	0.010092121	0.310356256	0.504875	22.74083318
Mean	17	7	F	8.40E-05	0.185043834	0.010136449	0.312014923	0.507279167	22.70791565
Mean	17	8	F	8.40E-05	0.185741936	0.010180664	0.313676713	0.509683333	22.66799755
Mean	17	9	F	8.41E-05	0.186437084	0.010224766	0.31534157	0.5120875	22.62894
Mean	17	10	F	8.41E-05	0.187129876	0.010268782	0.317008868	0.514491667	22.59803497
Mean	17	11	F	8.42E-05	0.187821031	0.010312745	0.318677864	0.516895833	22.57678513
Mean	17	12	F	8.42E-05	0.188511281	0.010356688	0.320347787	0.5193	22.565415
Mean	18	1	F	8.43E-05	0.189200938	0.010400625	0.322018312	0.521704167	22.55823987
Mean	18	2	F	8.43E-05	0.189890041	0.010444558	0.323689398	0.524108333	22.55157924
Mean	18	3	F	8.44E-05	0.190578584	0.010488486	0.325361051	0.5265125	22.54486264
Mean	18	4	F	8.44E-05	0.191266388	0.010532399	0.327033449	0.528916667	22.53583112
Mean	18	5	F	8.45E-05	0.191953103	0.010576281	0.32870696	0.531320833	22.52210423
Mean	18	6	F	8.46E-05	0.192638134	0.010620105	0.330382209	0.533725	22.50043347
Mean	18	7	F	8.46E-05	0.19332072	0.010663835	0.332059994	0.536129167	22.46866305
Mean	18	8	F	8.47E-05	0.194000349	0.010707449	0.333740855	0.538533333	22.43012536
Mean	18	9	F	8.47E-05	0.194677074	0.010750948	0.335424735	0.5409375	22.39241888
Mean	18	10	F	8.48E-05	0.195351482	0.010794359	0.337111017	0.543341667	22.36259219
Mean	18	11	F	8.49E-05	0.196024279	0.010837716	0.338798973	0.545745833	22.34206285
