Peat_amount	Year	Month	Layer	DPM_pool_accummulated_SOC	RPM_pool_accummulated_SOC	BIO_pool_accummulated_SOC	HUM_pool_accummulated_SOC	Total_SOC_accummulated	SOC_stock_with_accummulation
Mean	68	12	F	0.002399805	0.502032731	0.030215014	1.456002449	1.99065	21.69706661
Mean	69	1	F	0.002408329	0.502721562	0.030246568	1.457677708	1.993054167	21.68885984
Mean	69	2	F	0.002416547	0.503409902	0.030278166	1.459353719	1.995458333	21.68131004
Mean	69	3	F	0.002424466	0.504097744	0.030309809	1.461030481	1.9978625	21.67376501
Mean	69	4	F	0.002433786	0.504789598	0.030341382	1.4627019	2.000266667	21.72967523
Mean	69	5	F	0.00244421	0.50548515	0.030372911	1.464368562	2.002670833	21.77967309
Mean	69	6	F	0.002455256	0.506183882	0.030404435	1.466031427	2.005075	21.81965954
Mean	69	7	F	0.002466338	0.506885138	0.030436002	1.467691689	2.007479167	21.84695832
Mean	69	8	F	0.002477114	0.507588449	0.030467641	1.46935013	2.009883333	21.86586088
Mean	69	9	F	0.002487669	0.508293825	0.030499345	1.47100666	2.0122875	21.88573049
Mean	69	10	F	0.002498403	0.509001751	0.030531081	1.472660432	2.014691667	21.91490921
Mean	69	11	F	0.002507998	0.509708279	0.030562932	1.474316625	2.017095833	21.88913169
Mean	69	12	F	0.002517025	0.510414018	0.030594849	1.475974107	2.0195	21.87562121
Mean	70	1	F	0.002525706	0.511119233	0.030626816	1.477632412	2.021904167	21.86718126
Mean	70	2	F	0.002534074	0.511823955	0.030658827	1.479291477	2.024308333	21.85941616
Mean	70	3	F	0.002542139	0.512528177	0.030690884	1.4809513	2.0267125	21.85165595
Mean	70	4	F	0.002551627	0.513236424	0.03072287	1.482605746	2.029116667	21.90899957
Mean	70	5	F	0.002562237	0.513948377	0.030754809	1.484255409	2.031520833	21.9602709
Mean	70	6	F	0.002573479	0.514663517	0.030786743	1.48590126	2.033925	22.00126033
Mean	70	7	F	0.002584757	0.515381179	0.030818722	1.487544508	2.036329167	22.02921996
Mean	70	8	F	0.002595722	0.516100892	0.030850776	1.489185943	2.038733333	22.04855802
Mean	70	9	F	0.002606462	0.516822665	0.030882897	1.490825476	2.0411375	22.06889094
Mean	70	10	F	0.002617382	0.517546986	0.030915052	1.492462248	2.043541667	22.09878552
Mean	70	11	F	0.002627144	0.518269899	0.030947324	1.494101467	2.045945833	22.07230441
Mean	70	12	F	0.002636329	0.518992018	0.030979665	1.495741988	2.04835	22.05842046
Mean	71	1	F	0.00264516	0.519713611	0.031012055	1.49738334	2.050754167	22.04974355
Mean	71	2	F	0.002653675	0.520434708	0.031044492	1.499025458	2.053158333	22.04175962
Mean	71	3	F	0.00266188	0.521155302	0.031076975	1.500668343	2.0555625	22.03378066
Mean	71	4	F	0.002671528	0.52187992	0.031109385	1.502305834	2.057966667	22.0924099
Mean	71	5	F	0.002682312	0.522608242	0.031141746	1.503938533	2.060370833	22.14480661
Mean	71	6	F	0.002693734	0.523339741	0.031174103	1.505567422	2.062775	22.18665087
Mean	71	7	F	0.002705189	0.524073749	0.031206506	1.507193723	2.065179167	22.2151242
Mean	71	8	F	0.002716324	0.52480979	0.031238986	1.508818234	2.067583333	22.23475283
Mean	71	9	F	0.002727227	0.525547873	0.031271536	1.510440864	2.0699875	22.25540659
Mean	71	10	F	0.002738312	0.52628849	0.03130412	1.512060744	2.072391667	22.2858765
Mean	71	11	F	0.002748222	0.52702769	0.031336825	1.513683096	2.074795833	22.25869504
Mean	71	12	F	0.002757545	0.527766091	0.031369601	1.515306763	2.0772	22.24443887
Mean	72	1	F	0.002766511	0.528503963	0.031402426	1.516931266	2.079604167	22.23552562
Mean	72	2	F	0.002775154	0.529241337	0.0314353	1.518556543	2.082008333	22.22732332
Mean	72	3	F	0.002783484	0.529978205	0.03146822	1.520182591	2.0844125	22.21912597
Mean	72	4	F	0.002793274	0.530719094	0.031501064	1.521803235	2.086816667	22.27904116
Mean	72	5	F	0.002804217	0.531463678	0.031533859	1.52341908	2.089220833	22.33256334
Mean	72	6	F	0.002815803	0.53221143	0.031566648	1.525031119	2.091625	22.37526182
Mean	72	7	F	0.002827422	0.532961674	0.031599485	1.526640585	2.094029167	22.40424647
Mean	72	8	F	0.002838715	0.533713931	0.031632401	1.528248286	2.096433333	22.42416075
Mean	72	9	F	0.002849772	0.53446821	0.03166539	1.529854128	2.0988375	22.44512879
Mean	72	10	F	0.002861013	0.535225007	0.031698413	1.531457234	2.101241667	22.47616776
Mean	72	11	F	0.002871062	0.535980377	0.03173156	1.533062834	2.103645833	22.44828123
Mean	72	12	F	0.002880516	0.536734945	0.031764779	1.53466976	2.10605	22.43365013
Mean	73	1	F	0.002889608	0.537488981	0.031798049	1.536277529	2.108454167	22.42449876
Mean	73	2	F	0.002898372	0.538242517	0.031831368	1.537886077	2.110858333	22.41607641
Mean	73	3	F	0.00290682	0.538995544	0.031864733	1.539495403	2.1132625	22.40765894
Mean	73	4	F	0.002916746	0.539752585	0.031898021	1.541099314	2.115666667	22.46885759
Mean	73	5	F	0.002927838	0.540513312	0.031931258	1.542698425	2.118070833	22.52350151
Mean	73	6	F	0.002939583	0.541277193	0.031964489	1.544293736	2.120475	22.56704823
Mean	73	7	F	0.002951358	0.542043549	0.031997768	1.545886492	2.122879167	22.5965351
Mean	73	8	F	0.002962803	0.542811895	0.032031129	1.547477507	2.125283333	22.61672352
Mean	73	9	F	0.002974008	0.543582241	0.032064563	1.549066688	2.1276875	22.63799408
Mean	73	10	F	0.002985397	0.544355088	0.032098034	1.550653148	2.130091667	22.66959249
Mean	73	11	F	0.00299558	0.545126499	0.03213163	1.552242124	2.132495833	22.64099421
Mean	73	12	F	0.003005161	0.545897103	0.0321653	1.553832435	2.1349	22.62598453
Mean	74	1	F	0.003014374	0.546667174	0.032199022	1.555423596	2.137304167	22.61659268
Mean	74	2	F	0.003023256	0.547436743	0.032232793	1.557015542	2.139708333	22.60794806
Mean	74	3	F	0.003031816	0.548205801	0.032266613	1.558608271	2.1421125	22.59930823
Mean	74	4	F	0.003041873	0.548978862	0.032300351	1.56019558	2.144516667	22.66178722
Mean	74	5	F	0.00305311	0.549755598	0.032334037	1.561778088	2.146920833	22.71754823
Mean	74	6	F	0.003065006	0.550535472	0.032367716	1.563356805	2.149325	22.76193593
Mean	74	7	F	0.003076933	0.551317801	0.032401445	1.564932987	2.151729167	22.79191443
Mean	74	8	F	0.003088524	0.552102097	0.032435257	1.566507455	2.154133333	22.81236405
Mean	74	9	F	0.003099872	0.55288837	0.032469144	1.568080114	2.1565375	22.83392435
Mean	74	10	F	0.003111406	0.553677123	0.032503068	1.569650069	2.158941667	22.86607196
Mean	74	11	F	0.003121719	0.554464434	0.032537121	1.57122256	2.161345833	22.83675493
Mean	74	12	F	0.003131421	0.555250934	0.032571248	1.572796397	2.16375	22.82136286
Mean	75	1	F	0.003140751	0.556036898	0.032605428	1.574371089	2.166154167	22.81172807
Mean	75	2	F	0.003149746	0.556822358	0.032639658	1.57594657	2.168558333	22.8028589
Mean	75	3	F	0.003158416	0.557607306	0.032673937	1.577522841	2.1709625	22.79399441
Mean	75	4	F	0.0031686	0.558396245	0.032708133	1.579093689	2.173366667	22.8577505
Mean	75	5	F	0.003179977	0.559188844	0.032742274	1.580659739	2.175770833	22.91462384
Mean	75	6	F	0.00319202	0.559984564	0.032776408	1.582222009	2.178175	22.95984515
Mean	75	7	F	0.003204094	0.560782717	0.032810592	1.583781764	2.180579167	22.99030459
Mean	75	8	F	0.003215826	0.561582812	0.032844861	1.585339834	2.182983333	23.01100246
Mean	75	9	F	0.003227312	0.562384859	0.032879207	1.586896122	2.1853875	23.03283979
Mean	75	10	F	0.003238987	0.563189366	0.032913589	1.588449726	2.187791667	23.06552647
Mean	75	11	F	0.003249424	0.563992422	0.032948103	1.590005884	2.190195833	23.03548379
Mean	75	12	F	0.003259245	0.564794665	0.032982693	1.591563397	2.1926	23.01970558
Mean	76	1	F	0.003268689	0.565596371	0.033017337	1.59312177	2.195004167	23.00982545
Mean	76	2	F	0.003277794	0.566397571	0.033052031	1.594680938	2.197408333	23.00072949
Mean	76	3	F	0.003286569	0.567198257	0.033086774	1.5962409	2.1998125	22.99163806
Mean	76	4	F	0.003296872	0.568002911	0.033121433	1.597795452	2.202216667	23.05653101
Mean	76	5	F	0.003308378	0.5688112	0.033156035	1.599345221	2.204620833	23.11437687
Mean	76	6	F	0.003320554	0.569622582	0.033190629	1.600891235	2.207025	23.16029325
Mean	76	7	F	0.003332759	0.570436367	0.033225274	1.602434767	2.209429167	23.19109766
Mean	76	8	F	0.003344617	0.571252059	0.033260005	1.603976652	2.211833333	23.21191102
Mean	76	9	F	0.003356223	0.572069669	0.033294814	1.605516793	2.2142375	23.23389489
Mean	76	10	F	0.003368018	0.572889708	0.033329661	1.60705428	2.216641667	23.26699071
Mean	76	11	F	0.003378564	0.57370829	0.033364641	1.608594338	2.219045833	23.23622887
Mean	76	12	F	0.003388487	0.574526055	0.033399699	1.610135759	2.22145	23.22006755
Mean	77	1	F	0.003398029	0.575343281	0.033434811	1.611678046	2.223854167	23.20994387
Mean	77	2	F	0.003407229	0.57616	0.033469974	1.613221131	2.226258333	23.20062265
Mean	77	3	F	0.003416095	0.576976204	0.033505187	1.614765014	2.2286625	23.19130575
Mean	77	4	F	0.003426503	0.577796351	0.033540313	1.6163035	2.231066667	23.25733741
Mean	77	5	F	0.003438124	0.578620107	0.03357538	1.617837222	2.233470833	23.31615818
Mean	77	6	F	0.003450421	0.579446928	0.033610438	1.619367212	2.235875	23.36277255
Mean	77	7	F	0.003462746	0.580276118	0.033645548	1.620894754	2.238279167	23.39392475
Mean	77	8	F	0.003474719	0.581107182	0.033680746	1.622420686	2.240683333	23.41485506
Mean	77	9	F	0.003486438	0.581940129	0.033716023	1.623944911	2.2430875	23.43698517
Mean	77	10	F	0.003498346	0.582775473	0.033751336	1.625466512	2.245491667	23.47048893
Mean	77	11	F	0.003508993	0.583609354	0.033786787	1.6269907	2.247895833	23.43900665
Mean	77	12	F	0.003519012	0.584442415	0.033822315	1.628516258	2.2503	23.42246141
Mean	78	1	F	0.003528646	0.585274936	0.033857898	1.630042687	2.252704167	23.41209359
Mean	78	2	F	0.003537934	0.586106948	0.033893533	1.631569917	2.255108333	23.40254655
Mean	78	3	F	0.003546886	0.586938444	0.033929219	1.63309795	2.2575125	23.39300358
Mean	78	4	F	0.003557394	0.587773857	0.033964815	1.634620601	2.259916667	23.46017307
Mean	78	5	F	0.003569124	0.588612852	0.034000351	1.636138506	2.262320833	23.51996735
Mean	78	6	F	0.003581536	0.589454883	0.034035876	1.637652705	2.264725	23.56727737
Mean	78	7	F	0.003593974	0.590299251	0.034071454	1.639164488	2.267129167	23.59877354
Mean	78	8	F	0.003606058	0.591145457	0.03410712	1.640674698	2.269533333	23.61981568
Mean	78	9	F	0.003617884	0.591993511	0.034142866	1.642183239	2.2719375	23.64208657
Mean	78	10	F	0.003629901	0.592843929	0.034178649	1.643689187	2.274341667	23.67599363
Mean	78	11	F	0.003640646	0.59369288	0.034214571	1.645197735	2.276745833	23.64378765
Mean	78	12	F	0.003650757	0.594541009	0.034250572	1.646707662	2.27915	23.62685668
Mean	79	1	F	0.003660479	0.595388596	0.034286629	1.648218462	2.281554167	23.61624356
Mean	79	2	F	0.003669853	0.596235673	0.034322738	1.649730068	2.283958333	23.60646961
Mean	79	3	F	0.003678888	0.597082233	0.034358899	1.651242481	2.2863625	23.59669945
Mean	79	4	F	0.00368949	0.597932683	0.034394967	1.652749527	2.288766667	23.66500518
Mean	79	5	F	0.003701326	0.598786687	0.034430972	1.654251848	2.291170833	23.72577064
Mean	79	6	F	0.003713848	0.599643696	0.034466967	1.655750488	2.293575	23.77377263
Mean	79	7	F	0.003726397	0.60050301	0.034503014	1.657246746	2.295979167	23.80560734
Mean	79	8	F	0.003738587	0.601364127	0.034539151	1.658741469	2.298383333	23.82675461
Mean	79	9	F	0.003750517	0.602227056	0.034575367	1.660234559	2.3007875	23.84915961
Mean	79	10	F	0.00376264	0.603092318	0.034611621	1.661725087	2.303191667	23.88346459
Mean	79	11	F	0.003773479	0.603956108	0.034648016	1.66321823	2.305595833	23.85053122
Mean	79	12	F	0.003783679	0.604819073	0.034684491	1.664712757	2.308	23.8332125
Mean	80	1	F	0.003793487	0.605681496	0.034721022	1.666208162	2.310404167	23.82235278
Mean	80	2	F	0.003802943	0.606543408	0.034757607	1.667704376	2.312808333	23.8123507
Mean	80	3	F	0.003812057	0.607404801	0.034794243	1.669201399	2.3152125	23.80235212
Mean	80	4	F	0.003822752	0.608270057	0.034830784	1.670693074	2.317616667	23.8717924
Mean	80	5	F	0.00383469	0.609138838	0.03486726	1.672180045	2.320020833	23.9335265
Mean	80	6	F	0.003847319	0.610010593	0.034903725	1.673663362	2.322425	23.98221653
Mean	80	7	F	0.003859975	0.61088462	0.034940242	1.67514433	2.324829167	24.01438409
Mean	80	8	F	0.003872268	0.611760415	0.034976849	1.676623801	2.327233333	24.03562957
Mean	80	9	F	0.0038843	0.612637988	0.035013538	1.678101675	2.3296375	24.05816186
Mean	80	10	F	0.003896524	0.61351786	0.035050262	1.67957702	2.332041667	24.09285933
Mean	80	11	F	0.003907455	0.614396257	0.03508713	1.681054991	2.334445833	24.05919487
Mean	80	12	F	0.003917741	0.615273826	0.03512408	1.682534353	2.33685	24.04148639
Mean	81	1	F	0.003927632	0.616150853	0.035161086	1.684014596	2.339254167	24.03037878
Mean	81	2	F	0.003937168	0.617027368	0.035198145	1.685495651	2.341658333	24.02014737
Mean	81	3	F	0.00394636	0.617903364	0.035235257	1.686977519	2.3440625	24.00991916
Mean	81	4	F	0.003957142	0.618783188	0.035272272	1.688454065	2.346466667	24.08040089
Mean	81	5	F	0.003969175	0.619666503	0.03530922	1.689925936	2.348870833	24.14301103
Mean	81	6	F	0.003981902	0.620552756	0.035346156	1.691394186	2.351275	24.19229766
Mean	81	7	F	0.003994654	0.621441243	0.035383143	1.692860127	2.353679167	24.22470877
Mean	81	8	F	0.00400704	0.622331458	0.035420221	1.694324614	2.356083333	24.24596557
Mean	81	9	F	0.00401916	0.62322341	0.035457382	1.695787548	2.3584875	24.26853974
Mean	81	10	F	0.004031474	0.624117625	0.035494578	1.697247989	2.360891667	24.30354434
Mean	81	11	F	0.004042486	0.62501036	0.035531919	1.698711068	2.363295833	24.26915396
Mean	81	12	F	0.004052847	0.625902267	0.035569343	1.700175543	2.3657	24.25105821
Mean	82	1	F	0.004062811	0.626793629	0.035606824	1.701640902	2.368104167	24.23970419
Mean	82	2	F	0.004072418	0.62768448	0.035644359	1.703107076	2.370508333	24.22924475
Mean	82	3	F	0.004081678	0.628574811	0.035681947	1.704574065	2.3729125	24.21878816
Mean	82	4	F	0.004092538	0.629468936	0.035719435	1.706035759	2.375316667	24.29031297
Mean	82	5	F	0.004104656	0.630366516	0.035756854	1.707492806	2.377720833	24.35380131
Mean	82	6	F	0.004117473	0.631267	0.03579426	1.708946267	2.380125	24.4036874
Mean	82	7	F	0.004130314	0.632169678	0.035831718	1.710397456	2.382529167	24.43634521
Mean	82	8	F	0.004142786	0.633074045	0.035869267	1.711847235	2.384933333	24.45761585
Mean	82	9	F	0.00415499	0.633980111	0.035906898	1.713295501	2.3873375	24.48023322
Mean	82	10	F	0.004167389	0.634888401	0.035944565	1.714741312	2.389741667	24.51554536
Mean	82	11	F	0.004178476	0.635795208	0.035982379	1.716189771	2.392145833	24.48042903
Mean	82	12	F	0.004188909	0.636701184	0.036020276	1.71763963	2.39455	24.46194591
Mean	83	1	F	0.004198942	0.637606617	0.036058231	1.719090376	2.396954167	24.45034538
Mean	83	2	F	0.004208615	0.638511538	0.03609624	1.72054194	2.399358333	24.43965781
Mean	83	3	F	0.004217939	0.639415937	0.036134303	1.721994321	2.4017625	24.42897271
Mean	83	4	F	0.004228873	0.640324097	0.036172263	1.723441434	2.404166667	24.50154038
Mean	83	5	F	0.004241073	0.641235677	0.036210153	1.72488393	2.406570833	24.56590655
Mean	83	6	F	0.004253976	0.642150124	0.036248028	1.726322873	2.408975	24.61639137
Mean	83	7	F	0.004266902	0.643066729	0.036285954	1.727759582	2.411379167	24.64929459
Mean	83	8	F	0.004279457	0.643984983	0.036323972	1.729194922	2.413783333	24.67057716
Mean	83	9	F	0.004291741	0.644904896	0.036362072	1.73062879	2.4161875	24.69323555
Mean	83	10	F	0.004304222	0.645826997	0.036400208	1.73206024	2.418591667	24.72885329
Mean	83	11	F	0.004315382	0.646747613	0.036438493	1.733494346	2.420995833	24.69300964
Mean	83	12	F	0.004325884	0.647667397	0.036476861	1.734929858	2.4234	24.67413837
Mean	84	1	F	0.004335983	0.648586637	0.036515288	1.736366259	2.425804167	24.66229083
Mean	84	2	F	0.00434572	0.649505364	0.03655377	1.737803479	2.428208333	24.65137465
Mean	84	3	F	0.004355106	0.650423569	0.036592305	1.73924152	2.4306125	24.64046056
Mean	84	4	F	0.004366111	0.6513455	0.036630735	1.74067432	2.433016667	24.7140704
Mean	84	5	F	0.00437839	0.652270817	0.036669094	1.742102532	2.435420833	24.77931338
Mean	84	6	F	0.004391376	0.653198965	0.036707436	1.743527224	2.437825	24.83039531
Mean	84	7	F	0.004404385	0.654129233	0.036745829	1.74494972	2.440229167	24.86354151
Mean	84	8	F	0.004417019	0.655061112	0.036784314	1.746370888	2.442633333	24.88483298
Mean	84	9	F	0.004429382	0.655994612	0.036822881	1.747790624	2.4450375	24.90752936
Mean	84	10	F	0.004441941	0.656930264	0.036861484	1.749207978	2.447441667	24.94345025
Mean	84	11	F	0.004453173	0.657864427	0.036900236	1.750627997	2.449845833	24.90687757
Mean	84	12	F	0.004463741	0.658797759	0.036939074	1.752049426	2.45225	24.88761723
Mean	85	1	F	0.004473905	0.659730545	0.03697797	1.753471746	2.454654167	24.87552208
Mean	85	2	F	0.004483704	0.660662819	0.037016922	1.754894888	2.457058333	24.86437673
Mean	85	3	F	0.004493149	0.661594571	0.037055928	1.756318851	2.4594625	24.85323307
Mean	85	4	F	0.004504224	0.662530014	0.037094826	1.757737602	2.461866667	24.9278843
Mean	85	5	F	0.00451658	0.663468808	0.03713365	1.759151795	2.464270833	24.99400291
Mean	85	6	F	0.004529646	0.664410397	0.037172457	1.760562501	2.466675	25.04568013
Mean	85	7	F	0.004542735	0.665354069	0.037211314	1.761971048	2.469079167	25.07906667
Mean	85	8	F	0.004555447	0.666299316	0.037250263	1.763378307	2.471483333	25.10036383
Mean	85	9	F	0.004567885	0.667246145	0.037289295	1.764784175	2.4738875	25.12309502
Mean	85	10	F	0.004580522	0.668195089	0.037328361	1.766187695	2.476291667	25.15931652
Mean	85	11	F	0.004591822	0.669142544	0.037367579	1.767593889	2.478695833	25.12201309
Mean	85	12	F	0.004602456	0.670089166	0.037406882	1.769001496	2.4811	25.10236273
Mean	86	1	F	0.004612682	0.671035244	0.037446245	1.770409996	2.483504167	25.09001937
Mean	86	2	F	0.004622541	0.671980808	0.037485664	1.77181932	2.485908333	25.07864429
Mean	86	3	F	0.004632045	0.672925851	0.037525137	1.773229467	2.4883125	25.0672705
Mean	86	4	F	0.004643185	0.673874546	0.0375645	1.774634435	2.490716667	25.14289377
Mean	86	5	F	0.004655612	0.674826554	0.037603788	1.776034879	2.493120833	25.20981928
Mean	86	6	F	0.004668752	0.675781318	0.037643056	1.777431874	2.495525	25.2620243
Mean	86	7	F	0.004681914	0.676738127	0.037682374	1.778826751	2.497929167	25.29558578
Mean	86	8	F	0.004694696	0.677696469	0.037721785	1.780220383	2.500333333	25.31682537
Mean	86	9	F	0.004707202	0.678656353	0.037761279	1.781612667	2.5027375	25.33952918
Mean	86	10	F	0.004719906	0.679618313	0.037800805	1.783002642	2.505141667	25.37598875
Mean	86	11	F	0.004731267	0.680578783	0.037840486	1.784395298	2.507545833	25.33795947
Mean	86	12	F	0.004741958	0.681538419	0.037880252	1.78578937	2.50995	25.31792151
Mean	87	1	F	0.00475224	0.682497511	0.037920079	1.787184337	2.512354167	25.3053314
Mean	87	2	F	0.004762153	0.68345609	0.037959962	1.788580129	2.514758333	25.2937279
Mean	87	3	F	0.004771707	0.684414147	0.037999899	1.789976747	2.5171625	25.28212525
Mean	87	4	F	0.004782907	0.685375818	0.038039724	1.791368217	2.519566667	25.35872225
Mean	87	5	F	0.004795399	0.686340764	0.038079471	1.792755198	2.521970833	25.42645695
Mean	87	6	F	0.004808607	0.687308429	0.038119198	1.794138766	2.524375	25.47919297
Mean	87	7	F	0.004821837	0.688278098	0.038158975	1.795520257	2.526779167	25.51293329
Mean	87	8	F	0.004834684	0.689249262	0.038198844	1.796900544	2.529183333	25.53411904
Mean	87	9	F	0.004847253	0.690221928	0.038238795	1.798279524	2.5315875	25.55679827
Mean	87	10	F	0.004860022	0.691196632	0.038278779	1.799656234	2.533991667	25.59349765
Mean	87	11	F	0.00487144	0.692169844	0.038318918	1.801035631	2.536395833	25.55474347
Mean	87	12	F	0.004882186	0.693142223	0.038359144	1.802416447	2.5388	25.53431837
Mean	88	1	F	0.00489252	0.694114057	0.038399431	1.803798159	2.541204167	25.52148178
Mean	88	2	F	0.004902483	0.695085378	0.038439773	1.805180698	2.543608333	25.50965009
Mean	88	3	F	0.004912087	0.696056178	0.038480171	1.806564064	2.5460125	25.4978188
Mean	88	4	F	0.004923343	0.697030554	0.038520455	1.807942315	2.548416667	25.57538981
Mean	88	5	F	0.004935897	0.698008168	0.038560658	1.80931611	2.550820833	25.64393409
Mean	88	6	F	0.00494917	0.698988462	0.038600839	1.810686529	2.553225	25.69720158
Mean	88	7	F	0.004962465	0.699970723	0.03864107	1.812054909	2.555629167	25.73112125
Mean	88	8	F	0.004975374	0.70095444	0.038681393	1.813422126	2.558033333	25.7522535
Mean	88	9	F	0.004988005	0.70193962	0.038721798	1.814788077	2.5604375	25.77490826
Mean	88	10	F	0.005000836	0.702926801	0.038762235	1.816151795	2.562841667	25.81184739
Mean	88	11	F	0.00501231	0.703912489	0.038802829	1.817518205	2.565245833	25.77236822
Mean	88	12	F	0.005023108	0.704897344	0.03884351	1.818886038	2.56765	25.7515559
Mean	89	1	F	0.005033493	0.705881654	0.038884252	1.820254768	2.570054167	25.73847278
Mean	89	2	F	0.005043505	0.706865452	0.03892505	1.821624325	2.572458333	25.72641286
Mean	89	3	F	0.005053156	0.707848728	0.038965905	1.822994711	2.5748625	25.71435287
Mean	89	4	F	0.005064467	0.708835545	0.039006642	1.824360014	2.577266667	25.79289781
Mean	89	5	F	0.005077081	0.70982556	0.039047297	1.825720896	2.579670833	25.86225153
Mean	89	6	F	0.005090417	0.71081822	0.039087928	1.827078435	2.582075	25.91605026
Mean	89	7	F	0.005103774	0.711812809	0.039128609	1.828433975	2.584479167	25.95014887
Mean	89	8	F	0.005116745	0.712808815	0.039169382	1.829788391	2.586883333	25.97122708
Mean	89	9	F	0.005129435	0.713806248	0.039210236	1.831141581	2.5892875	25.99385676
Mean	89	10	F	0.005142326	0.714805644	0.039251121	1.832492575	2.591691667	26.03103513
Mean	89	11	F	0.005153855	0.715803548	0.039292165	1.833846266	2.594095833	25.9908306
Mean	89	12	F	0.005164704	0.716800618	0.039333296	1.835201381	2.5965	25.96963085
Mean	90	1	F	0.005175138	0.717797145	0.039374489	1.836557395	2.598904167	25.95630108
Mean	90	2	F	0.005185198	0.718793159	0.039415739	1.837914238	2.601308333	25.94401279
Mean	90	3	F	0.005194894	0.719788651	0.039457045	1.839271909	2.6037125	25.93172398
Mean	90	4	F	0.005206258	0.720787647	0.039498231	1.840624531	2.606116667	26.01124268
Mean	90	5	F	0.00521893	0.721789806	0.039539333	1.841972764	2.608520833	26.08140557
Mean	90	6	F	0.005232328	0.722794571	0.039580411	1.84331769	2.610925	26.13573511
Mean	90	7	F	0.005245747	0.72380123	0.039621536	1.844660653	2.613329167	26.17001205
Mean	90	8	F	0.005258777	0.72480927	0.039662754	1.846002533	2.615733333	26.19103545
Mean	90	9	F	0.005271525	0.725818699	0.039704052	1.847343224	2.6181375	26.21363929
Mean	90	10	F	0.005284475	0.726830055	0.039745381	1.848681756	2.620541667	26.25105628
Mean	90	11	F	0.005296056	0.727839919	0.03978687	1.850022989	2.622945833	26.21012597
Mean	90	12	F	0.005306955	0.72884895	0.039828447	1.851365648	2.62535	26.18853857
Mean	91	1	F	0.005317436	0.729857438	0.039870086	1.852709207	2.627754167	26.17496199
Mean	91	2	F	0.005327542	0.730865413	0.039911782	1.854053595	2.630158333	26.1624452
Mean	91	3	F	0.005337284	0.731872868	0.039953534	1.855398814	2.6325625	26.14992743
Mean	91	4	F	0.005348695	0.732883782	0.039995165	1.856739024	2.634966667	26.23026545
Mean	91	5	F	0.005361418	0.733897817	0.04003671	1.858074888	2.637370833	26.30108518
Mean	91	6	F	0.005374867	0.734914416	0.040078229	1.859407489	2.639775	26.35579733
Mean	91	7	F	0.005388334	0.735932866	0.040119795	1.860738172	2.642179167	26.39011073
Mean	91	8	F	0.00540141	0.736952653	0.040161454	1.862067817	2.644583333	26.41094336
Mean	91	9	F	0.005414201	0.737973787	0.040203193	1.863396319	2.6469875	26.43338764
Mean	91	10	F	0.005427194	0.738996806	0.040244962	1.864722706	2.649391667	26.47090751
Mean	91	11	F	0.005438814	0.740018333	0.040286891	1.866051796	2.651795833	26.4292658
Mean	91	12	F	0.005449749	0.741039027	0.04032891	1.867382315	2.6542	26.40729802
Mean	92	1	F	0.005460265	0.742059178	0.04037099	1.868713733	2.656604167	26.3934791
Mean	92	2	F	0.005470405	0.743078818	0.040413128	1.870045982	2.659008333	26.38073786
Mean	92	3	F	0.005480179	0.744097937	0.040455323	1.871379061	2.6614125	26.36799508
Mean	92	4	F	0.005491627	0.745120473	0.040497394	1.872707172	2.663816667	26.44915775
Mean	92	5	F	0.00550439	0.746146088	0.040539377	1.874030978	2.666220833	26.52064181
Mean	92	6	F	0.005517879	0.747174225	0.040581333	1.875351563	2.668625	26.57574725
Mean	92	7	F	0.005531387	0.748204171	0.040623336	1.876670272	2.671029167	26.61011096
Mean	92	8	F	0.005544502	0.749235414	0.04066543	1.877987988	2.673433333	26.63076737
Mean	92	9	F	0.005557331	0.750267961	0.040707604	1.879304603	2.6758375	26.65306441
Mean	92	10	F	0.005570362	0.751302351	0.040749808	1.880619146	2.678241667	26.69069582
Mean	92	11	F	0.005582016	0.752335251	0.040792173	1.881936393	2.680645833	26.64834813
Mean	92	12	F	0.005592983	0.753367318	0.040834628	1.883255071	2.68305	26.62600275
Mean	93	1	F	0.005603531	0.754398843	0.040877145	1.884574649	2.685454167	26.61194324
Mean	93	2	F	0.005613701	0.755429856	0.04091972	1.885895057	2.687858333	26.59897913
Mean	93	3	F	0.005623503	0.756460349	0.040962351	1.887216296	2.6902625	26.58601291
Mean	93	4	F	0.005634985	0.757494218	0.041004857	1.888532607	2.692666667	26.66800236
Mean	93	5	F	0.005647784	0.758531125	0.041047273	1.889844652	2.695070833	26.74015378
Mean	93	6	F	0.005661312	0.759570513	0.04108966	1.891153515	2.697475	26.79565699
Mean	93	7	F	0.005674858	0.76061167	0.041132094	1.892460545	2.699879167	26.83007705
Mean	93	8	F	0.005688009	0.761654083	0.041174618	1.893766623	2.702283333	26.85056391
Mean	93	9	F	0.005700875	0.76269776	0.041217223	1.895071643	2.7046875	26.87271972
Mean	93	10	F	0.005713941	0.763743241	0.041259855	1.89637463	2.707091667	26.91046716
Mean	93	11	F	0.005725628	0.764787231	0.04130265	1.897680324	2.709495833	26.8674164
Mean	93	12	F	0.005736626	0.76583039	0.041345535	1.898987449	2.7119	26.84469496
Mean	94	1	F	0.005747203	0.766873006	0.041388483	1.900295475	2.714304167	26.83039584
Mean	94	2	F	0.005757402	0.767915112	0.041431488	1.901604331	2.716708333	26.81720975
